MEDIA_NAME,USER_ID,SPECIFIC_CATEGORY,MACRO_CATEGORY,CORRECT_ANSWER,USER_ANSWER,ANSWER_TIME
NewMedia1,USER_17,Critical Thinking,Textual,b,a,61.45142
NewMedia7,USER_17,Diagrammatic Reasoning,Graphical,b,a,50.86133
NewMedia24,USER_17,Verbal Reasoning,Textual,b,b,78.49817
NewMedia2,USER_17,Critical Thinking,Textual,a,a,40.78601
NewMedia17,USER_17,Mechanical Reasoning,Graphical,b,b,22.93542
NewMedia23,USER_18,Verbal Reasoning,Textual,d,d,140.33871000000002
NewMedia2,USER_18,Critical Thinking,Textual,a,b,46.98975
NewMedia12,USER_18,Inductive Reasoning,Graphical,d,d,16.80646
NewMedia10,USER_18,Inductive Reasoning,Graphical,d,a,17.4162
NewMedia4,USER_18,Deductive Reasoning,Textual,a,a,61.64526
NewMedia21,USER_18,Spatial Reasoning,Graphical,b,a,94.20013
NewMedia20,USER_18,Spatial Reasoning,Graphical,c,c,30.61194
NewMedia8,USER_18,Diagrammatic Reasoning,Graphical,c,c,71.25763
NewMedia5,USER_18,Deductive Reasoning,Textual,b,a,56.46747
NewMedia6,USER_18,Deductive Reasoning,Textual,a,a,81.05084000000001
NewMedia3,USER_18,Critical Thinking,Textual,a,a,41.68427
NewMedia16,USER_18,Mechanical Reasoning,Graphical,b,b,18.96997
NewMedia24,USER_18,Verbal Reasoning,Textual,b,b,102.95447
NewMedia22,USER_18,Verbal Reasoning,Textual,d,d,67.86145
NewMedia13,USER_18,Logical Reasoning,Graphical,d,d,87.3606
NewMedia17,USER_18,Mechanical Reasoning,Graphical,b,b,45.9176
NewMedia18,USER_18,Mechanical Reasoning,Graphical,a,a,53.83484
NewMedia15,USER_18,Logical Reasoning,Graphical,c,c,59.5625
NewMedia11,USER_18,Inductive Reasoning,Graphical,b,b,15.365479999999998
NewMedia14,USER_18,Logical Reasoning,Graphical,a,a,91.73461999999999
NewMedia19,USER_18,Spatial Reasoning,Graphical,b,b,56.011959999999995
NewMedia7,USER_18,Diagrammatic Reasoning,Graphical,b,b,55.79785
NewMedia9,USER_18,Diagrammatic Reasoning,Graphical,b,b,47.40417
NewMedia1,USER_18,Critical Thinking,Textual,b,a,96.5575
NewMedia4,USER_19,Deductive Reasoning,Textual,a,a,53.27884
NewMedia20,USER_19,Spatial Reasoning,Graphical,c,c,19.21112
NewMedia19,USER_19,Spatial Reasoning,Graphical,b,b,17.85162
NewMedia3,USER_19,Critical Thinking,Textual,a,a,28.93024
NewMedia15,USER_19,Logical Reasoning,Graphical,c,c,26.42554
NewMedia18,USER_19,Mechanical Reasoning,Graphical,a,a,21.49524
NewMedia24,USER_19,Verbal Reasoning,Textual,b,b,80.21325999999999
NewMedia16,USER_19,Mechanical Reasoning,Graphical,b,b,10.89819
NewMedia9,USER_19,Diagrammatic Reasoning,Graphical,b,d,51.6377
NewMedia5,USER_19,Deductive Reasoning,Textual,b,b,31.37531
NewMedia14,USER_19,Logical Reasoning,Graphical,a,a,45.42859
NewMedia13,USER_19,Logical Reasoning,Graphical,d,d,34.336059999999996
NewMedia11,USER_19,Inductive Reasoning,Graphical,b,b,21.76324
NewMedia23,USER_19,Verbal Reasoning,Textual,d,d,92.43786999999999
NewMedia2,USER_19,Critical Thinking,Textual,a,a,36.3786
NewMedia17,USER_19,Mechanical Reasoning,Graphical,b,b,16.24353
NewMedia10,USER_19,Inductive Reasoning,Graphical,d,b,36.63342
NewMedia12,USER_19,Inductive Reasoning,Graphical,d,d,17.52307
NewMedia21,USER_19,Spatial Reasoning,Graphical,b,c,20.323
NewMedia8,USER_19,Diagrammatic Reasoning,Graphical,c,b,69.08716
NewMedia7,USER_19,Diagrammatic Reasoning,Graphical,b,b,21.321170000000002
NewMedia6,USER_19,Deductive Reasoning,Textual,a,a,40.115970000000004
NewMedia1,USER_19,Critical Thinking,Textual,b,b,39.928709999999995
NewMedia22,USER_19,Verbal Reasoning,Textual,d,d,52.750119999999995
NewMedia21,USER_20,Spatial Reasoning,Graphical,b,b,96.5188
NewMedia8,USER_20,Diagrammatic Reasoning,Graphical,c,b,69.4165
NewMedia9,USER_20,Diagrammatic Reasoning,Graphical,b,b,63.15869
NewMedia18,USER_20,Mechanical Reasoning,Graphical,a,c,94.8689
NewMedia10,USER_20,Inductive Reasoning,Graphical,d,a,123.41113
NewMedia24,USER_20,Verbal Reasoning,Textual,b,b,155.43555
NewMedia11,USER_20,Inductive Reasoning,Graphical,b,c,124.08105
NewMedia14,USER_20,Logical Reasoning,Graphical,a,a,73.15966999999999
NewMedia2,USER_20,Critical Thinking,Textual,a,a,43.90137
NewMedia7,USER_20,Diagrammatic Reasoning,Graphical,b,b,51.78467
NewMedia12,USER_20,Inductive Reasoning,Graphical,d,d,16.136229999999998
NewMedia3,USER_20,Critical Thinking,Textual,a,b,48.60986
NewMedia19,USER_20,Spatial Reasoning,Graphical,b,d,128.96338
NewMedia22,USER_20,Verbal Reasoning,Textual,d,d,95.9541
NewMedia1,USER_20,Critical Thinking,Textual,b,b,65.79834
NewMedia5,USER_20,Deductive Reasoning,Textual,b,a,200.96483999999998
NewMedia17,USER_20,Mechanical Reasoning,Graphical,b,b,28.093259999999997
NewMedia13,USER_20,Logical Reasoning,Graphical,d,a,41.93945
NewMedia15,USER_20,Logical Reasoning,Graphical,c,c,41.71045
NewMedia23,USER_20,Verbal Reasoning,Textual,d,d,167.47998
NewMedia16,USER_20,Mechanical Reasoning,Graphical,b,b,35.80225
NewMedia6,USER_20,Deductive Reasoning,Textual,a,a,104.77539
NewMedia20,USER_20,Spatial Reasoning,Graphical,c,c,99.10938
NewMedia4,USER_20,Deductive Reasoning,Textual,a,a,29.98242
NewMedia6,USER_21,Deductive Reasoning,Textual,a,c,87.81543
NewMedia21,USER_21,Spatial Reasoning,Graphical,b,b,25.50732
NewMedia18,USER_21,Mechanical Reasoning,Graphical,a,a,12.38574
NewMedia3,USER_21,Critical Thinking,Textual,a,a,32.70068
NewMedia10,USER_21,Inductive Reasoning,Graphical,d,a,47.51855
NewMedia16,USER_21,Mechanical Reasoning,Graphical,b,a,13.51025
NewMedia8,USER_21,Diagrammatic Reasoning,Graphical,c,b,98.07764
NewMedia17,USER_21,Mechanical Reasoning,Graphical,b,b,23.8667
NewMedia20,USER_21,Spatial Reasoning,Graphical,c,c,73.58887
NewMedia13,USER_21,Logical Reasoning,Graphical,d,d,20.02051
NewMedia7,USER_21,Diagrammatic Reasoning,Graphical,b,d,41.32861
NewMedia24,USER_21,Verbal Reasoning,Textual,b,d,84.68799
NewMedia15,USER_21,Logical Reasoning,Graphical,c,a,49.1123
NewMedia1,USER_21,Critical Thinking,Textual,b,a,26.27686
NewMedia9,USER_21,Diagrammatic Reasoning,Graphical,b,a,58.38965
NewMedia19,USER_21,Spatial Reasoning,Graphical,b,a,29.27197
NewMedia11,USER_21,Inductive Reasoning,Graphical,b,c,16.71191
NewMedia22,USER_21,Verbal Reasoning,Textual,d,d,53.165040000000005
NewMedia12,USER_21,Inductive Reasoning,Graphical,d,d,49.8291
NewMedia2,USER_21,Critical Thinking,Textual,a,a,42.73535
NewMedia4,USER_21,Deductive Reasoning,Textual,a,a,38.09424
NewMedia5,USER_21,Deductive Reasoning,Textual,b,c,23.46387
NewMedia14,USER_21,Logical Reasoning,Graphical,a,a,77.15234
NewMedia23,USER_21,Verbal Reasoning,Textual,d,d,92.73193
NewMedia11,USER_22,Inductive Reasoning,Graphical,b,b,22.48605
NewMedia22,USER_22,Verbal Reasoning,Textual,d,d,187.01901
NewMedia20,USER_22,Spatial Reasoning,Graphical,c,c,29.587040000000002
NewMedia6,USER_22,Deductive Reasoning,Textual,a,c,77.58057
NewMedia17,USER_22,Mechanical Reasoning,Graphical,b,b,20.84515
NewMedia23,USER_22,Verbal Reasoning,Textual,d,c,25.07214
NewMedia7,USER_22,Diagrammatic Reasoning,Graphical,b,b,45.64954
NewMedia19,USER_22,Spatial Reasoning,Graphical,b,b,30.82074
NewMedia12,USER_22,Inductive Reasoning,Graphical,d,d,14.334229999999998
NewMedia21,USER_22,Spatial Reasoning,Graphical,b,c,11.615110000000001
NewMedia15,USER_22,Logical Reasoning,Graphical,c,c,26.7533
NewMedia24,USER_22,Verbal Reasoning,Textual,b,b,63.13214
NewMedia2,USER_22,Critical Thinking,Textual,a,b,31.89783
NewMedia16,USER_22,Mechanical Reasoning,Graphical,b,b,10.74408
NewMedia14,USER_22,Logical Reasoning,Graphical,a,b,57.99511999999999
NewMedia8,USER_22,Diagrammatic Reasoning,Graphical,c,c,73.07275
NewMedia5,USER_22,Deductive Reasoning,Textual,b,b,165.41663
NewMedia1,USER_22,Critical Thinking,Textual,b,b,44.68469
NewMedia18,USER_22,Mechanical Reasoning,Graphical,a,a,26.14368
NewMedia3,USER_22,Critical Thinking,Textual,a,b,78.51172
NewMedia9,USER_22,Diagrammatic Reasoning,Graphical,b,b,33.51208
NewMedia10,USER_22,Inductive Reasoning,Graphical,d,a,88.95483
NewMedia13,USER_22,Logical Reasoning,Graphical,d,d,128.94421
NewMedia4,USER_22,Deductive Reasoning,Textual,a,a,34.48352
NewMedia4,USER_24,Deductive Reasoning,Textual,a,a,86.91211
NewMedia7,USER_24,Diagrammatic Reasoning,Graphical,b,b,56.33984
NewMedia2,USER_24,Critical Thinking,Textual,a,a,50.39844
NewMedia14,USER_24,Logical Reasoning,Graphical,a,a,45.321290000000005
NewMedia18,USER_24,Mechanical Reasoning,Graphical,a,a,38.5957
NewMedia9,USER_24,Diagrammatic Reasoning,Graphical,b,b,57.8877
NewMedia1,USER_24,Critical Thinking,Textual,b,b,71.91356999999999
NewMedia17,USER_24,Mechanical Reasoning,Graphical,b,b,11.04541
NewMedia3,USER_24,Critical Thinking,Textual,a,a,44.40381
NewMedia20,USER_24,Spatial Reasoning,Graphical,c,c,23.18945
NewMedia23,USER_24,Verbal Reasoning,Textual,d,c,109.99463
NewMedia8,USER_24,Diagrammatic Reasoning,Graphical,c,c,42.96387
NewMedia11,USER_24,Inductive Reasoning,Graphical,b,b,63.9292
NewMedia5,USER_24,Deductive Reasoning,Textual,b,b,42.13281
NewMedia24,USER_24,Verbal Reasoning,Textual,b,b,57.24511999999999
NewMedia19,USER_24,Spatial Reasoning,Graphical,b,b,66.62891
NewMedia22,USER_24,Verbal Reasoning,Textual,d,d,103.71143000000001
NewMedia12,USER_24,Inductive Reasoning,Graphical,d,d,12.15088
NewMedia13,USER_24,Logical Reasoning,Graphical,d,d,43.8877
NewMedia16,USER_24,Mechanical Reasoning,Graphical,b,b,10.81738
NewMedia21,USER_24,Spatial Reasoning,Graphical,b,b,18.32031
NewMedia15,USER_24,Logical Reasoning,Graphical,c,c,20.58447
NewMedia10,USER_24,Inductive Reasoning,Graphical,d,a,67.72705
NewMedia6,USER_24,Deductive Reasoning,Textual,a,a,83.26074
NewMedia24,USER_27,Verbal Reasoning,Textual,b,a,38.676759999999994
NewMedia16,USER_27,Mechanical Reasoning,Graphical,b,b,15.74805
NewMedia17,USER_27,Mechanical Reasoning,Graphical,b,b,30.87207
NewMedia9,USER_27,Diagrammatic Reasoning,Graphical,b,b,160.69433999999998
NewMedia1,USER_27,Critical Thinking,Textual,b,b,73.25391
NewMedia2,USER_27,Critical Thinking,Textual,a,b,72.38965
NewMedia11,USER_27,Inductive Reasoning,Graphical,b,b,84.33887
NewMedia19,USER_27,Spatial Reasoning,Graphical,b,b,136.07813000000002
NewMedia21,USER_27,Spatial Reasoning,Graphical,b,a,140.05664
NewMedia23,USER_27,Verbal Reasoning,Textual,d,d,202.31933999999998
NewMedia22,USER_27,Verbal Reasoning,Textual,d,d,202.23828
NewMedia8,USER_27,Diagrammatic Reasoning,Graphical,c,c,120.80663999999999
NewMedia4,USER_27,Deductive Reasoning,Textual,a,a,157.86719
NewMedia6,USER_27,Deductive Reasoning,Textual,a,a,90.9375
NewMedia7,USER_27,Diagrammatic Reasoning,Graphical,b,b,84.48828
NewMedia5,USER_27,Deductive Reasoning,Textual,b,b,49.92969
NewMedia10,USER_27,Inductive Reasoning,Graphical,d,a,112.16601999999999
NewMedia12,USER_27,Inductive Reasoning,Graphical,d,d,142.5625
NewMedia18,USER_27,Mechanical Reasoning,Graphical,a,a,89.39063
NewMedia13,USER_27,Logical Reasoning,Graphical,d,d,212.82031
NewMedia15,USER_27,Logical Reasoning,Graphical,c,c,40.88086
NewMedia14,USER_27,Logical Reasoning,Graphical,a,a,79.08594000000001
NewMedia3,USER_27,Critical Thinking,Textual,a,b,49.45508
NewMedia20,USER_27,Spatial Reasoning,Graphical,c,c,48.25
NewMedia8,USER_28,Diagrammatic Reasoning,Graphical,c,a,68.19672
NewMedia18,USER_28,Mechanical Reasoning,Graphical,a,a,33.2041
NewMedia20,USER_28,Spatial Reasoning,Graphical,c,c,30.571590000000004
NewMedia1,USER_28,Critical Thinking,Textual,b,a,48.87897
NewMedia2,USER_28,Critical Thinking,Textual,a,b,54.377869999999994
NewMedia4,USER_28,Deductive Reasoning,Textual,a,a,90.61652
NewMedia13,USER_28,Logical Reasoning,Graphical,d,d,31.897579999999998
NewMedia10,USER_28,Inductive Reasoning,Graphical,d,a,35.5957
NewMedia12,USER_28,Inductive Reasoning,Graphical,d,d,29.76111
NewMedia11,USER_28,Inductive Reasoning,Graphical,b,b,34.91943
NewMedia6,USER_28,Deductive Reasoning,Textual,a,c,82.5647
NewMedia14,USER_28,Logical Reasoning,Graphical,a,c,48.729490000000006
NewMedia5,USER_28,Deductive Reasoning,Textual,b,b,70.77515
NewMedia7,USER_28,Diagrammatic Reasoning,Graphical,b,b,65.87256
NewMedia23,USER_28,Verbal Reasoning,Textual,d,d,104.87061000000001
NewMedia24,USER_28,Verbal Reasoning,Textual,b,c,59.3009
NewMedia17,USER_28,Mechanical Reasoning,Graphical,b,b,8.30579
NewMedia15,USER_28,Logical Reasoning,Graphical,c,a,24.415770000000002
NewMedia16,USER_28,Mechanical Reasoning,Graphical,b,b,5.96191
NewMedia19,USER_28,Spatial Reasoning,Graphical,b,b,81.81396
NewMedia9,USER_28,Diagrammatic Reasoning,Graphical,b,a,64.08459
NewMedia22,USER_28,Verbal Reasoning,Textual,d,d,83.91077
NewMedia21,USER_28,Spatial Reasoning,Graphical,b,b,24.33533
NewMedia3,USER_28,Critical Thinking,Textual,a,a,33.92102
NewMedia20,USER_29,Spatial Reasoning,Graphical,c,d,22.30566
NewMedia3,USER_29,Critical Thinking,Textual,a,b,57.44556
NewMedia21,USER_29,Spatial Reasoning,Graphical,b,b,13.06812
NewMedia12,USER_29,Inductive Reasoning,Graphical,d,d,11.89648
NewMedia1,USER_29,Critical Thinking,Textual,b,b,42.77588
NewMedia7,USER_29,Diagrammatic Reasoning,Graphical,b,b,52.930659999999996
NewMedia8,USER_29,Diagrammatic Reasoning,Graphical,c,b,43.28516
NewMedia22,USER_29,Verbal Reasoning,Textual,d,d,59.066159999999996
NewMedia5,USER_29,Deductive Reasoning,Textual,b,b,49.67505
NewMedia14,USER_29,Logical Reasoning,Graphical,a,b,47.163090000000004
NewMedia4,USER_29,Deductive Reasoning,Textual,a,a,29.36572
NewMedia19,USER_29,Spatial Reasoning,Graphical,b,b,39.17261
NewMedia17,USER_29,Mechanical Reasoning,Graphical,b,b,31.663090000000004
NewMedia9,USER_29,Diagrammatic Reasoning,Graphical,b,b,48.1748
NewMedia15,USER_29,Logical Reasoning,Graphical,c,a,47.00952
NewMedia6,USER_29,Deductive Reasoning,Textual,a,a,87.68236999999999
NewMedia16,USER_29,Mechanical Reasoning,Graphical,b,b,27.87183
NewMedia10,USER_29,Inductive Reasoning,Graphical,d,a,40.56543
NewMedia23,USER_29,Verbal Reasoning,Textual,d,d,103.23584
NewMedia24,USER_29,Verbal Reasoning,Textual,b,b,77.66748
NewMedia11,USER_29,Inductive Reasoning,Graphical,b,b,23.67847
NewMedia13,USER_29,Logical Reasoning,Graphical,d,d,35.4209
NewMedia2,USER_29,Critical Thinking,Textual,a,a,25.50757
NewMedia18,USER_29,Mechanical Reasoning,Graphical,a,b,50.8877
NewMedia12,USER_31,Inductive Reasoning,Graphical,d,d,11.71573
NewMedia16,USER_31,Mechanical Reasoning,Graphical,b,a,10.4425
NewMedia22,USER_31,Verbal Reasoning,Textual,d,d,45.43417
NewMedia17,USER_31,Mechanical Reasoning,Graphical,b,c,6.2897
NewMedia23,USER_31,Verbal Reasoning,Textual,d,d,61.5451
NewMedia19,USER_31,Spatial Reasoning,Graphical,b,b,29.15097
NewMedia1,USER_31,Critical Thinking,Textual,b,a,37.49149
NewMedia11,USER_31,Inductive Reasoning,Graphical,b,b,38.09317
NewMedia10,USER_31,Inductive Reasoning,Graphical,d,a,12.79425
NewMedia21,USER_31,Spatial Reasoning,Graphical,b,c,27.18185
NewMedia6,USER_31,Deductive Reasoning,Textual,a,a,70.10507
NewMedia4,USER_31,Deductive Reasoning,Textual,a,a,49.9632
NewMedia18,USER_31,Mechanical Reasoning,Graphical,a,a,25.6347
NewMedia20,USER_31,Spatial Reasoning,Graphical,c,c,67.66058000000001
NewMedia13,USER_31,Logical Reasoning,Graphical,d,d,40.478390000000005
NewMedia2,USER_31,Critical Thinking,Textual,a,a,30.866329999999998
NewMedia9,USER_31,Diagrammatic Reasoning,Graphical,b,a,94.30023
NewMedia5,USER_31,Deductive Reasoning,Textual,b,b,36.11157
NewMedia24,USER_31,Verbal Reasoning,Textual,b,b,64.42511
NewMedia7,USER_31,Diagrammatic Reasoning,Graphical,b,a,25.55225
NewMedia3,USER_31,Critical Thinking,Textual,a,b,30.48413
NewMedia14,USER_31,Logical Reasoning,Graphical,a,a,42.62903
NewMedia8,USER_31,Diagrammatic Reasoning,Graphical,c,c,26.043210000000002
NewMedia15,USER_31,Logical Reasoning,Graphical,c,d,48.97888
NewMedia4,USER_32,Deductive Reasoning,Textual,a,a,73.18698
NewMedia10,USER_32,Inductive Reasoning,Graphical,d,b,87.57474
NewMedia13,USER_32,Logical Reasoning,Graphical,d,d,52.83719
NewMedia15,USER_32,Logical Reasoning,Graphical,c,c,51.80554
NewMedia6,USER_32,Deductive Reasoning,Textual,a,a,120.34991000000001
NewMedia17,USER_32,Mechanical Reasoning,Graphical,b,b,45.65607
NewMedia20,USER_32,Spatial Reasoning,Graphical,c,c,59.48718
NewMedia19,USER_32,Spatial Reasoning,Graphical,b,d,45.30988
NewMedia14,USER_32,Logical Reasoning,Graphical,a,a,53.24567
NewMedia9,USER_32,Diagrammatic Reasoning,Graphical,b,b,104.8905
NewMedia21,USER_32,Spatial Reasoning,Graphical,b,b,81.68103
NewMedia11,USER_32,Inductive Reasoning,Graphical,b,b,51.698
NewMedia8,USER_32,Diagrammatic Reasoning,Graphical,c,c,129.03796
NewMedia22,USER_32,Verbal Reasoning,Textual,d,d,98.5675
NewMedia12,USER_32,Inductive Reasoning,Graphical,d,d,30.08875
NewMedia5,USER_32,Deductive Reasoning,Textual,b,b,55.90416999999999
NewMedia16,USER_32,Mechanical Reasoning,Graphical,b,b,16.759520000000002
NewMedia24,USER_32,Verbal Reasoning,Textual,b,b,122.70813000000001
NewMedia23,USER_32,Verbal Reasoning,Textual,d,d,142.76282
NewMedia1,USER_32,Critical Thinking,Textual,b,a,52.676269999999995
NewMedia3,USER_32,Critical Thinking,Textual,a,a,63.23352
NewMedia2,USER_32,Critical Thinking,Textual,a,b,77.58044
NewMedia7,USER_32,Diagrammatic Reasoning,Graphical,b,b,38.14734
NewMedia18,USER_32,Mechanical Reasoning,Graphical,a,b,75.47095
NewMedia4,USER_33,Deductive Reasoning,Textual,a,a,134.64453
NewMedia8,USER_33,Diagrammatic Reasoning,Graphical,c,b,119.92138999999999
NewMedia24,USER_33,Verbal Reasoning,Textual,b,b,75.3501
NewMedia3,USER_33,Critical Thinking,Textual,a,a,35.51538
NewMedia16,USER_33,Mechanical Reasoning,Graphical,b,b,20.99268
NewMedia9,USER_33,Diagrammatic Reasoning,Graphical,b,b,36.907959999999996
NewMedia23,USER_33,Verbal Reasoning,Textual,d,d,145.62305
NewMedia20,USER_33,Spatial Reasoning,Graphical,c,c,35.70239
NewMedia21,USER_33,Spatial Reasoning,Graphical,b,b,37.80615
NewMedia19,USER_33,Spatial Reasoning,Graphical,b,b,44.47119
NewMedia1,USER_33,Critical Thinking,Textual,b,b,48.33545
NewMedia11,USER_33,Inductive Reasoning,Graphical,b,c,133.78638
NewMedia17,USER_33,Mechanical Reasoning,Graphical,b,b,30.083009999999998
NewMedia18,USER_33,Mechanical Reasoning,Graphical,a,a,170.92261000000002
NewMedia13,USER_33,Logical Reasoning,Graphical,d,d,48.33545
NewMedia2,USER_33,Critical Thinking,Textual,a,a,17.65674
NewMedia10,USER_33,Inductive Reasoning,Graphical,d,a,90.65503000000001
NewMedia6,USER_33,Deductive Reasoning,Textual,a,a,94.06494
NewMedia14,USER_33,Logical Reasoning,Graphical,a,a,74.7124
NewMedia7,USER_33,Diagrammatic Reasoning,Graphical,b,b,193.91797
NewMedia15,USER_33,Logical Reasoning,Graphical,c,c,34.69727
NewMedia22,USER_33,Verbal Reasoning,Textual,d,d,51.16943
NewMedia12,USER_33,Inductive Reasoning,Graphical,d,d,20.9917
NewMedia5,USER_33,Deductive Reasoning,Textual,b,b,71.6792
NewMedia8,USER_34,Diagrammatic Reasoning,Graphical,c,b,46.79492
NewMedia15,USER_34,Logical Reasoning,Graphical,c,c,62.54297
NewMedia23,USER_34,Verbal Reasoning,Textual,d,d,91.90918
NewMedia22,USER_34,Verbal Reasoning,Textual,d,b,95.40576
NewMedia2,USER_34,Critical Thinking,Textual,a,a,28.0127
NewMedia10,USER_34,Inductive Reasoning,Graphical,d,b,51.71875
NewMedia24,USER_34,Verbal Reasoning,Textual,b,b,53.86963000000001
NewMedia6,USER_34,Deductive Reasoning,Textual,a,a,82.20752
NewMedia20,USER_34,Spatial Reasoning,Graphical,c,c,32.62793
NewMedia11,USER_34,Inductive Reasoning,Graphical,b,b,31.91797
NewMedia9,USER_34,Diagrammatic Reasoning,Graphical,b,b,42.876459999999994
NewMedia3,USER_34,Critical Thinking,Textual,a,a,21.27393
NewMedia4,USER_34,Deductive Reasoning,Textual,a,a,50.0166
NewMedia1,USER_34,Critical Thinking,Textual,b,a,42.43506
NewMedia17,USER_34,Mechanical Reasoning,Graphical,b,b,30.83936
NewMedia13,USER_34,Logical Reasoning,Graphical,d,d,27.953129999999998
NewMedia7,USER_34,Diagrammatic Reasoning,Graphical,b,b,33.8335
NewMedia19,USER_34,Spatial Reasoning,Graphical,b,b,22.057129999999997
NewMedia5,USER_34,Deductive Reasoning,Textual,b,b,41.12793
NewMedia21,USER_34,Spatial Reasoning,Graphical,b,b,51.256840000000004
NewMedia12,USER_34,Inductive Reasoning,Graphical,d,d,15.78711
NewMedia18,USER_34,Mechanical Reasoning,Graphical,a,a,23.16309
NewMedia16,USER_34,Mechanical Reasoning,Graphical,b,b,11.56152
NewMedia14,USER_34,Logical Reasoning,Graphical,a,a,36.39258
NewMedia5,USER_35,Deductive Reasoning,Textual,b,b,61.571619999999996
NewMedia11,USER_35,Inductive Reasoning,Graphical,b,c,44.63165
NewMedia17,USER_35,Mechanical Reasoning,Graphical,b,b,36.171690000000005
NewMedia20,USER_35,Spatial Reasoning,Graphical,c,c,42.80365
NewMedia7,USER_35,Diagrammatic Reasoning,Graphical,b,a,54.16998
NewMedia19,USER_35,Spatial Reasoning,Graphical,b,a,14.234070000000001
NewMedia12,USER_35,Inductive Reasoning,Graphical,d,d,18.38715
NewMedia16,USER_35,Mechanical Reasoning,Graphical,b,b,34.10889
NewMedia21,USER_35,Spatial Reasoning,Graphical,b,a,73.62915
NewMedia13,USER_35,Logical Reasoning,Graphical,d,d,61.60547
NewMedia9,USER_35,Diagrammatic Reasoning,Graphical,b,b,67.41272
NewMedia14,USER_35,Logical Reasoning,Graphical,a,b,36.43262
NewMedia6,USER_35,Deductive Reasoning,Textual,a,b,116.49181999999999
NewMedia8,USER_35,Diagrammatic Reasoning,Graphical,c,d,30.417240000000003
NewMedia23,USER_35,Verbal Reasoning,Textual,d,c,110.93213
NewMedia4,USER_35,Deductive Reasoning,Textual,a,b,33.16406
NewMedia15,USER_35,Logical Reasoning,Graphical,c,a,21.88354
NewMedia3,USER_35,Critical Thinking,Textual,a,b,35.394529999999996
NewMedia2,USER_35,Critical Thinking,Textual,a,b,44.43054
NewMedia10,USER_35,Inductive Reasoning,Graphical,d,a,11.541260000000001
NewMedia18,USER_35,Mechanical Reasoning,Graphical,a,b,32.38062
NewMedia22,USER_35,Verbal Reasoning,Textual,d,a,78.87329
NewMedia1,USER_35,Critical Thinking,Textual,b,b,61.93311
NewMedia24,USER_35,Verbal Reasoning,Textual,b,b,103.45679
NewMedia23,USER_36,Verbal Reasoning,Textual,d,d,51.46436
NewMedia22,USER_36,Verbal Reasoning,Textual,d,a,82.99316
NewMedia20,USER_36,Spatial Reasoning,Graphical,c,c,22.55347
NewMedia15,USER_36,Logical Reasoning,Graphical,c,c,38.02026
NewMedia17,USER_36,Mechanical Reasoning,Graphical,b,b,34.25586
NewMedia21,USER_36,Spatial Reasoning,Graphical,b,b,36.90161
NewMedia13,USER_36,Logical Reasoning,Graphical,d,d,31.24121
NewMedia2,USER_36,Critical Thinking,Textual,a,a,76.71729
NewMedia10,USER_36,Inductive Reasoning,Graphical,d,a,97.99121
NewMedia4,USER_36,Deductive Reasoning,Textual,a,a,175.53833
NewMedia19,USER_36,Spatial Reasoning,Graphical,b,b,59.06641
NewMedia11,USER_36,Inductive Reasoning,Graphical,b,b,46.73486
NewMedia8,USER_36,Diagrammatic Reasoning,Graphical,c,b,129.16724
NewMedia14,USER_36,Logical Reasoning,Graphical,a,a,57.33765
NewMedia16,USER_36,Mechanical Reasoning,Graphical,b,b,26.51196
NewMedia3,USER_36,Critical Thinking,Textual,a,a,71.97461
NewMedia9,USER_36,Diagrammatic Reasoning,Graphical,b,b,181.40625
NewMedia7,USER_36,Diagrammatic Reasoning,Graphical,b,a,94.01221
NewMedia6,USER_36,Deductive Reasoning,Textual,a,a,97.11279
NewMedia24,USER_36,Verbal Reasoning,Textual,b,b,75.87988
NewMedia12,USER_36,Inductive Reasoning,Graphical,d,d,48.79834
NewMedia18,USER_36,Mechanical Reasoning,Graphical,a,a,61.17578
NewMedia1,USER_36,Critical Thinking,Textual,b,a,52.977540000000005
NewMedia5,USER_36,Deductive Reasoning,Textual,b,b,110.88525
NewMedia6,USER_37,Deductive Reasoning,Textual,a,a,73.4209
NewMedia7,USER_37,Diagrammatic Reasoning,Graphical,b,b,173.28076000000001
NewMedia4,USER_37,Deductive Reasoning,Textual,a,a,70.20557
NewMedia16,USER_37,Mechanical Reasoning,Graphical,b,b,31.094240000000003
NewMedia2,USER_37,Critical Thinking,Textual,a,a,44.53125
NewMedia22,USER_37,Verbal Reasoning,Textual,d,d,65.48975
NewMedia18,USER_37,Mechanical Reasoning,Graphical,a,a,29.50635
NewMedia23,USER_37,Verbal Reasoning,Textual,d,d,207.02686
NewMedia21,USER_37,Spatial Reasoning,Graphical,b,c,47.67285
NewMedia14,USER_37,Logical Reasoning,Graphical,a,d,162.1084
NewMedia15,USER_37,Logical Reasoning,Graphical,c,a,25.33301
NewMedia9,USER_37,Diagrammatic Reasoning,Graphical,b,b,76.19385
NewMedia12,USER_37,Inductive Reasoning,Graphical,d,d,39.54053
NewMedia20,USER_37,Spatial Reasoning,Graphical,c,d,103.57715
NewMedia13,USER_37,Logical Reasoning,Graphical,d,d,32.39307
NewMedia3,USER_37,Critical Thinking,Textual,a,a,60.573730000000005
NewMedia11,USER_37,Inductive Reasoning,Graphical,b,a,45.12598
NewMedia17,USER_37,Mechanical Reasoning,Graphical,b,b,50.9751
