ID,MEDIA_NAME,USER_1,USER_2,USER_3,USER_4,USER_5,USER_6,USER_7,USER_8,USER_9,USER_10,USER_11,USER_12,USER_13,USER_14,USER_15,USER_16,USER_17,USER_18,USER_19,USER_20,USER_21,USER_22,USER_23,USER_24,USER_27,USER_28,USER_29,USER_31,USER_32,USER_33,USER_34,USER_35,USER_36,USER_37,USER_38,USER_39,USER_40,USER_41,USER_42,USER_43,USER_44,USER_45,USER_46,USER_47,USER_48,USER_49,USER_50,USER_51
15,NewMedia15,29.50592,16.41144,36.76746,54.28418,29.86877,29.48022,24.77063,50.43945,30.80627,43.92114,40.4314,43.78711,58.10931,95.17816,57.10352,68.40411,32.35376,59.5625,26.42554,41.71045,49.1123,26.7533,66.63574,20.58447,40.88086,24.41577,47.00952,48.97888,51.80554,34.69727,62.54297,21.88354,38.02026,25.33301,47.6593,44.24316,30.92761,80.08643,28.03271,44.85266,35.72876,36.47253,59.15381,18.17957,47.85352,46.25867,100.20044,41.67725
16,NewMedia16,7.24011,10.0874,14.77008,25.25342,24.53624,15.11768,16.12976,18.02539,19.80719,24.08105,30.12201,13.93262,21.80298,34.84476,11.57465,14.79004,20.48352,18.96997,10.89819,35.80225,13.51025,10.74408,28.34082,10.81738,15.74805,5.96191,27.87183,10.4425,16.75952,20.99268,11.56152,34.10889,26.51196,31.09424,14.61572,17.23535,37.47864,27.35596,36.53271,7.8042,25.25879,32.34644,31.79077,12.72687,19.39795,21.15314,16.83301,18.01855
17,NewMedia17,19.82727,18.20599,30.72583,20.0083,30.05591,10.04126,14.20801,41.04565,24.19043,50.7074,30.18341,12.84106,32.66162,25.74841,14.10022,23.20386,22.93542,45.9176,16.24353,28.09326,23.8667,20.84515,20.97974,11.04541,30.87207,8.30579,31.66309,6.2897,45.65607,30.08301,30.83936,36.17169,34.25586,50.9751,47.4917,14.93066,50.21143,26.55933,36.52002,18.41382,17.5498,51.79248,30.33008,22.73358,23.19678,25.94269,60.36469,10.99854
18,NewMedia18,37.87256,38.06763,73.54883,16.26367,59.31483,19.03003,30.83246,56.74878,12.61311,68.06152,43.48657,21.11353,71.03687,69.12085,28.9837,72.78491,165.00232,53.83484,21.49524,94.8689,12.38574,26.14368,49.32031,38.5957,89.39063,33.2041,50.8877,25.6347,75.47095,170.92261,23.16309,32.38062,61.17578,29.50635,44.36353,22.92847,64.35181,60.50684,66.83008,24.17407,58.63135,97.63672,160.62842,29.69397,80.81641,110.4494,33.02304,52.10669
19,NewMedia19,60.01807,41.58423,48.09473,40.27075,30.08289,55.34912,54.58618,81.72729,30.53806,89.6853,29.16492,42.54175,70.24597,240.68762,36.1449,42.84924,66.9191,56.01196,17.85162,128.96338,29.27197,30.82074,44.55054,66.62891,136.07813,81.81396,39.17261,29.15097,45.30988,44.47119,22.05713,14.23407,59.06641,130.43115,40.0636,27.90527,92.31091,32.80859,134.66406,34.05493,34.20215,80.33459,158.25708,25.10565,47.70605,33.69971,88.74707,27.94556
20,NewMedia20,40.02332,24.75739,43.80127,36.19824,80.41475,51.73877,26.10339,149.62305,118.12003,35.52832,46.89514,33.38501,85.62598,31.20789,25.64108,70.73511,36.66058,30.61194,19.21112,99.10938,73.58887,29.58704,50.11035,23.18945,48.25,30.57159,22.30566,67.66058,59.48718,35.70239,32.62793,42.80365,22.55347,103.57715,93.34247,25.06494,62.6709,56.41333,77.21289,51.57739,43.60693,40.84729,71.17798,55.0611,28.40088,33.25073,97.55457,34.28223
21,NewMedia21,44.0686,33.51904,22.09131,17.97168,84.25256,43.74097,28.12683,59.88403,48.604,33.78003,53.94214,21.55176,54.08945,38.69006,9.56573,51.81836,38.82379,94.20013,20.323,96.5188,25.50732,11.61511,117.95874,18.32031,140.05664,24.33533,13.06812,27.18185,81.68103,37.80615,51.25684,73.62915,36.90161,47.67285,23.68506,28.63574,104.11328,106.90649,40.00977,44.77222,23.58545,57.11694,169.33667,13.95276,62.3623,19.36499,40.71924,25.83569
22,NewMedia22,120.16248,40.34473,103.06897,107.10742,71.11047,75.46387,66.92419,105.56079,88.1983,78.06348,69.20178,119.48682,179.02893,119.57388,58.34277,145.94522,63.2196,67.86145,52.75012,95.9541,53.16504,187.01901,159.44189,103.71143,202.23828,83.91077,59.06616,45.43417,98.5675,51.16943,95.40576,78.87329,82.99316,65.48975,151.71875,47.99414,64.73206,79.98523,60.57324,134.32324,159.74414,69.98547,86.76477,61.71069,77.78174,64.71277,113.31665,125.17871
23,NewMedia23,87.61511,86.79199,99.20416,56.14648,87.20605,90.18066,135.1283,152.8374,162.23645,157.71411,154.34509,77.94897,141.01526,97.08685,66.61578,153.52124,39.54736,140.33871,92.43787,167.47998,92.73193,25.07214,84.55371,109.99463,202.31934,104.87061,103.23584,61.5451,142.76282,145.62305,91.90918,110.93213,51.46436,207.02686,136.75452,91.92236,136.5874,124.20898,83.27393,111.81653,151.21704,111.34119,101.43457,37.90588,160.83545,102.7261,120.10815,49.32666
24,NewMedia24,74.63428,94.72266,89.87988,68.25586,135.25488,78.61255,66.81677,72.41699,72.68457,57.02563,88.2583,81.81226,87.22681,145.85797,45.69598,82.6853,78.49817,102.95447,80.21326,155.43555,84.68799,63.13214,121.86414,57.24512,38.67676,59.3009,77.66748,64.42511,122.70813,75.3501,53.86963,103.45679,75.87988,117.11475,95.77405,95.02393,75.53101,86.35583,76.80371,78.78052,99.95459,110.57715,72.11475,69.12146,99.63867,61.62524,111.72241,71.69214
