obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
205, 208.9, 9239, 9378, 2759, 3553, 1526, 646, 1626, 627, 30, 63, NA, 29354,  X
206, 209.9, 194631, 114632, 16888, 4915, 3796, 14967, 2995, 2158, 37, 50, NA, 354982,  X
207, 210.9, 19454, 17680, 5293, 1714, 1379, 1506, 1485, 384, 30, 44, NA, 48895,  X
208, 212.0, 4189, 7950, 2524, 1134, 2820, 888, 462, 329, 24, 41, NA, 20296,  X
209, 212.9, 20818, 5361, 1112, 4547, 992, 2494, 1295, 495, 40, 43, NA, 37114,  X
210, 213.9, 102326, 9745, 1859, 4441, 4863, 2537, 690, 1430, 43, 53, NA, 127891,  X
211, 215.9, 168586, 57119, 9852, 16717, 21717, 19773, 5591, 1671, 54, 50, NA, 301026,  X
212, 216.9, 25762, 5397, 3541, 1415, 3698, 5210, 4118, 2104, 74, 51, NA, 51245,  X
213, 217.9, 42274, 15141, 20648, 7691, 27486, 9742, 14761, 1774, 74, 50, NA, 139517,  X
214, 219.0, 11483, 13370, 5226, 1896, 2226, 2155, 1037, 369, 69, 50, NA, 37762,  X
215, 219.9, 5117, 5361, 9006, 2888, 2594, 3947, 862, 289, 69, 66, NA, 30064,  X
216, 220.9, 4220, 6528, 1515, 2057, 2294, 2583, 809, 830, 64, 63, NA, 20836,  X
217, 221.9, 2779, 2331, 3848, 761, 1970, 3029, 2001, 719, 69, 64, NA, 17438,  X
218, 222.9, 4632, 5706, 767, 1281, 866, 950, 740, 301, 69, 63, NA, 15243,  X
219, 223.9, 3064, 4671, 2340, 6680, 1189, 780, 776, 510, 57, 66, NA, 20010,  X
220, 224.9, 11286, 2045, 658, 3337, 3819, 1049, 1212, 399, 54, 74, NA, 23805,  X
221, 226.0, 6646, 4941, 3542, 1017, 2302, 875, 2413, 1458, 41, 70, NA, 23194,  X
222, 226.9, 3861, 6837, 2608, 590, 1680, 1948, 1440, 1104, 47, 70, NA, 20068,  X
223, 227.9, 10403, 11885, 181, 584, 865, 1405, 1409, 1935, 53, 37, NA, 28667,  X
224, 228.9, 3248, 4698, 3810, 1517, 2331, 2096, 1668, 656, 53, 37, NA, 20024,  X
225, 229.9, 19243, 3588, 747, 2741, 1310, 1153, 879, 207, 60, 37, NA, 29868,  X
226, 230.9, 6668, 12675, 6888, 3867, 2000, 2693, 775, 599, 54, 44, NA, 36165,  X
227, 231.9, 921, 5338, 3472, 895, 1090, 2045, 1628, 550, 61, 69, NA, 15939,  X
228, 232.9, 27994, 46082, 4263, 1874, 1754, 1065, 1092, 759, 40, 51, NA, 84883,  X
229, 233.9, 9746, 4797, 3156, 3190, 1841, 1528, 2126, 933, 38, 54, NA, 27317,  X
230, 234.9, 2345, 4987, 5232, 5270, 2771, 1691, 1799, 433, 37, 61, NA, 24528,  X
231, 235.9, 36831, 4891, 1728, 705, 690, 653, 243, 107, 27, 57, NA, 45848,  X
232, 236.9, 3543, 1379, 2377, 1920, 1634, 1055, 1283, 431, 48, 83, NA, 13622,  X
233, 237.9, 24387, 9603, 1261, 4577, 2675, 1951, 729, 780, 48, 77, NA, 45963,  X
234, 238.9, 125510, 112654, 20172, 15303, 7992, 6499, 6265, 2770, 40, 61, NA, 297165,  X
235, 239.9, 150540, 29347, 5075, 1900, 4878, 7082, 1066, 447, 47, 51, NA, 200335,  X
236, 240.9, 1065334, 43052, 4604, 17559, 9618, 5396, 1231, 644, 38, 40, NA, 1147438,  X
237, 241.9, 8719, 4000, 2327, 1417, 1570, 3581, 518, 874, 48, 40, NA, 23006,  X
238, 242.9, 545174, 33468, 22298, 12324, 5562, 6296, 1673, 1887, 56, 50, NA, 628682,  X
239, 244.0, 11432, 8704, 747, 1750, 1278, 1535, 1193, 807, 53, 53, NA, 27446,  X
240, 244.9, 113949, 37420, 6900, 6605, 3126, 1678, 1118, 691, 44, 51, NA, 171487,  X
241, 245.9, 9363, 2958, 557, 353, 605, 1502, 1460, 1000, 43, 43, NA, 17798,  X
242, 246.9, 11100, 18522, 4255, 7040, 1586, 2992, 1413, 1329, 44, 40, NA, 48237,  X
243, 247.9, 463791, 125343, 27779, 4169, 16633, 16138, 9208, 906, 43, 40, NA, 663967,  X
244, 248.9, 195707, 42490, 3319, 4094, 9522, 2023, 2230, 1656, 43, 29, NA, 261041,  X
245, 249.9, 5493, 2071, 3437, 5957, 1080, 1198, 652, 746, 34, 56, NA, 20634,  X
246, 250.9, 40596, 34923, 3406, 9750, 2950, 2872, 1375, 750, 29, 51, NA, 96622,  X
247, 251.9, 63616, 41738, 11153, 2673, 6354, 2577, 1624, 419, 21, 54, NA, 130154,  X
248, 252.9, 22712, 12784, 4353, 2312, 1851, 1051, 604, 450, 24, 66, NA, 46117,  X
249, 253.9, 294662, 23280, 6045, 6165, 9571, 1598, 2237, 1230, 17, 44, NA, 344788,  X
250, 254.9, 83995, 8207, 695, 835, 314, 254, 71, 65, 10, 38, NA, 94436,  X
251, 255.9, 343861, 11262, 830, 2004, 690, 1232, 665, 278, 14, 37, NA, 360822,  X
252, 256.9, 389132, 37784, 2190, 9075, 6694, 5279, 7764, 2256, 21, 29, NA, 460174,  X
253, 257.9, 667051, 122484, 12129, 12570, 7436, 5124, 10536, 2389, 20, 23, NA, 839719,  X
254, 258.9, 415913, 42571, 4653, 1670, 2841, 1082, 984, 1359, 20, 21, NA, 471073,  X
255, 259.9, 2923856, 125002, 61013, 28697, 86309, 28446, 23149, 2718, 23, 26, NA, 3279190,  X
256, 260.9, 1783115, 355982, 121810, 42302, 29811, 32424, 20092, 16401, 16, 34, NA, 2401937,  X
