time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,RPD,LPD
35.9,USER_39,NewMedia22,65489,7079,1718,2909,3858,3557,1716,17116,103442,0.4902448322147651,0.1868971140939597,20.866090268456375,22.374599597315438
36.9,USER_39,NewMedia22,1792763,40108,55449,8687,20432,17705,1982,201084,2138210,0.19270926174496644,0.19834456375838924,21.32193583892618,21.717611946308725
37.9,USER_39,NewMedia22,554221,32046,14127,8588,15113,9013,7917,30968,671993,0.49131716216216215,0.18079608108108108,21.528047702702704,22.155328378378375
39.0,USER_39,NewMedia22,8768,1277,4656,2406,4582,4474,767,2914,29844,0.7304322818791946,0.19812993288590608,20.510359463087248,22.59805006711409
39.9,USER_39,NewMedia22,99342,1225,2769,2270,4209,5485,1296,6725,123321,0.4388649333333333,0.26479273333333336,20.4438374,21.99845086666667
41.0,USER_39,NewMedia22,29208,3579,6064,3128,7253,1154,1609,1367,53362,0.2663633108108108,0.24085317567567568,20.995487364864864,21.541533513513514
41.9,USER_39,NewMedia22,3648,2593,10260,8301,7366,2193,1211,23656,59228,0.5946237162162162,0.25345074324324324,20.34523418918919,21.481037364864864
42.9,USER_39,NewMedia22,12319,3653,4115,5435,6321,3461,1360,14287,50951,0.6816426,0.27952246666666664,19.689561733333335,21.595712799999998
43.9,USER_39,NewMedia22,18071,4951,11803,1823,3992,7663,1090,17417,66810,0.1977846979865772,0.30691409395973157,20.50112530201342,21.144285167785235
45.0,USER_39,NewMedia22,86638,10172,3483,1389,7189,4758,795,20187,134611,0.5475797260273972,0.2976317123287671,21.277899041095893,21.84136239726027
45.9,USER_39,NewMedia22,3108,4166,6467,3536,4426,1429,1433,17027,41592,0.46379780000000004,0.35477519999999996,21.182624866666664,22.119071466666664
46.9,USER_39,NewMedia22,3421,2880,7683,2405,3424,1613,755,5605,27786,0.3716738255033557,0.363651610738255,20.74560577181208,21.858948791946307
48.0,USER_39,NewMedia22,7486,5230,1153,2334,4704,1311,2001,10518,34737,0.2425224832214765,0.3509694630872483,21.29831053691275,21.80218718120805
48.9,USER_39,NewMedia22,10067,1247,1874,3643,6020,2765,607,3143,29366,0.5217697297297298,0.33826006756756755,21.00730993243243,21.534153986486487
49.9,USER_39,NewMedia22,5245,2262,7090,4894,6386,2121,1185,12025,41208,0.7141957432432432,0.3762348648648649,21.10329641891892,21.84106304054054
50.9,USER_39,NewMedia22,3206,3266,4346,2858,7949,1547,1536,3333,28041,0.16097241610738255,0.41282026845637587,20.86985395973154,21.24792208053691
52.0,USER_39,NewMedia22,14532,7100,4209,1297,7640,1706,1301,8583,46368,0.41677664429530203,0.36891550335570467,20.161296912751677,20.610692348993293
52.9,USER_39,NewMedia22,5622,6764,11825,3046,4594,1275,931,9040,43097,0.7120676666666667,0.4169968,19.870111066666666,21.059426799999997
54.0,USER_39,NewMedia22,103093,4444,4206,1757,4059,1467,1359,10461,130846,0.30433147651006714,0.4475273154362417,20.328948657718122,20.863348859060405
55.0,USER_39,NewMedia22,24472,3745,512,813,5609,2591,1010,5396,44148,0.4157753691275167,0.43733093959731556,19.562317852348997,20.21896053691275
55.9,USER_39,NewMedia22,19393,3524,3844,3873,6823,2281,975,4361,45074,0.6254340268456375,0.47995255033557044,19.90772409395973,20.633614026845635
56.9,USER_39,NewMedia22,26797,4352,2981,2850,2465,2281,2557,25220,69503,0.15350686666666666,0.5326819333333332,20.4345598,20.8783916
57.9,USER_39,NewMedia22,13686,2305,2828,4261,2161,1920,338,7051,34550,0.34588966442953023,0.5036271140939598,19.983109463087246,20.604474966442954
59.0,USER_39,NewMedia22,87973,2049,900,1212,3208,2400,1029,8614,107385,0.5980437583892617,0.49878456375838925,20.11469046979866,21.38102523489933
59.9,USER_39,NewMedia22,2566,3065,191,2681,3041,1798,668,10187,24197,0.5519048,0.5294397999999999,20.217883733333334,21.485514066666664
60.9,USER_39,NewMedia22,1047,8092,1840,5233,6905,3213,1526,7653,35509,0.2835187919463087,0.5608597986577181,20.038288859060405,20.664171140939597
61.9,USER_39,NewMedia22,31325,4258,7791,2333,4362,1690,587,26923,79269,0.6960342567567568,0.5643491891891892,20.589885000000002,21.5658327027027
62.9,USER_39,NewMedia22,12275,2006,10042,4057,3216,2551,673,11562,46382,0.16724295302013426,0.6444657046979865,21.284806510067114,21.633999060402687
63.9,USER_39,NewMedia22,9119,401,4196,3612,2826,3481,1916,11992,37543,0.45715540540540545,0.7286433783783783,21.880174189189187,23.256563243243246
64.9,USER_39,NewMedia22,26471,1969,6869,6229,3191,1586,841,16943,64099,0.7358818791946309,0.7926163758389262,22.624661543624164,23.9522122147651
66.0,USER_39,NewMedia22,8329,5144,4237,965,2287,1677,2005,15652,40296,0.5310822147651006,0.8901395302013424,24.155251409395973,24.928111879194635
66.9,USER_39,NewMedia22,5745,7568,10277,1136,3800,2565,2004,9918,43013,0.30971268456375833,0.6851493959731545,23.290370201342284,23.228777449664435
67.9,USER_39,NewMedia22,95759,3078,1507,2414,6139,3689,1415,14087,128088,0.4112478523489933,0.5729626174496645,22.227986442953018,22.391281610738254
68.9,USER_39,NewMedia22,15503,10329,6632,3648,2668,3028,649,12056,54513,0.19155195945945946,0.6175304729729729,22.645824662162163,22.522691689189188
70.0,USER_39,NewMedia22,12123,1545,14014,1155,4015,2717,1314,5170,42053,0.25447724832214763,0.8060898657718121,23.01214718120805,22.189249127516778
71.0,USER_39,NewMedia22,231050,7843,2775,2833,3691,1140,1418,18398,269148,0.569594,0.866826266666667,23.0924612,23.951567466666667
71.9,USER_39,NewMedia22,16443,20566,2139,5053,7530,1920,830,11325,65806,0.5652207482993198,0.7465314965986394,20.59504789115646,21.767418367346934
72.9,USER_39,NewMedia5,8987,16352,3408,4507,4658,1931,1490,4057,45390,0.44592734006734003,0.5912840404040405,25.731163232323233,25.8284996969697
73.9,USER_39,NewMedia5,38646,8441,275,2177,4168,870,1155,9299,65031,0.29362322147651004,0.1118318120805369,23.40123959731544,23.601096778523488
74.9,USER_39,NewMedia5,285251,31627,2747,12278,10879,8949,3826,88924,444481,0.5221132432432433,0.12439243243243243,22.66077351351351,22.48005405405405
75.9,USER_39,NewMedia5,190074,678,2164,755,1160,782,259,3052,198924,0.32874926666666665,0.1655157333333333,22.4365938,22.227350266666665
77.0,USER_39,NewMedia5,125162,5752,413,3975,5597,4036,815,13732,159482,0.4029087248322148,0.2119840939597315,21.56567758389262,21.74545624161074
77.9,USER_39,NewMedia5,8253,17847,2882,2912,5017,2483,1217,11152,51763,0.4049295973154362,0.22733355704697994,21.23885134228188,21.685854630872488
78.9,USER_39,NewMedia5,83213,22675,5690,24226,22142,37420,9118,42198,246682,0.36532081081081086,0.16637047297297297,21.29274716216216,21.462979459459458
80.0,USER_39,NewMedia5,562340,13351,13025,19800,14882,13402,5015,46151,687966,0.3727928859060403,0.12514570469798658,20.49805825503356,20.18143986577181
80.9,USER_39,NewMedia5,34996,3755,1902,288,1879,960,285,22687,66752,0.40162550335570474,0.16284342281879194,21.177096979865773,21.852289597315433
81.9,USER_39,NewMedia5,599380,32396,47174,30971,17758,13338,4803,253508,999328,0.4312569798657719,0.18812020134228188,21.331020469798656,21.751103489932888
82.9,USER_39,NewMedia5,335299,13584,56934,4192,18565,10057,8017,83010,529658,0.4439957718120805,0.21048355704697985,21.113762953020135,21.31893422818792
84.0,USER_39,NewMedia5,9118,412,2939,1471,4206,2768,1183,9082,31179,0.42528127516778524,0.22934221476510067,21.11017134228188,21.063591476510066
84.9,USER_39,NewMedia5,5868,1872,7452,3156,3694,783,684,5502,29011,0.3656926174496644,0.28968570469798655,20.7096077852349,21.180370201342278
86.0,USER_39,NewMedia5,83334,6015,6979,1993,5222,1035,1048,10736,116362,0.5692639189189189,0.476602027027027,19.61960081081081,20.494709324324326
87.0,USER_39,NewMedia5,135207,5447,4017,3457,3824,925,380,17364,170621,0.5354977852348994,0.6918697315436242,19.604767315436245,20.827252147651006
88.0,USER_39,NewMedia5,109177,9706,6807,4840,6501,1717,797,13143,152688,0.5832261744966443,0.39798328859060406,21.573668187919463,21.911353154362416
88.9,USER_39,NewMedia5,153030,13175,15175,10592,7614,1242,1320,78687,280835,0.313216644295302,0.3193751677852349,21.014847718120805,21.443861677852347
89.9,USER_39,NewMedia5,45588,8481,6632,2287,4520,3795,2714,9283,83300,0.5287972666666667,0.3544774,21.08629086666667,21.233142066666666
91.0,USER_39,NewMedia5,242261,23113,6842,17779,15847,9763,7389,127161,450155,0.40206355704697977,0.38780020134228194,20.728148859060404,20.910768389261744
91.9,USER_39,NewMedia5,256567,8058,1530,1446,3655,2750,2579,14323,290908,0.35306054421768707,0.219418231292517,20.962318707482996,21.569038027210883
92.9,USER_39,NewMedia5,471448,10530,6392,31381,15328,9384,3037,54287,601787,0.30135873333333335,0.3277165333333333,20.161480400000002,20.5505756
93.9,USER_39,NewMedia5,8141,1471,7868,1976,4558,3819,1559,10925,40317,0.44301033557046976,0.49660308724832214,19.87777476510067,20.22362751677852
95.0,USER_39,NewMedia5,5855,8652,5682,3534,3307,1920,2667,20790,52407,0.3588803355704698,0.5159389261744967,20.391703154362414,20.817085838926175
95.9,USER_39,NewMedia5,48803,4916,7840,3364,4378,2101,527,20719,92648,0.4355821232876713,0.44916171232876717,18.878454589041095,19.658169863013697
96.9,USER_39,NewMedia5,35021,6365,6305,6143,2701,2381,499,6532,65947,0.43985193333333333,0.41594600000000004,20.383394000000003,20.959058133333333
97.9,USER_39,NewMedia5,3911,35574,3453,3109,2435,886,1076,2313,52757,0.46604845637583886,0.339725033557047,21.158511610738255,21.25799026845638
98.9,USER_39,NewMedia5,24951,2133,6744,2830,5984,2735,623,4057,50057,0.35290718120805364,0.15431140939597315,21.805695369127516,22.13130630872483
99.9,USER_39,NewMedia5,8114,3347,5696,1777,1805,647,1456,12472,35314,0.5260057333333333,0.10984293333333331,21.50899653333333,22.041237333333335
100.9,USER_39,NewMedia5,133614,5270,2810,5621,4478,1758,363,16222,170136,0.38257335570469797,0.1363163758389262,22.02164234899329,22.063946644295303
102.0,USER_39,NewMedia5,9014,8625,5784,2022,5001,1303,1113,12601,45463,0.2556179865771812,0.169521677852349,20.65946167785235,20.27758469798658
103.0,USER_39,NewMedia5,61297,15195,5488,2406,3193,893,1908,9008,99388,0.4336803355704698,0.16407040268456374,20.955848859060403,21.59966677852349
103.9,USER_39,NewMedia5,122213,7354,3382,4782,4625,959,249,11461,155025,0.3171851700680272,0.17549836734693877,21.199283061224488,21.70943224489796
104.9,USER_39,NewMedia5,15898,29745,12402,13425,2534,3082,652,36200,113938,0.39718202702702704,0.17994479729729732,21.669965270270268,22.03544168918919
105.9,USER_39,NewMedia5,1849417,10778,16617,20172,13420,13847,4644,172881,2101776,0.4301277852348993,0.16775241610738256,21.116461409395974,21.173435100671142
106.9,USER_39,NewMedia5,16290,14913,15375,3258,2847,3719,648,8948,65998,0.32850086666666667,0.1837596666666667,22.219495066666664,22.191739866666666
107.9,USER_39,NewMedia5,30159,5802,20750,5265,4403,1753,1151,19608,88891,0.3389173825503356,0.19676389261744964,22.320639664429528,22.37815617449664
109.0,USER_39,NewMedia5,169022,1138,7478,837,5182,1497,973,15449,201576,0.4253788590604027,0.1723151677852349,21.681243624161073,20.33982765100671
109.9,USER_39,NewMedia5,11078,11526,4168,4713,4298,1628,1306,11111,49828,0.2979988275862069,0.20181724137931034,20.978063103448275,21.151544482758617
110.9,USER_39,NewMedia5,62843,3237,1177,1096,905,533,239,11147,81177,0.45779620000000004,0.23081013333333336,21.147103266666665,21.433069533333335
111.9,USER_39,NewMedia5,138937,3746,3659,4560,5286,14109,3150,98324,271771,0.4033065100671141,0.22899657718120808,21.519133959731544,21.52516791946309
113.0,USER_39,NewMedia5,18765,9720,2763,1766,5431,5974,920,27739,73078,0.3996093288590604,0.3073565100671141,20.84383147651007,21.17712154362416
113.9,USER_39,NewMedia5,22652,9906,1955,5746,2172,4072,1076,8135,55714,0.5716445333333333,0.3053646,20.64707973333333,20.9189354
114.9,USER_39,NewMedia5,278149,25278,3768,2312,4285,8893,1178,68208,392071,0.4221665100671141,0.4202744295302014,19.923392550335574,20.160340201342283
115.9,USER_39,NewMedia5,284809,17034,7451,12805,13936,5525,4077,28378,374015,0.3869388513513513,0.43221817567567566,20.26984722972973,20.038081756756757
116.9,USER_39,NewMedia5,1030744,59229,22903,22146,30259,10500,29516,536793,1742090,0.3885003355704698,0.43554429530201344,20.288777181208054,20.631156040268454
117.9,USER_39,NewMedia5,115106,8691,11425,4691,3514,2836,1220,11805,159288,0.3767325333333333,0.43436706666666663,20.61390586666667,20.94552313333333
119.0,USER_39,NewMedia5,55035,10373,5991,5602,12247,2366,1255,32962,125831,0.34277489795918364,0.2678715646258504,21.809640952380956,22.067114761904758
120.0,USER_39,NewMedia5,11569,12388,4861,4717,4767,1786,941,17284,58313,0.47369060810810815,0.355207027027027,21.568598108108105,21.637175743243244
120.9,USER_39,NewMedia5,37024,3080,4358,3567,2508,1624,929,20531,73621,0.3964031333333334,0.6014582666666667,21.379651866666666,22.152150600000002
121.9,USER_39,NewMedia5,4885,9245,14861,2829,3757,1435,730,29008,66750,0.49603751677852354,0.684278389261745,21.80610375838926,23.03288456375839
122.9,USER_39,NewMedia5,48933,776,662,473,640,289,556,3239,55568,0.4345847297297297,0.7561363513513513,22.963776013513513,23.628405878378377
123.9,USER_39,NewMedia5,65940,8467,3471,3685,3325,1468,672,26861,113889,0.5877546621621622,0.7192831081081081,22.019801283783785,23.451867770270272
124.9,USER_39,NewMedia5,5882,3731,5579,4489,3671,1194,541,8579,33666,0.5343792617449665,0.6856926845637584,21.697328389261745,22.45451161073825
125.9,USER_39,NewMedia5,36044,3490,4173,4822,7734,1475,511,7287,65536,0.24057707482993196,0.524791156462585,21.74378299319728,21.827349863945578
127.0,USER_39,NewMedia5,474611,15038,28629,28006,9087,5436,4603,51340,616750,0.3410206756756756,0.2506812837837838,21.93246162162162,22.03913202702703
127.9,USER_39,NewMedia5,110151,4643,9667,6051,3187,1351,529,7447,143026,0.3580142,0.3480908,21.576814266666666,21.771031266666668
128.9,USER_39,NewMedia5,57664,21974,750,2065,1782,2372,343,34788,121738,0.32961577181208046,0.585791677852349,21.351970939597315,21.792990469798657
129.9,USER_39,NewMedia5,8776,4591,7302,1890,4809,1441,1623,8406,38838,0.429363422818792,0.8084983892617449,22.84485073825503,23.407555167785237
131.0,USER_39,NewMedia5,89687,4562,6356,2113,2903,1391,1035,22962,131009,0.31595819999999997,0.4920419333333333,23.197125333333332,23.39056946666667
131.9,USER_39,NewMedia5,17422,14367,4163,4602,2198,1278,549,8490,53069,0.33279722972972975,0.348633445945946,20.582384662162163,21.478975405405404
132.9,USER_39,NewMedia5,551150,59637,9513,18073,19753,783,2140,68476,729525,0.3765277027027027,0.34230168918918924,21.741982432432433,21.79793668918919
133.9,USER_39,NewMedia5,24881,13998,4712,9004,3877,1600,437,7542,66051,0.3284612751677852,0.4509136912751677,21.05434463087248,21.43817791946309
135.0,USER_39,NewMedia5,160913,9124,5946,15772,3862,1463,502,39341,236923,0.4838158666666667,0.4438937333333333,20.0847486,20.944140666666662
135.9,USER_39,NewMedia5,14378,4699,5471,8885,795,1952,608,21155,57943,0.38421597315436246,0.4231825503355705,19.5532555704698,19.163538120805367
136.9,USER_39,NewMedia5,11949,4116,4495,3836,6865,3663,1231,17872,54027,0.44259476510067114,0.5159397986577182,21.270007449664426,21.153713758389266
138.0,USER_39,NewMedia5,99981,7249,3883,2220,3057,1936,1107,6837,126270,0.37879880000000005,0.36865559999999997,22.68439813333333,22.396888799999996
138.9,USER_39,NewMedia5,52840,6087,3520,8389,3854,2500,1460,7160,85810,0.38790349315068495,0.1826119178082192,23.295914520547946,22.850264794520548
139.9,USER_39,NewMedia5,45068,8077,14301,6820,6413,1944,1262,35410,119295,0.4249330872483222,0.17952221476510066,22.324501073825505,22.170701543624165
140.9,USER_39,NewMedia5,376435,35920,22353,31516,20878,10887,3883,381500,883372,0.30307486666666655,0.22801653333333335,21.6615626,21.63119993333333
141.9,USER_39,NewMedia5,19188,22477,5418,6509,3046,2603,2317,37019,98577,0.42979597315436247,0.2237143624161074,21.417388590604027,21.51547966442953
142.9,USER_39,NewMedia5,15210,9054,2882,2257,2577,4683,2389,7945,46997,0.5579019463087248,0.22647812080536914,21.094510469798657,21.314026174496643
143.9,USER_39,NewMedia5,90780,5930,6453,5949,15352,3168,445,16474,144551,0.362037,0.23083559999999997,21.531796733333334,21.47329573333333
145.0,USER_39,NewMedia5,83998,4830,7512,5830,3228,1706,711,11257,119072,0.37002537414965986,0.5790718367346939,21.641414353741496,21.66154993197279
146.9,USER_39,NewMedia5,52776,16574,7440,9694,4296,1279,636,34877,127572,0.2668314765100671,0.7841073825503355,22.276726577181208,21.90051369127517
147.9,USER_39,NewMedia5,213963,378,4407,673,1511,273,143,1798,223146,0.46493053333333334,0.7392194666666667,21.933724533333333,22.78554913333333
148.9,USER_39,NewMedia5,6869,9479,617,1997,5387,2327,942,3685,31303,0.21618791946308727,0.6371055704697987,22.56442791946309,21.507933892617448
149.9,USER_39,NewMedia16,5512,3858,776,6423,2704,2465,568,15988,38294,0.36596370892018787,0.43912511737089205,24.226382863849764,24.418739906103287
151.0,USER_39,NewMedia16,121380,8254,974,3449,3154,2770,937,20764,161682,0.5446616216216216,0.4560088513513514,22.978363513513514,24.235733378378377
152.0,USER_39,NewMedia16,4386,11639,7933,2301,4994,866,1395,12352,45866,0.4077006711409396,0.21950134228187915,22.199935302013422,22.426171409395977
152.9,USER_39,NewMedia16,12280,9485,1078,3856,3223,2144,592,24691,57349,0.38924273333333337,0.1948966,22.939813399999995,23.182229066666665
153.9,USER_39,NewMedia16,5852,5584,4137,8006,3549,1779,1109,7870,37886,0.4807649664429531,0.2377279865771812,22.188431006711408,22.331296040268455
154.9,USER_39,NewMedia16,13713,10689,2501,3249,5339,4654,449,4898,45492,0.37185375838926177,0.2154475167785235,22.06823543624161,21.87665812080537
156.0,USER_39,NewMedia16,4341,1923,1617,2324,1948,1257,1513,11986,26909,0.5079400666666667,0.5316732666666667,21.4348176,21.797497333333332
156.9,USER_39,NewMedia16,6625,3483,13980,1327,4750,2185,616,22344,55310,0.381421768707483,0.23313523809523815,21.68304843537415,21.682145782312926
157.9,USER_39,NewMedia16,408726,14231,55760,31642,12492,12842,3074,137125,675892,0.4839208053691276,0.5227236912751678,21.37817919463087,21.97529046979866
158.9,USER_39,NewMedia16,406014,12678,811,2850,845,2189,372,17672,443431,0.5087210067114094,0.688351543624161,20.520221140939597,21.92736523489933
159.9,USER_39,NewMedia16,1890266,25773,26021,14265,8948,16371,7585,173455,2162684,0.4418528,0.42734619999999995,21.665035199999995,21.902178666666668
160.9,USER_39,NewMedia16,8213,1195,3192,3180,6107,1416,745,16111,40159,0.4490605369127517,0.242645033557047,21.352773624161074,21.583932751677853
161.9,USER_39,NewMedia16,88095,1610,4484,1155,2269,2653,1676,12556,114498,0.3068427891156463,0.18124020408163263,20.174472448979593,19.804673265306125
163.0,USER_39,NewMedia16,5409,8492,8326,2270,2737,2873,1065,11518,42690,0.3255938513513513,0.21472317567567567,21.67057628378378,21.72432601351351
163.9,USER_39,NewMedia16,6192,5782,3044,7163,4464,1585,922,6276,35428,0.3531225503355705,0.23629657718120806,22.428926711409392,22.632158322147646
164.9,USER_39,NewMedia16,6253,7645,2624,1432,6055,2170,1081,7616,34876,0.4790945637583892,0.6738744295302013,22.304368590604025,23.238870805369128
165.9,USER_39,NewMedia16,91029,25073,17576,14888,8803,12432,3852,69151,242804,0.4496863758389262,0.4798316778523489,20.701638523489933,22.68141959731544
167.0,USER_39,NewMedia2,11397,1469,3046,1851,3988,2069,1006,2022,26848,0.30701263440860216,0.15259973118279568,23.295857096774192,23.56638129032258
167.9,USER_39,NewMedia2,7472,7760,1171,4029,4186,1308,1445,4453,31824,0.33721959731543627,0.03436912751677853,24.0448466442953,24.12472657718121
168.9,USER_39,NewMedia2,5448,3927,5029,3262,1546,2960,752,15236,38160,0.5938627516778524,0.048092885906040266,23.098771812080535,23.641686577181204
170.0,USER_39,NewMedia2,6605,12114,3700,2104,4167,2012,761,7889,39352,0.3724926712328767,0.0933327397260274,22.8060752739726,23.35552123287671
170.9,USER_39,NewMedia2,5707,2124,3491,2139,4012,1639,1642,8782,29536,0.300877972972973,0.12746108108108106,22.55663628378378,22.862703716216217
171.9,USER_39,NewMedia2,110141,5440,7028,1754,2981,5427,2329,60742,195842,0.5280273154362417,0.10555093959731544,22.498755973154363,22.97004577181208
172.9,USER_39,NewMedia2,12236,17049,2907,1037,1828,3318,3285,11720,53380,0.6345352,0.14238026666666664,21.610206666666667,22.288140733333332
174.0,USER_39,NewMedia2,22617,5463,5588,2035,1588,7586,1754,29074,75705,0.34650644295302013,0.18633355704697988,21.353897181208055,21.641099664429532
174.9,USER_39,NewMedia2,20064,8357,2388,3383,3534,4841,1674,11085,55326,0.6378739597315437,0.20134335570469797,20.44697140939597,21.294049328859064
175.9,USER_39,NewMedia2,46212,8447,6712,17627,4231,5586,2186,99804,190805,0.29369422818791946,0.24971389261744964,20.761489127516782,20.78691302013423
177.0,USER_39,NewMedia2,195702,17347,7604,2665,6553,1844,897,47780,280392,0.5373504666666667,0.2553673333333333,19.70179013333333,20.056953533333335
177.9,USER_39,NewMedia2,10945,4002,3972,4898,1937,1230,2006,7301,36291,0.32876523489932885,0.30892610738255033,20.25422416107383,20.511898187919467
178.9,USER_39,NewMedia2,55914,13792,2572,3450,3633,2809,1433,39410,123013,0.36816108843537415,0.32413748299319733,20.550616938775512,20.617566394557823
179.9,USER_39,NewMedia2,29173,1547,13081,3555,3882,1876,604,6715,60433,0.3860047333333333,0.3663839333333333,20.656419933333332,20.7354822
181.0,USER_39,NewMedia2,88834,4556,4879,3824,3044,2873,557,14166,122733,0.5993145637583892,0.37887463087248324,20.8343755033557,21.097600067114094
181.9,USER_39,NewMedia2,10226,5122,7485,2011,3124,3192,2433,6672,40265,0.3397830872483221,0.47106348993288594,20.31828966442953,20.37560523489933
183.0,USER_39,NewMedia2,24996,7285,932,3447,3243,2572,849,6791,50115,0.4565740268456375,0.6300425503355704,20.339274966442957,21.259039328859057
183.9,USER_39,NewMedia2,86956,5801,8211,3955,3817,2993,775,3377,115885,0.44558813333333336,0.6074673333333334,21.764558266666665,22.3003098
184.9,USER_39,NewMedia2,89112,2079,7969,6262,5441,2089,1408,7628,121988,0.5051680536912752,0.36528463087248325,21.188312013422816,21.291792617449662
185.9,USER_39,NewMedia2,14559,2147,9940,1146,4464,1847,827,8044,42974,0.599980067114094,0.4044471140939597,20.55976530201342,20.675047248322144
