time,user_id,media_name,delta,beta1,beta2,totalPower,attention,meditation,FPOGX
4.9,USER_20,NewMedia21,975505,8951,3779,1055904, NA, NA,0.73393
5.9,USER_20,NewMedia21,79763,12672,6040,205491, NA, NA,0.45772
7.0,USER_20,NewMedia21,6461,1593,1629,22764, NA, NA,0.35285
7.9,USER_20,NewMedia21,500712,17431,8687,555850, 51, 54,0.45673
8.9,USER_20,NewMedia21,573386,1624,2883,619803, 47, 78,0.3156
9.9,USER_20,NewMedia21,487783,3654,2415,520893, 44, 100,0.33049
11.0,USER_20,NewMedia21,1024788,37785,17510,1215156, 44, 100,0.37932
12.0,USER_20,NewMedia21,107037,3829,3823,147718, 34, 100,0.65656
12.9,USER_20,NewMedia21,2008004,18845,20376,2650081, 23, 88,0.36954
13.9,USER_20,NewMedia21,214620,8165,1171,265236, 11, 81,0.34109
14.9,USER_20,NewMedia21,4349,825,1637,15285, 17, 83,0.52233
15.9,USER_20,NewMedia21,47921,9425,2648,114520, 8, 93,0.4993
16.9,USER_20,NewMedia21,2568099,104865,15877,3257557, 7, 100,0.3615
18.0,USER_20,NewMedia21,105002,12345,2547,288126, 3, 83,0.46202
18.9,USER_20,NewMedia21,1437969,51700,46393,2075276, 1, 66,0.15283
19.9,USER_20,NewMedia21,65565,2393,2205,81376, 14, 60,0.12941
21.0,USER_20,NewMedia21,81798,2708,1592,140717, 20, 66,0.46917
22.0,USER_20,NewMedia21,8874,871,2523,37238, 40, 81,0.63113
22.9,USER_20,NewMedia21,195660,18844,2041,278745, 29, 81,0.64319
23.9,USER_20,NewMedia21,77547,2035,2487,103366, 23, 78,0.65938
25.0,USER_20,NewMedia21,2484,2683,689,17819, 30, 64,0.49713
25.9,USER_20,NewMedia21,9397,873,1078,19753, 37, 75,0.43964
26.9,USER_20,NewMedia21,196890,16287,4565,355027, 35, 53,0.62364
27.9,USER_20,NewMedia21,373472,21609,12942,504681, 37, 61,0.34575
29.0,USER_20,NewMedia21,100512,6217,10402,179000, 48, 74,0.89916
29.9,USER_20,NewMedia21,952326,33999,12840,1154136, 40, 67,0.37456
30.9,USER_20,NewMedia21,12015,2562,2435,28018, 60, 80,0.2844
31.9,USER_20,NewMedia21,463227,25991,19027,714283, 56, 74,0.45157
32.9,USER_20,NewMedia21,304665,7793,6828,423603, 47, 44,0.36546
33.9,USER_20,NewMedia21,4203,266,1549,19679, 53, 44,0.38318
35.0,USER_20,NewMedia21,136280,3223,1431,178225, 35, 57,0.46059
36.0,USER_20,NewMedia21,24386,3736,1746,61226, 27, 66,0.477
36.9,USER_20,NewMedia21,25481,5583,3698,80007, 29, 100,0.41808
37.9,USER_20,NewMedia21,172152,21779,4748,295059, 21, 90,0.34394
38.9,USER_20,NewMedia21,119642,2699,2341,167933, 24, 69,0.13328
39.9,USER_20,NewMedia21,56991,5411,1830,91916, 27, 70,0.47031
40.9,USER_20,NewMedia21,14269,3133,2286,35522, 35, 64,0.60163
41.9,USER_20,NewMedia21,110430,8275,4497,201732, 35, 69,0.45368
43.0,USER_20,NewMedia21,114002,1310,1524,139019, 37, 100,0.64584
43.9,USER_20,NewMedia21,114268,4810,2611,169935, 35, 91,0.46319
44.9,USER_20,NewMedia21,19990,3237,1326,47705, 24, 100,0.11853
45.9,USER_20,NewMedia21,150355,8043,3564,208208, 27, 100,0.55087
47.0,USER_20,NewMedia21,3166,534,1496,14328, 38, 97,0.13732
47.9,USER_20,NewMedia21,3638,1918,6278,31408, 56, 94,0.90188
48.9,USER_20,NewMedia21,111999,776,2764,135460, 64, 75,0.88649
50.0,USER_20,NewMedia21,6401,3038,1076,48547, 54, 81,0.47219
50.9,USER_20,NewMedia21,345338,32326,13797,481293, 53, 77,0.58062
51.9,USER_20,NewMedia21,60815,10196,2769,133338, 34, 78,0.36626
52.9,USER_20,NewMedia21,69451,14369,4505,215546, 17, 78,0.15286
54.0,USER_20,NewMedia21,151512,17196,6925,276724, 26, 70,0.0
54.9,USER_20,NewMedia21,74020,20176,3144,167343, 13, 60,0.14624
55.9,USER_20,NewMedia21,585078,64173,41200,813496, 34, 57,0.4344
57.9,USER_20,NewMedia21,2639327,21007,14552,3085937, 35, 56,0.35899
58.9,USER_20,NewMedia21,1000958,27278,27272,1193257, 44, 51,0.46415
59.9,USER_20,NewMedia21,944225,5253,9428,1014740, 61, 54,0.13766
61.0,USER_20,NewMedia21,534005,18763,22737,734849, 51, 60,0.1078
61.9,USER_20,NewMedia21,794792,15459,10024,968478, 57, 78,0.21515
62.9,USER_20,NewMedia21,2100849,67367,24505,2946355, 40, 93,0.27633
63.9,USER_20,NewMedia21,898097,54059,47141,1197483, 40, 100,0.1971
65.9,USER_20,NewMedia21,1061669,3671,2255,1112111, 29, 100,0.39203
66.9,USER_20,NewMedia21,1215775,9249,6410,1285603, 37, 100,0.6459
68.0,USER_20,NewMedia21,2516696,11204,6646,2715680, 38, 83,0.48097
69.9,USER_20,NewMedia21,1333346,30859,19662,1553923, 30, 80,0.88153
70.9,USER_20,NewMedia21,299263,19079,1788,353566, 30, 69,0.45284
72.0,USER_20,NewMedia21,560918,6666,4670,705772, 17, 69,0.93653
72.9,USER_20,NewMedia21,981482,15615,7397,1188733, 20, 63,0.52583
73.9,USER_20,NewMedia21,191562,12527,7893,357914, 13, 63,0.41718
74.9,USER_20,NewMedia21,66816,3221,2329,110833, 14, 57,0.92356
76.0,USER_20,NewMedia21,44303,1744,1886,60159, 30, 53,0.0
76.9,USER_20,NewMedia21,102871,2096,4644,175202, 37, 60,0.53236
77.9,USER_20,NewMedia21,138919,15014,8666,279183, 41, 61,0.65628
79.0,USER_20,NewMedia21,21367,1066,921,37760, 41, 77,0.31553
79.9,USER_20,NewMedia21,141580,10379,5913,193159, 40, 88,0.12745
80.9,USER_20,NewMedia21,330021,16969,4101,436118, 37, 88,0.13603
81.9,USER_20,NewMedia21,25453,1482,3452,54596, 43, 81,0.4911
82.9,USER_20,NewMedia21,37456,1892,2861,52941, 60, 61,0.13793
83.9,USER_20,NewMedia21,35081,6148,1653,76939, 47, 56,0.24097
87.9,USER_20,NewMedia21,16772,2588,1733,49262, 48, 56,0.49128
90.9,USER_20,NewMedia21,2399670,87952,29717,2836223, 43, 70,0.74329
91.9,USER_20,NewMedia21,555771,21085,21847,788036, 30, 67,0.28308
93.0,USER_20,NewMedia21,743934,100747,74306,1503011, 43, 60,0.62953
95.9,USER_20,NewMedia8,887274,14443,9560,1028101, 44, 51,0.38772
98.9,USER_20,NewMedia8,775462,47631,19450,974046, 50, 38,0.44417
99.9,USER_20,NewMedia8,1401250,10737,8554,1508141, 50, 48,0.27296
100.9,USER_20,NewMedia8,778985,19418,9489,957033, 41, 54,0.30136
104.0,USER_20,NewMedia8,1035409,29717,19742,1143333, 56, 61,0.34051
104.9,USER_20,NewMedia8,1712356,36668,48860,2077382, 57, 67,0.56144
106.0,USER_20,NewMedia8,867927,34401,16912,1108456, 60, 75,0.2837
106.9,USER_20,NewMedia8,661937,25732,12348,880302, 60, 70,0.30642
107.9,USER_20,NewMedia8,1140696,43701,34572,1575240, 48, 70,0.66828
108.9,USER_20,NewMedia8,225672,11285,10672,313187, 47, 64,0.50242
109.9,USER_20,NewMedia8,163119,8571,12821,301425, 48, 41,0.66497
111.0,USER_20,NewMedia8,59581,3238,2859,78376, 60, 34,0.58158
111.9,USER_20,NewMedia8,770601,2350,6077,1069026, 43, 26,0.63692
112.9,USER_20,NewMedia8,337592,2941,3427,418966, 30, 17,0.55784
113.9,USER_20,NewMedia8,388223,121151,140614,1023470, 43, 48,0.77784
115.0,USER_20,NewMedia8,42701,9065,4438,82626, 41, 56,0.32837
115.9,USER_20,NewMedia8,14099,1908,1949,30980, 63, 70,0.54269
116.9,USER_20,NewMedia8,2055071,26143,20421,3033397, 54, 81,0.63407
117.9,USER_20,NewMedia8,357191,7603,13098,877768, 27, 66,0.38243
118.9,USER_20,NewMedia8,220365,17576,11890,380574, 20, 77,0.44077
119.9,USER_20,NewMedia8,134884,38605,9442,576685, 1, 75,0.65461
120.9,USER_20,NewMedia8,135169,12262,2443,195198, 10, 77,0.32729
122.0,USER_20,NewMedia8,907246,18664,59969,2043933, 17, 70,0.33012
122.9,USER_20,NewMedia8,2419553,11165,9505,2788541, 7, 60,0.4807
123.9,USER_20,NewMedia8,798501,24686,15980,1176771, 11, 47,0.34259
124.9,USER_20,NewMedia8,140056,3536,4459,175757, 23, 43,0.76187
125.9,USER_20,NewMedia8,1854294,255253,187767,3078501, 38, 63,0.60648
126.9,USER_20,NewMedia8,156458,27400,38254,361487, 61, 53,0.68741
127.9,USER_20,NewMedia8,319179,1972,2121,355778, 64, 57,0.46549
129.0,USER_20,NewMedia8,223722,37442,9137,367781, 60, 63,0.69872
129.9,USER_20,NewMedia8,28415,2041,2296,64375, 47, 48,0.5214
130.9,USER_20,NewMedia8,569954,72966,21655,865842, 38, 63,0.68858
131.9,USER_20,NewMedia8,556255,47702,30700,1069975, 38, 63,0.54593
133.0,USER_20,NewMedia8,250121,3965,3299,322541, 30, 63,0.36361
133.9,USER_20,NewMedia8,221725,16470,9553,330736, 38, 70,0.46256
134.9,USER_20,NewMedia8,96707,2281,3421,138953, 37, 64,0.46678
136.0,USER_20,NewMedia8,43576,12019,3013,207670, 23, 74,0.39646
136.9,USER_20,NewMedia8,889998,18212,10807,1156300, 23, 78,0.56016
137.9,USER_20,NewMedia8,12626,1275,1650,31563, 21, 84,0.646
138.9,USER_20,NewMedia8,63265,1981,2356,104588, 17, 90,0.36232
140.0,USER_20,NewMedia8,812555,14121,31401,1196363, 34, 81,0.41792
140.9,USER_20,NewMedia8,901459,13567,12543,1024528, 44, 70,0.29233
141.9,USER_20,NewMedia8,2412992,17117,30117,2610931, 50, 60,0.55663
142.9,USER_20,NewMedia8,501291,22626,18837,797672, 51, 56,0.55903
143.9,USER_20,NewMedia8,199193,3883,5803,335528, 44, 67,0.30746
144.9,USER_20,NewMedia8,2101809,8299,10199,2350016, 30, 78,0.67184
145.9,USER_20,NewMedia8,32955,13399,7273,176387, 20, 77,0.66566
147.0,USER_20,NewMedia8,106744,58550,10669,358266, 17, 74,0.69765
147.9,USER_20,NewMedia8,432145,10213,8942,695773, 14, 57,0.41905
148.9,USER_20,NewMedia8,24976,856,1464,52665, 17, 51,0.34149
149.9,USER_20,NewMedia8,493997,23192,7069,620654, 21, 57,0.33554
150.9,USER_20,NewMedia8,267501,38467,12693,640387, 16, 63,0.55673
151.9,USER_20,NewMedia8,113119,13014,2592,180840, 21, 75,0.42732
152.9,USER_20,NewMedia8,288023,16133,4351,441880, 14, 70,0.29552
154.0,USER_20,NewMedia8,312516,9223,15535,439836, 24, 61,0.28603
154.9,USER_20,NewMedia8,153375,14783,8676,272490, 34, 66,0.68522
155.9,USER_20,NewMedia8,105974,5756,8276,228232, 37, 63,0.35986
156.9,USER_20,NewMedia8,24163,2389,2755,64845, 47, 69,0.62861
158.0,USER_20,NewMedia8,81589,4632,1522,107564, 38, 70,0.23363
159.9,USER_20,NewMedia8,124210,5470,4357,186399, 37, 69,0.46842
160.9,USER_20,NewMedia8,803694,182753,60235,2250901, 30, 61,0.34942
161.9,USER_20,NewMedia8,750067,19841,8253,967396, 26, 53,0.37623
162.9,USER_20,NewMedia9,888194,136538,57774,1698988, 27, 60,0.3186
165.0,USER_20,NewMedia9,2381392,67669,46140,2821303, 34, 51,0.0
165.9,USER_20,NewMedia9,870862,23155,7831,974872, 41, 64,0.4872
166.9,USER_20,NewMedia9,262945,9084,5549,435388, 37, 64,0.45594
168.9,USER_20,NewMedia9,1248703,286565,170098,3120009, 40, 70,0.71212
169.9,USER_20,NewMedia9,1018514,36342,11962,1225014, 34, 64,0.50555
170.9,USER_20,NewMedia9,736484,8920,1850,784007, 24, 56,0.63441
172.0,USER_20,NewMedia9,505316,32516,19451,670723, 43, 56,0.77769
172.9,USER_20,NewMedia9,80359,15082,8326,181212, 43, 51,0.34716
173.9,USER_20,NewMedia9,21798,2450,633,59749, 27, 41,0.3199
174.9,USER_20,NewMedia9,27908,2884,1126,58144, 26, 27,0.68265
176.0,USER_20,NewMedia9,18105,4809,4706,83708, 21, 40,0.65318
176.9,USER_20,NewMedia9,50024,3411,3354,99171, 16, 41,0.6631
177.9,USER_20,NewMedia9,538977,13160,11841,679988, 35, 63,0.34308
178.9,USER_20,NewMedia9,142267,16128,4710,237188, 38, 67,0.65906
180.9,USER_20,NewMedia9,275412,17979,9290,374934, 41, 51,0.44701
181.9,USER_20,NewMedia9,3005449,20535,14656,3417277, 35, 38,0.68369
183.0,USER_20,NewMedia9,721249,184008,143089,1398385, 50, 43,0.33139
183.9,USER_20,NewMedia9,269115,12009,6207,358368, 53, 51,0.65718
184.9,USER_20,NewMedia9,430359,17207,22908,558932, 60, 69,0.34886
185.9,USER_20,NewMedia9,380307,19986,43682,1040915, 64, 83,0.40741
186.9,USER_20,NewMedia9,53943,8939,3182,99964, 50, 83,0.47286
187.9,USER_20,NewMedia9,13587,2117,2527,32221, 56, 88,0.54341
188.9,USER_20,NewMedia9,57516,3265,2342,96734, 43, 83,0.53792
190.0,USER_20,NewMedia9,855840,28245,19469,1000512, 54, 84,0.59843
190.9,USER_20,NewMedia9,280197,30763,22998,471190, 61, 90,0.65518
191.9,USER_20,NewMedia9,385795,5999,13325,460600, 64, 97,0.4145
192.9,USER_20,NewMedia9,970837,14122,38497,1255140, 74, 97,0.4184
193.9,USER_20,NewMedia9,89083,3488,2636,129227, 63, 93,0.35949
194.9,USER_20,NewMedia9,81366,23598,20946,261015, 63, 81,0.62979
195.9,USER_20,NewMedia9,2117408,40742,21677,2691823, 44, 63,0.65858
197.0,USER_20,NewMedia9,745576,12286,10899,912359, 37, 56,0.54286
197.9,USER_20,NewMedia9,479870,14350,14145,581856, 47, 61,0.55048
198.9,USER_20,NewMedia9,1268227,66150,31184,2359153, 27, 53,0.25863
199.9,USER_20,NewMedia9,22805,1678,3366,46875, 43, 50,0.67758
201.0,USER_20,NewMedia9,180132,11155,2738,314734, 30, 50,0.3653
201.9,USER_20,NewMedia9,966373,16453,11775,1188394, 20, 48,0.626
202.9,USER_20,NewMedia9,30597,1281,3244,87987, 26, 57,0.59277
204.0,USER_20,NewMedia9,1336626,16440,10031,1632323, 10, 64,0.66756
204.9,USER_20,NewMedia9,598277,9277,3440,699551, 14, 63,0.74711
208.0,USER_20,NewMedia9,58426,2429,2983,80232, 27, 60,0.65801
208.9,USER_20,NewMedia9,1031432,51370,32659,1315375, 38, 63,0.75826
209.9,USER_20,NewMedia9,207323,13684,3973,274925, 48, 66,0.64747
210.9,USER_20,NewMedia9,18720,6474,7598,57003, 74, 70,0.30018
211.9,USER_20,NewMedia9,336544,46931,22214,534148, 69, 64,0.65725
212.9,USER_20,NewMedia9,289206,4693,7299,406524, 61, 63,0.68422
213.9,USER_20,NewMedia9,602274,4213,3575,675962, 56, 56,0.38501
215.0,USER_20,NewMedia9,100489,6409,12406,303193, 37, 50,0.48692
215.9,USER_20,NewMedia9,817712,42456,36352,1544796, 26, 54,0.65332
216.9,USER_20,NewMedia9,487250,23144,7771,625138, 26, 53,0.65244
217.9,USER_20,NewMedia9,714568,10835,9120,844492, 30, 66,0.70342
219.0,USER_20,NewMedia9,1086092,35524,9792,1299873, 29, 60,0.0
219.9,USER_20,NewMedia9,115485,2653,4272,159387, 37, 53,0.25242
222.9,USER_20,NewMedia9,791518,239411,83401,2299253, 37, 47,0.33281
223.9,USER_20,NewMedia9,937630,30028,18337,1195166, 37, 43,0.4829
224.9,USER_20,NewMedia9,563364,99703,16571,1255492, 29, 44,0.48444
226.0,USER_20,NewMedia18,452270,11209,7985,636954, 20, 47,0.47414
226.9,USER_20,NewMedia18,272827,19737,4689,419147, 14, 40,0.6728
227.9,USER_20,NewMedia18,859973,13954,28950,1115184, 20, 35,0.70789
229.0,USER_20,NewMedia18,476180,15620,11035,605143, 30, 38,0.44513
229.9,USER_20,NewMedia18,721449,31176,33121,1252643, 37, 47,0.3803
230.9,USER_20,NewMedia18,649172,2489,11824,713425, 54, 60,0.40804
231.9,USER_20,NewMedia18,606763,21188,36574,927511, 53, 66,0.51682
233.0,USER_20,NewMedia18,160781,4496,12004,246215, 57, 80,0.49885
233.9,USER_20,NewMedia18,78054,14966,3670,160408, 54, 91,0.51187
234.9,USER_20,NewMedia18,39877,7744,3298,90041, 44, 90,0.40862
235.9,USER_20,NewMedia18,21221,1943,1964,34419, 51, 81,0.511
