time,user_id,media_name,delta,beta1,beta2,totalPower,attention,meditation,FPOGX
996.9,USER_20,NewMedia19,81868,17233,7728,198803, 47, 69,0.46256
997.9,USER_20,NewMedia19,108036,10261,4144,221509, 43, 63,0.38431
998.9,USER_20,NewMedia19,17559,3302,5241,57650, 48, 43,0.60914
999.9,USER_20,NewMedia19,31137,1713,1748,46053, 53, 38,0.46642
1000.9,USER_20,NewMedia19,40761,8702,4947,135931, 50, 44,0.47511
1001.9,USER_20,NewMedia19,6710,1286,737,18417, 54, 51,0.48665
1002.9,USER_20,NewMedia19,134779,5694,6005,190212, 51, 74,0.59006
1004.0,USER_20,NewMedia19,339506,6303,7616,394840, 54, 74,0.50396
1004.9,USER_20,NewMedia19,32843,1921,1088,60553, 51, 78,0.87326
1005.9,USER_20,NewMedia19,16727,1526,1974,43611, 53, 61,0.47525
1006.9,USER_20,NewMedia19,352337,19659,18108,745945, 43, 44,0.47247
1007.9,USER_20,NewMedia19,577693,11205,5015,673005, 30, 44,0.36995
1008.9,USER_20,NewMedia19,53574,10292,2480,132042, 27, 44,0.43297
1009.9,USER_20,NewMedia19,38132,1464,1744,65873, 26, 60,0.53052
1011.0,USER_20,NewMedia19,923774,34705,9472,1061033, 35, 64,0.38262
1012.9,USER_20,NewMedia19,239379,49659,55001,437913, 57, 66,0.46554
1013.9,USER_20,NewMedia19,1143125,7945,7832,1270975, 64, 53,0.3551
1014.9,USER_20,NewMedia19,237812,8670,20423,470739, 67, 54,0.25279
1015.9,USER_20,NewMedia19,61925,6376,2978,151587, 56, 56,0.45899
1016.9,USER_20,NewMedia19,991665,6442,13747,1064502, 50, 61,0.52263
1018.0,USER_20,NewMedia19,226915,15337,12143,364660, 53, 69,0.3754
1018.9,USER_20,NewMedia19,78642,17089,6745,192008, 50, 60,0.26023
1020.0,USER_20,NewMedia19,89642,6985,5529,154312, 61, 51,0.23865
1020.9,USER_20,NewMedia19,965489,67182,26408,1305954, 51, 47,0.22024
1022.0,USER_20,NewMedia19,11367,2669,1782,54612, 41, 43,0.45967
1022.9,USER_20,NewMedia19,657144,4164,4798,775886, 38, 37,0.50585
1023.9,USER_20,NewMedia19,195482,14376,4161,302601, 29, 35,0.21514
1024.9,USER_20,NewMedia19,35614,24281,14377,227745, 29, 37,0.49506
1025.9,USER_20,NewMedia19,765694,4942,7793,852783, 40, 38,0.21681
1026.9,USER_20,NewMedia19,3949,2590,2411,13920, 66, 47,0.46809
1027.9,USER_20,NewMedia19,18385,762,851,31307, 70, 56,0.4987
1029.0,USER_20,NewMedia19,1284,1171,2556,26366, 74, 56,0.36276
1029.9,USER_20,NewMedia19,25389,16071,6802,108147, 74, 56,0.35972
1030.9,USER_20,NewMedia19,31783,7028,1590,77969, 44, 47,0.47316
1031.9,USER_20,NewMedia19,1222242,14049,9098,1414234, 40, 38,0.47579
1032.9,USER_20,NewMedia19,673605,31771,30928,852210, 48, 26,0.36496
1033.9,USER_20,NewMedia19,371039,36102,33325,806039, 48, 40,0.39097
1034.9,USER_20,NewMedia19,463172,9339,13057,554400, 63, 54,0.52054
1036.0,USER_20,NewMedia19,57621,4065,2065,129573, 57, 53,0.37259
1036.9,USER_20,NewMedia19,86822,9052,6066,184925, 43, 69,0.47812
1037.9,USER_20,NewMedia19,349239,6470,3266,414791, 38, 57,0.37454
1038.9,USER_20,NewMedia19,157235,58450,36232,637076, 30, 51,0.07552
1039.9,USER_20,NewMedia19,81780,7169,3960,157060, 37, 48,0.50613
1040.9,USER_20,NewMedia19,70438,13405,4228,199823, 30, 26,0.44357
1041.9,USER_20,NewMedia19,683599,64283,33026,1195810, 35, 21,0.45761
1042.9,USER_20,NewMedia19,34645,279,1576,52456, 35, 11,0.23782
1043.9,USER_20,NewMedia19,256849,16190,15897,410390, 43, 21,0.69677
1044.9,USER_20,NewMedia19,110681,8641,11095,191438, 57, 40,0.46427
1045.9,USER_20,NewMedia19,21961,2480,873,35390, 60, 44,0.46303
1047.9,USER_20,NewMedia19,60027,8073,9700,119524, 67, 53,0.47227
1048.9,USER_20,NewMedia19,1001890,11230,13642,1181019, 63, 47,0.46736
1049.9,USER_20,NewMedia19,34048,11268,9751,121173, 61, 40,0.48158
1050.9,USER_20,NewMedia19,69069,14555,6063,263619, 51, 21,0.61892
1052.0,USER_20,NewMedia19,252421,3491,7385,301034, 50, 20,0.4746
1052.9,USER_20,NewMedia19,461876,4912,9937,515072, 63, 24,0.46123
1054.0,USER_20,NewMedia19,401077,7251,8127,505034, 60, 40,0.47103
1054.9,USER_20,NewMedia19,59439,23620,8058,181897, 70, 50,0.60209
1055.9,USER_20,NewMedia19,26243,1839,1429,49109, 61, 37,0.48489
1056.9,USER_20,NewMedia19,387136,7588,14482,599506, 48, 37,0.63638
1057.9,USER_20,NewMedia19,656719,6114,6260,744740, 47, 35,0.47516
1058.9,USER_20,NewMedia19,80508,14161,3704,263055, 29, 48,0.44598
1059.9,USER_20,NewMedia19,571838,4312,8064,819731, 23, 64,0.47732
1061.0,USER_20,NewMedia19,816067,16258,11477,1107784, 16, 54,0.60536
1061.9,USER_20,NewMedia19,10363,2432,1679,28863, 21, 54,0.46257
1062.9,USER_20,NewMedia19,309211,11626,4389,396683, 30, 60,0.50744
1063.9,USER_20,NewMedia19,480103,23841,12440,820511, 34, 48,0.46211
1064.9,USER_20,NewMedia19,383335,7150,9605,494499, 43, 57,0.46
1065.9,USER_20,NewMedia19,100824,44757,9237,375417, 29, 56,0.47657
1066.9,USER_20,NewMedia19,5355,790,1305,13145, 43, 61,0.44734
1068.0,USER_20,NewMedia19,9619,448,765,23138, 48, 90,0.85797
1068.9,USER_20,NewMedia19,413314,5716,8928,601233, 40, 91,0.452
1069.9,USER_20,NewMedia19,151039,22890,14948,252111, 57, 81,0.83193
1070.9,USER_20,NewMedia19,348398,44833,11623,664552, 41, 69,0.45281
1072.0,USER_20,NewMedia19,1115165,20224,5975,1338844, 34, 43,0.82996
1072.9,USER_20,NewMedia19,524288,15026,14207,638160, 47, 44,0.45809
1073.9,USER_20,NewMedia19,102890,6258,2458,162333, 29, 51,0.85387
1074.9,USER_20,NewMedia19,80915,23686,9264,247130, 35, 50,0.81224
1075.9,USER_20,NewMedia19,28514,1526,1711,50718, 47, 53,0.45835
1076.9,USER_20,NewMedia19,7073,981,1495,34824, 35, 51,0.71141
1077.9,USER_20,NewMedia19,3057,711,842,17351, 40, 54,0.50139
1079.0,USER_20,NewMedia19,1065831,4414,5486,1121091, 47, 57,0.77581
1079.9,USER_20,NewMedia19,14777,765,1239,39299, 40, 63,0.45127
1080.9,USER_20,NewMedia22,1140426,7981,3218,1325823, 29, 61,0.24169
1081.9,USER_20,NewMedia22,5588,1383,1256,25104, 29, 47,0.63104
1082.9,USER_20,NewMedia22,47252,4401,5442,80395, 37, 38,0.825
1084.0,USER_20,NewMedia22,51156,1401,510,64963, 34, 24,0.14856
1084.9,USER_20,NewMedia22,1147970,10220,11954,1267876, 53, 34,0.48468
1090.0,USER_20,NewMedia22,4944,836,1100,24666, 51, 40,0.45763
1093.9,USER_20,NewMedia22,701957,6531,9170,751816, 53, 53,0.87003
1095.9,USER_20,NewMedia22,220625,5277,6931,289246, 63, 74,0.6362
1097.0,USER_20,NewMedia22,571589,22628,6283,902565, 44, 60,0.81339
1097.9,USER_20,NewMedia22,45519,3044,1593,87824, 40, 69,0.86199
1098.9,USER_20,NewMedia22,1152001,186522,119944,1915903, 40, 70,0.21128
1100.0,USER_20,NewMedia22,53118,15683,6016,153318, 35, 60,0.31803
1100.9,USER_20,NewMedia22,847357,35949,27687,1607280, 41, 63,0.62525
1101.9,USER_20,NewMedia22,524974,68149,59706,930934, 56, 56,0.9332
1102.9,USER_20,NewMedia22,1332602,10789,20789,1477179, 54, 50,0.35409
1103.9,USER_20,NewMedia22,2148427,12839,8184,2245494, 57, 57,0.45515
1104.9,USER_20,NewMedia22,389496,13581,9290,603049, 60, 54,0.80262
1105.9,USER_20,NewMedia22,298836,4950,8336,547152, 44, 38,0.17417
1106.9,USER_20,NewMedia22,207179,12540,14503,319979, 43, 40,0.39529
1107.9,USER_20,NewMedia22,34950,2629,1772,67395, 37, 35,0.19359
1108.9,USER_20,NewMedia22,4867,563,1500,27576, 40, 53,0.72747
1109.9,USER_20,NewMedia22,190983,40933,16394,685627, 40, 60,0.16465
1110.9,USER_20,NewMedia22,1007833,14316,9458,1251206, 26, 51,0.29809
1111.9,USER_20,NewMedia22,105722,23446,4990,260331, 21, 47,0.24667
1112.9,USER_20,NewMedia22,15213,1764,1833,38137, 24, 37,0.46262
1113.9,USER_20,NewMedia22,18088,2867,2638,40329, 41, 50,0.76555
1115.0,USER_20,NewMedia22,73660,561,1424,118213, 38, 50,0.62284
1116.0,USER_20,NewMedia22,907329,14001,10645,1103639, 41, 51,0.30889
1116.9,USER_20,NewMedia22,707383,2872,3012,781553, 34, 48,0.65442
1117.9,USER_20,NewMedia22,222504,1140,381,229904, 23, 48,0.41421
1118.9,USER_20,NewMedia22,1052086,16730,6543,1294920, 21, 44,0.64403
1119.9,USER_20,NewMedia22,8320,8337,9137,105075, 27, 53,0.4744
1120.9,USER_20,NewMedia22,4392,1327,1050,11901, 50, 35,0.52632
1122.0,USER_20,NewMedia22,3566,2783,596,21738, 47, 34,0.6011
1122.9,USER_20,NewMedia22,6809,867,1880,21094, 63, 50,0.80088
1123.9,USER_20,NewMedia22,4911,5685,2368,52491, 56, 40,0.14219
1124.9,USER_20,NewMedia22,21212,5643,4348,47530, 56, 66,0.44788
1125.9,USER_20,NewMedia22,528497,16107,4205,627194, 60, 57,0.82873
1126.9,USER_20,NewMedia22,152099,28137,10514,568699, 41, 51,0.21338
1127.9,USER_20,NewMedia22,4591,1149,2556,22112, 53, 61,0.65645
1128.9,USER_20,NewMedia22,954753,26925,5253,1154871, 29, 67,0.62458
1129.9,USER_20,NewMedia22,39099,1541,1722,57405, 37, 80,0.4153
1130.9,USER_20,NewMedia22,20958,4712,1907,73461, 41, 81,0.41832
1132.0,USER_20,NewMedia22,8992,1623,1582,23028, 40, 81,0.40485
1133.0,USER_20,NewMedia22,558200,21128,16041,717935, 54, 66,0.12783
1133.9,USER_20,NewMedia22,33729,8481,12037,181427, 51, 66,0.47464
1134.9,USER_20,NewMedia22,411770,10765,5763,611026, 48, 54,0.57602
1135.9,USER_20,NewMedia22,1559022,5302,22231,1794626, 43, 50,0.87946
1136.9,USER_20,NewMedia22,115764,4820,4993,177351, 40, 56,0.2371
1137.9,USER_20,NewMedia22,28161,3969,1460,87720, 27, 50,0.83908
1138.9,USER_20,NewMedia22,29631,1460,2620,38358, 60, 60,0.87199
1140.0,USER_20,NewMedia22,191804,34385,10596,414483, 53, 70,0.11612
1140.9,USER_20,NewMedia22,134608,4429,1949,183306, 47, 74,0.46239
1141.9,USER_20,NewMedia22,30808,2324,3189,49523, 69, 70,0.75547
1142.9,USER_20,NewMedia22,142459,5649,1671,182609, 43, 70,0.91524
1143.9,USER_20,NewMedia22,73319,740,1455,97237, 44, 63,0.2942
1144.9,USER_20,NewMedia22,66433,8610,6021,165154, 48, 44,0.0
1145.9,USER_20,NewMedia22,46303,3499,2341,90404, 34, 44,0.82319
1146.9,USER_20,NewMedia22,60256,4012,7562,167491, 37, 61,0.20972
1148.0,USER_20,NewMedia22,17857,1707,1712,43209, 38, 64,0.67506
1148.9,USER_20,NewMedia22,1008166,23709,10320,1153775, 41, 80,0.75582
1149.9,USER_20,NewMedia22,165919,2207,2810,197359, 47, 66,0.12752
1151.0,USER_20,NewMedia22,539044,34193,19837,917958, 43, 43,0.14769
1151.9,USER_20,NewMedia22,171914,2605,1927,201525, 43, 35,0.45105
1152.9,USER_20,NewMedia22,267127,6547,10857,408893, 41, 38,0.69864
1153.9,USER_20,NewMedia22,112771,5831,2304,177582, 34, 50,0.38683
1154.9,USER_20,NewMedia22,25585,1558,1684,51483, 35, 57,0.89385
1155.9,USER_20,NewMedia22,479089,5920,6790,618488, 30, 53,0.28912
1156.9,USER_20,NewMedia22,30334,2795,2440,51571, 38, 56,0.115
1158.0,USER_20,NewMedia22,4886,1536,2315,27497, 48, 60,0.17119
1158.9,USER_20,NewMedia22,26437,8052,14739,115314, 60, 66,0.53097
1159.9,USER_20,NewMedia22,11668,1304,1529,31944, 63, 80,0.34133
1160.9,USER_20,NewMedia22,2232,1949,1132,37367, 48, 63,0.42255
1161.9,USER_20,NewMedia22,10130,1830,1790,27423, 50, 57,0.62213
1162.9,USER_20,NewMedia22,11847,1275,2201,34411, 43, 56,0.63277
1164.0,USER_20,NewMedia22,208385,12029,4861,665474, 23, 50,0.79555
1165.0,USER_20,NewMedia22,1666986,50408,13304,2063880, 24, 57,0.25172
1165.9,USER_20,NewMedia22,355508,16430,10657,462611, 24, 74,0.30344
1166.9,USER_20,NewMedia22,487959,5580,7932,749534, 13, 61,0.90947
1167.9,USER_20,NewMedia22,21397,1222,3056,39669, 43, 70,0.30632
1168.9,USER_20,NewMedia22,158952,4883,9245,339644, 48, 51,0.52005
1169.9,USER_20,NewMedia22,7562,1825,930,43894, 34, 44,0.62288
1170.9,USER_20,NewMedia22,20310,1238,2232,47491, 43, 61,0.31065
1171.9,USER_20,NewMedia22,84580,11872,4050,162519, 30, 50,0.78361
1172.9,USER_20,NewMedia22,27120,1261,2297,45217, 41, 74,0.60274
1173.9,USER_20,NewMedia22,12283,3772,1576,64581, 44, 70,0.29634
1174.9,USER_20,NewMedia22,2629,796,2552,28002, 44, 78,0.64376
1176.0,USER_20,NewMedia1,130783,3921,2305,170016, 47, 74,0.32954
1176.9,USER_20,NewMedia1,17399,2228,2353,60776, 35, 78,0.667
1177.9,USER_20,NewMedia1,6588,2599,834,19304, 44, 80,0.33212
1178.9,USER_20,NewMedia1,2538706,15926,13620,3157455, 29, 54,0.28014
1180.0,USER_20,NewMedia1,266266,4473,1374,302415, 26, 57,0.37119
1180.9,USER_20,NewMedia1,125328,410,667,151579, 17, 40,0.36606
1181.9,USER_20,NewMedia1,463223,146849,112075,994952, 30, 35,0.34833
1183.0,USER_20,NewMedia1,146247,1990,1171,213031, 29, 51,0.25771
1183.9,USER_20,NewMedia1,2251866,33279,29094,2654513, 37, 43,0.368
1184.9,USER_20,NewMedia1,413547,13291,4790,512516, 43, 60,0.35896
1185.9,USER_20,NewMedia1,104698,2722,884,133486, 21, 63,0.24367
1186.9,USER_20,NewMedia1,177802,10751,30325,334717, 47, 56,0.42554
1187.9,USER_20,NewMedia1,592356,16540,8772,930959, 35, 61,0.60787
1188.9,USER_20,NewMedia1,11006,357,1752,43645, 35, 50,0.43704
1189.9,USER_20,NewMedia1,42672,1898,1274,82041, 35, 44,0.27876
1190.9,USER_20,NewMedia1,137795,7562,3261,217443, 17, 44,0.32532
1191.9,USER_20,NewMedia1,251189,2209,3488,297133, 27, 48,0.43603
1192.9,USER_20,NewMedia1,1389606,9328,21229,1706977, 29, 56,0.56587
1193.9,USER_20,NewMedia1,100519,8181,5484,239687, 30, 50,0.24334
1194.9,USER_20,NewMedia1,1360922,4748,1257,1406809, 27, 43,0.23107
1196.0,USER_20,NewMedia1,54631,4336,1594,116659, 16, 30,0.45397
1196.9,USER_20,NewMedia1,61680,5659,6971,162900, 17, 24,0.428
1197.9,USER_20,NewMedia1,255599,20451,6921,442553, 17, 24,0.30171
1198.9,USER_20,NewMedia1,130792,5236,3802,181882, 29, 26,0.3028
1199.9,USER_20,NewMedia1,67844,9706,3211,156459, 34, 44,0.25695
1201.0,USER_20,NewMedia1,440270,23455,11665,644518, 30, 51,0.45087
1201.9,USER_20,NewMedia1,122090,3259,1357,166728, 29, 66,0.23748
1202.9,USER_20,NewMedia1,16748,2943,1892,46960, 27, 66,0.24337
1203.9,USER_20,NewMedia1,137309,2508,1555,167149, 30, 64,0.27342
1204.9,USER_20,NewMedia1,52723,2966,677,85674, 21, 66,0.33141
1205.9,USER_20,NewMedia1,134329,6097,6893,218886, 30, 67,0.24687
1206.9,USER_20,NewMedia1,6026,3177,1732,25531, 37, 63,0.59109
1208.0,USER_20,NewMedia1,1730,3392,1358,26523, 37, 57,0.0
1208.9,USER_20,NewMedia1,31487,4277,5082,140709, 44, 61,0.60852
1209.9,USER_20,NewMedia1,253988,34937,9950,420863, 43, 63,0.27093
1210.9,USER_20,NewMedia1,28258,3377,4649,69337, 44, 67,0.28596
1212.0,USER_20,NewMedia1,42901,1777,1291,63804, 47, 60,0.27327
1212.9,USER_20,NewMedia1,35900,1049,1660,58554, 51, 63,0.24406
1213.9,USER_20,NewMedia1,1163,368,1063,18230, 51, 53,0.27489
1214.9,USER_20,NewMedia1,8625,963,1111,26668, 43, 63,0.25047
1215.9,USER_20,NewMedia1,17183,989,985,28861, 48, 78,0.27649
1216.9,USER_20,NewMedia1,92471,7902,2406,174343, 40, 78,0.24402
1217.9,USER_20,NewMedia1,68111,6111,3249,115472, 40, 67,0.2751
1219.0,USER_20,NewMedia1,65056,1345,1576,82083, 44, 70,0.26513
1219.9,USER_20,NewMedia1,349954,7622,6773,702697, 26, 57,0.25308
1220.9,USER_20,NewMedia1,135296,9773,2844,201735, 30, 43,0.32985
1222.9,USER_20,NewMedia1,586947,84105,82958,1307437, 37, 37,0.37975
1223.9,USER_20,NewMedia1,822539,20763,22948,1115751, 34, 13,0.30706
1224.9,USER_20,NewMedia1,963007,8014,13089,1417299, 37, 13,0.30899
1226.0,USER_20,NewMedia1,483480,14160,13881,880676, 34, 16,0.24675
1226.9,USER_20,NewMedia1,37901,4542,3905,103533, 26, 29,0.34922
1228.0,USER_20,NewMedia1,100511,9312,3419,231994, 14, 27,0.3836
1228.9,USER_20,NewMedia1,209757,7391,11691,444060, 21, 21,0.3037
1229.9,USER_20,NewMedia1,442742,43335,15082,719093, 27, 24,0.22956
1230.9,USER_20,NewMedia1,52036,2946,2293,102925, 24, 26,0.31305
1231.9,USER_20,NewMedia1,34124,1631,1845,63129, 35, 35,0.55831
1232.9,USER_20,NewMedia1,118553,6929,2232,167398, 35, 61,0.3545
1233.9,USER_20,NewMedia1,1426338,13787,17029,1798357, 30, 61,0.37127
1234.9,USER_20,NewMedia1,2351626,24291,10676,2661379, 27, 63,0.3668
1235.9,USER_20,NewMedia1,703458,5762,5084,786280, 26, 81,0.6277
1237.0,USER_20,NewMedia1,18634,733,2009,47108, 30, 66,0.3202
1237.9,USER_20,NewMedia1,365109,3626,6965,420764, 43, 78,0.7215
1238.9,USER_20,NewMedia1,14208,2524,848,38731, 44, 81,0.44679
1239.9,USER_20,NewMedia1,62157,2011,2570,111497, 43, 50,0.39995
1240.9,USER_20,NewMedia5,27811,2516,1923,49716, 47, 57,0.24527
1241.9,USER_20,NewMedia5,31602,2944,1567,72869, 34, 40,0.30972
1242.9,USER_20,NewMedia5,759736,41311,7756,1006002, 34, 43,0.56751
1244.0,USER_20,NewMedia5,226407,3808,3248,258835, 41, 50,0.23351
1244.9,USER_20,NewMedia5,694328,6779,4785,800347, 34, 50,0.30323
1245.9,USER_20,NewMedia5,51169,12330,10356,218152, 38, 53,0.50632
1246.9,USER_20,NewMedia5,11982,1481,2833,39251, 48, 64,0.23516
1247.9,USER_20,NewMedia5,95964,5904,6843,142966, 53, 66,0.59409
1248.9,USER_20,NewMedia5,65337,683,382,78908, 47, 57,0.35743
1249.9,USER_20,NewMedia5,2912,1854,938,17160, 50, 66,0.0
1250.9,USER_20,NewMedia5,3400768,66644,28832,4079988, 40, 47,0.28319
1251.9,USER_20,NewMedia5,40936,6576,5128,84931, 38, 48,0.40299
1252.9,USER_20,NewMedia5,1302108,14109,11580,1681666, 40, 44,0.40993
1253.9,USER_20,NewMedia5,19279,2188,2545,45579, 43, 43,0.33129
1254.9,USER_20,NewMedia5,53459,11990,6889,152784, 48, 50,0.5611
1255.9,USER_20,NewMedia5,981757,17242,11665,1131805, 43, 47,0.34872
1256.9,USER_20,NewMedia5,155242,835,3327,198352, 51, 54,0.34731
1257.9,USER_20,NewMedia5,13410,1620,1362,26313, 53, 51,0.65783
1258.9,USER_20,NewMedia5,253106,2409,1259,278084, 50, 47,0.31048
1259.9,USER_20,NewMedia5,70147,14295,9185,164933, 53, 51,0.39656
1260.9,USER_20,NewMedia5,342806,11063,9335,657099, 44, 38,0.66774
1262.0,USER_20,NewMedia5,107794,8146,8714,162995, 50, 50,0.32737
1262.9,USER_20,NewMedia5,289158,2958,1172,386591, 35, 50,0.5735
1263.9,USER_20,NewMedia5,356852,2172,6377,488546, 24, 56,0.47079
1264.9,USER_20,NewMedia5,587459,10098,4993,718236, 27, 56,0.69918
1265.9,USER_20,NewMedia5,2390113,25589,11473,2710641, 8, 47,0.67691
1266.9,USER_20,NewMedia5,134852,12255,7116,279147, 23, 51,0.26941
1267.9,USER_20,NewMedia5,69883,2802,6694,211382, 23, 54,0.3917
1269.0,USER_20,NewMedia5,203022,1759,2247,253182, 24, 44,0.4221
1269.9,USER_20,NewMedia5,145341,1492,1271,156929, 38, 61,0.59429
1270.9,USER_20,NewMedia5,5525,2748,1062,20003, 44, 70,0.28341
1271.9,USER_20,NewMedia5,446597,5737,9578,567189, 51, 57,0.44781
1272.9,USER_20,NewMedia5,56466,656,1693,72385, 61, 69,0.3041
1273.9,USER_20,NewMedia5,39224,1719,1121,67845, 50, 51,0.31323
1274.9,USER_20,NewMedia5,13726,1107,936,39747, 40, 41,0.5733
1276.0,USER_20,NewMedia5,44185,4468,2420,102196, 34, 50,0.56565
1276.9,USER_20,NewMedia5,23577,12507,4049,107588, 24, 54,0.29471
1278.9,USER_20,NewMedia5,2529736,11983,12154,2723974, 29, 54,0.59038
1279.9,USER_20,NewMedia5,2079869,28774,12513,2553402, 26, 51,0.37501
1280.9,USER_20,NewMedia5,1287947,6118,8063,1544224, 23, 40,0.32336
1281.9,USER_20,NewMedia5,380529,24276,27516,560442, 35, 40,0.49772
1282.9,USER_20,NewMedia5,121890,5860,2331,171499, 34, 47,0.64688
1283.9,USER_20,NewMedia5,27714,1834,1456,41825, 48, 37,0.26542
1284.9,USER_20,NewMedia5,6074,1104,1034,19630, 57, 56,0.3463
1285.9,USER_20,NewMedia5,17255,1071,956,37481, 47, 57,0.38012
1287.0,USER_20,NewMedia5,111018,2598,1536,129753, 53, 50,0.33359
1287.9,USER_20,NewMedia5,407510,9797,7406,763725, 35, 51,0.53762
1288.9,USER_20,NewMedia5,999364,5921,5076,1086551, 29, 35,0.42747
1289.9,USER_20,NewMedia5,20358,1332,1066,40434, 30, 30,0.32344
1290.9,USER_20,NewMedia5,1714998,19281,6363,2085800, 13, 21,0.49444
1292.0,USER_20,NewMedia5,636822,7644,5615,748953, 21, 41,0.36112
1292.9,USER_20,NewMedia5,21339,1678,1454,35325, 29, 48,0.57758
1293.9,USER_20,NewMedia5,23677,1215,1409,97873, 17, 41,0.39364
1294.9,USER_20,NewMedia5,42559,1128,1579,63532, 34, 61,0.31935
1295.9,USER_20,NewMedia5,6897,930,780,26351, 30, 56,0.64604
1296.9,USER_20,NewMedia5,5987,3674,2425,27789, 34, 57,0.26172
1298.0,USER_20,NewMedia5,117819,1849,1174,148876, 40, 56,0.35857
1298.9,USER_20,NewMedia5,24062,5812,3224,109051, 34, 61,0.43996
1299.9,USER_20,NewMedia5,22741,932,1942,34399, 50, 64,0.31844
1300.9,USER_20,NewMedia5,18699,3070,2180,36003, 51, 60,0.6579
1301.9,USER_20,NewMedia5,3472,2036,2357,25372, 63, 78,0.33383
1302.9,USER_20,NewMedia5,19815,4997,1939,61523, 66, 81,0.39669
1303.9,USER_20,NewMedia5,17773,1058,581,29406, 53, 74,0.24663
1305.0,USER_20,NewMedia5,442805,4875,12810,542536, 51, 75,0.47561
1305.9,USER_20,NewMedia5,17895,2547,1056,59431, 37, 66,0.59193
1306.9,USER_20,NewMedia5,30323,4854,2052,91849, 34, 56,0.24985
1307.9,USER_20,NewMedia5,132661,2311,2536,167195, 37, 60,0.27869
1308.9,USER_20,NewMedia5,657096,12589,3047,706255, 34, 64,0.25929
1309.9,USER_20,NewMedia5,1844,2422,513,16437, 38, 74,0.26554
1310.9,USER_20,NewMedia5,53042,2997,2396,98123, 41, 61,0.4483
1312.0,USER_20,NewMedia5,32675,3660,1307,55284, 41, 61,0.40529
1312.9,USER_20,NewMedia5,629569,7917,6662,770651, 34, 51,0.28419
1313.9,USER_20,NewMedia5,7735,1468,1453,30195, 38, 53,0.28119
1314.9,USER_20,NewMedia5,110494,12655,5595,192525, 40, 54,0.32627
1315.9,USER_20,NewMedia5,45790,7493,10733,117046, 50, 57,0.33019
1316.9,USER_20,NewMedia5,2748,2042,1324,20707, 54, 74,0.50261
1317.9,USER_20,NewMedia5,17372,2217,1172,50278, 50, 63,0.24631
1318.9,USER_20,NewMedia5,7119,1768,1205,30306, 48, 75,0.33652
1319.9,USER_20,NewMedia5,555053,9096,11996,671847, 43, 61,0.54171
1320.9,USER_20,NewMedia5,10459,1447,1687,31644, 43, 47,0.3889
1321.9,USER_20,NewMedia5,29875,1496,1074,49476, 47, 41,0.31065
1323.0,USER_20,NewMedia5,13782,1498,1726,43868, 47, 40,0.29645
1323.9,USER_20,NewMedia5,3214,2993,991,19130, 43, 37,0.25923
1324.9,USER_20,NewMedia5,2295,2775,2707,19027, 53, 40,0.54497
1325.9,USER_20,NewMedia5,21768,2016,961,40837, 56, 50,0.26132
1326.9,USER_20,NewMedia5,14833,2226,1327,35492, 57, 48,0.29577
1327.9,USER_20,NewMedia5,8505,3643,1649,38234, 54, 63,0.48692
1328.9,USER_20,NewMedia5,839306,19388,8050,953280, 44, 66,0.27494
1329.9,USER_20,NewMedia5,18698,3182,1640,43765, 43, 69,0.61073
1330.9,USER_20,NewMedia5,1229855,25951,28229,1999419, 37, 66,0.26145
1331.9,USER_20,NewMedia5,1124624,11458,15618,1342142, 38, 75,0.26935
1332.9,USER_20,NewMedia5,58551,17442,3443,405097, 16, 63,0.23946
1333.9,USER_20,NewMedia5,5968,1051,1685,21841, 23, 48,0.27646
1334.9,USER_20,NewMedia5,5313,2559,962,20434, 34, 38,0.27036
1335.9,USER_20,NewMedia5,6920,2637,1951,32971, 38, 30,0.47546
1336.9,USER_20,NewMedia5,25647,3171,3859,55006, 66, 35,0.36368
1337.9,USER_20,NewMedia5,493475,79373,9107,708545, 60, 29,0.65583
1338.9,USER_20,NewMedia5,1485,807,1131,14735, 61, 50,0.32959
1339.9,USER_20,NewMedia5,7908,1859,4156,31848, 69, 53,0.41064
1340.9,USER_20,NewMedia5,8111,1416,3067,61946, 57, 48,0.25354
1341.9,USER_20,NewMedia5,16834,3494,913,40429, 53, 61,0.65117
1342.9,USER_20,NewMedia5,7713,652,1320,23140, 53, 56,0.33129
1343.9,USER_20,NewMedia5,3863,4157,818,39413, 30, 53,0.2309
1344.9,USER_20,NewMedia5,494533,5767,7588,590048, 37, 50,0.42027
1345.9,USER_20,NewMedia5,2068,1078,764,16288, 38, 50,0.25759
1346.9,USER_20,NewMedia5,4501,1772,1951,20057, 47, 47,0.3861
1348.0,USER_20,NewMedia5,13210,1618,1257,36694, 54, 47,0.27202
1348.9,USER_20,NewMedia5,92962,2591,918,138461, 40, 57,0.26192
1349.9,USER_20,NewMedia5,5151,1160,2368,24020, 50, 60,0.2792
1350.9,USER_20,NewMedia5,56766,4373,3235,109129, 38, 60,0.0
1351.9,USER_20,NewMedia5,117979,1318,3274,156349, 41, 61,0.32403
1352.9,USER_20,NewMedia5,46205,1907,1493,112914, 40, 61,0.43706
1353.9,USER_20,NewMedia5,7746,1221,945,20790, 35, 66,0.26061
1354.9,USER_20,NewMedia5,18040,1821,1592,49550, 34, 57,0.59116
1356.0,USER_20,NewMedia5,10340,1759,1274,18720, 48, 38,0.0
1356.9,USER_20,NewMedia5,93596,731,293,109209, 48, 40,0.38191
