time,MEDIA_ID,delta,beta1,beta2,totalPower,attention,meditation,FPOGX
432.9,NewMedia10,4664,1705,3008,22263, 57, 63,0.65672
434.0,NewMedia10,179711,2493,1842,203326, 57, 44,0.59635
434.9,NewMedia10,3124,990,1168,14850, 63, 47,0.38454
435.9,NewMedia10,1273,1222,2392,18900, 63, 38,0.19532
436.9,NewMedia10,20628,2436,1887,36094, 57, 43,0.63101
437.9,NewMedia10,25455,4023,5360,51226, 70, 53,0.38269
438.9,NewMedia10,77317,3838,3799,118941, 66, 47,0.7882
439.9,NewMedia10,16346,850,626,28664, 54, 66,0.51809
441.0,NewMedia10,9312,2234,2186,34910, 50, 60,0.41647
441.9,NewMedia10,36945,11732,16969,127134, 50, 43,0.44731
442.9,NewMedia10,1671696,23817,17592,1818824, 54, 53,0.61794
443.9,NewMedia10,47776,3734,1204,160006, 41, 20,0.59845
446.9,NewMedia10,12704,934,3027,28200, 53, 30,0.4877
448.0,NewMedia10,340454,6209,13867,439607, 47, 56,0.38704
448.9,NewMedia10,1539119,34092,27140,2091201, 35, 40,0.37246
449.9,NewMedia10,1208108,5597,20821,1504206, 53, 48,0.12987
450.9,NewMedia10,119822,2101,6970,215381, 40, 47,0.48933
453.9,NewMedia10,471763,23855,13372,670662, 35, 43,0.30588
455.0,NewMedia10,87084,1741,1594,118017, 35, 64,0.36948
455.9,NewMedia10,758595,13646,6329,988842, 24, 60,0.36728
456.9,NewMedia10,165196,30687,10673,341479, 24, 66,0.5976
457.9,NewMedia10,14349,4735,2274,40442, 27, 75,0.60376
459.0,NewMedia10,84091,33006,9387,185788, 38, 50,0.62386
459.9,NewMedia10,339671,4182,2700,379042, 48, 70,0.48444
460.9,NewMedia10,112785,23636,7711,210622, 51, 56,0.32726
462.0,NewMedia10,4228,1459,1706,20265, 54, 47,0.20941
462.9,NewMedia10,6781,1011,1857,18678, 57, 57,0.17584
463.9,NewMedia10,18165,4306,1655,42196, 57, 64,0.19753
464.9,NewMedia10,1811,683,2107,13469, 66, 67,0.33375
466.0,NewMedia10,2233,1181,1511,13215, 67, 61,0.3601
466.9,NewMedia10,1581,804,2148,11705, 70, 63,0.49813
467.9,NewMedia10,1727,847,1988,12502, 84, 64,0.48291
468.9,NewMedia10,58610,3885,1860,80986, 77, 57,0.48454
469.9,NewMedia10,33021,5673,3142,69237, 70, 74,0.44185
470.9,NewMedia10,29722,1492,2219,65431, 56, 77,0.61521
471.9,NewMedia10,1656,1599,1538,17512, 47, 66,0.62888
473.0,NewMedia10,1983,388,2345,11830, 57, 83,0.63649
473.9,NewMedia10,3719,451,1451,16204, 60, 83,0.63919
474.9,NewMedia10,84777,3382,2091,123818, 57, 80,0.63966
475.9,NewMedia10,73870,1219,3131,102492, 57, 77,0.46514
477.0,NewMedia10,3186,805,2292,15273, 56, 63,0.32193
477.9,NewMedia10,1935,606,810,13996, 53, 64,0.17362
478.9,NewMedia10,3910,1046,1158,12815, 64, 53,0.21453
479.9,NewMedia10,62976,2674,916,97949, 51, 43,0.34565
480.9,NewMedia10,12259,1788,2481,29156, 48, 43,0.33584
481.9,NewMedia10,148997,826,1197,163445, 48, 29,0.48416
482.9,NewMedia10,5680,399,1896,19147, 48, 29,0.63718
484.0,NewMedia10,46043,2429,3979,66276, 69, 26,0.6171
484.9,NewMedia10,2454,1129,1294,19113, 63, 29,0.48888
485.9,NewMedia10,3267,601,794,13697, 63, 40,0.39786
487.0,NewMedia10,157387,11941,6917,271797, 54, 64,0.37642
491.9,NewMedia14,45833,14492,5705,143795, 41, 81,0.63279
492.9,NewMedia14,139208,6623,7004,259968, 37, 84,0.25105
498.0,NewMedia14,421422,66151,23807,596586, 47, 81,0.49116
498.9,NewMedia14,1676402,9402,18350,1810380, 53, 78,0.53703
499.9,NewMedia14,594179,9996,10260,718261, 56, 70,0.44154
500.9,NewMedia14,498055,32477,22978,784609, 60, 80,0.48324
502.0,NewMedia14,680839,37282,15364,885956, 51, 74,0.49529
502.9,NewMedia14,657904,16191,40232,1176383, 44, 51,0.41129
503.9,NewMedia14,96285,2214,4053,184547, 38, 54,0.42819
504.9,NewMedia14,696189,24032,11255,887812, 35, 43,0.55941
505.9,NewMedia14,1413,1740,2285,14339, 43, 60,0.49617
506.9,NewMedia14,112622,2254,2973,144454, 47, 48,0.46242
507.9,NewMedia14,103557,14947,8715,189124, 56, 51,0.5516
509.0,NewMedia14,1203094,20550,15125,1440259, 57, 53,0.43834
509.9,NewMedia14,54621,2495,1720,86272, 44, 51,0.48389
510.9,NewMedia14,26234,847,4226,47878, 53, 81,0.45039
511.9,NewMedia14,50223,4938,1747,83750, 44, 75,0.44468
512.9,NewMedia14,21667,1693,2460,47181, 50, 77,0.45669
513.9,NewMedia14,13136,1676,1008,24263, 56, 77,0.43019
514.9,NewMedia14,7171,1792,2863,22493, 56, 61,0.59078
516.0,NewMedia14,166410,5075,3150,221512, 56, 64,0.50087
516.9,NewMedia14,14106,2876,3411,40667, 61, 75,0.52508
517.9,NewMedia14,214211,10320,8075,380930, 53, 66,0.49895
518.9,NewMedia14,1915,2137,3425,16858, 56, 63,0.4057
520.0,NewMedia14,15602,5728,5619,59255, 64, 53,0.49671
520.9,NewMedia14,143385,6345,2752,172126, 61, 47,0.46753
521.9,NewMedia14,1357,1272,1487,11426, 77, 43,0.0
522.9,NewMedia14,2184,1862,2562,11315, 80, 48,0.49892
523.9,NewMedia14,78939,1377,2197,153573, 64, 48,0.43458
524.9,NewMedia14,7191,1460,1662,17481, 70, 50,0.62143
525.9,NewMedia14,46423,2230,1344,60217, 66, 54,0.0
527.0,NewMedia14,53568,7432,2995,80017, 53, 60,0.4847
529.9,NewMedia14,185479,5545,3027,246763, 57, 67,0.0
530.9,NewMedia14,440877,23867,3634,562876, 40, 67,0.48664
531.9,NewMedia14,35740,8502,2567,91611, 30, 54,0.48112
532.9,NewMedia14,3758,1904,1191,13252, 34, 56,0.46751
534.0,NewMedia14,36986,4219,6023,90305, 41, 64,0.45607
534.9,NewMedia14,40887,1411,992,70517, 41, 56,0.49361
535.9,NewMedia14,132258,14266,7155,337493, 38, 64,0.47068
536.9,NewMedia14,1719,1743,2664,18840, 38, 67,0.42225
538.0,NewMedia14,1686,2484,2257,17876, 43, 69,0.4906
538.9,NewMedia14,72219,3789,2715,92167, 60, 74,0.19768
539.9,NewMedia14,116819,11187,8169,182324, 77, 78,0.48647
541.0,NewMedia14,13493,1792,2647,29156, 77, 64,0.48038
541.9,NewMedia14,617357,14753,16444,725848, 78, 50,0.22563
542.9,NewMedia14,5068,525,991,14345, 74, 61,0.47624
543.9,NewMedia14,6045,1790,2149,22409, 74, 69,0.42429
545.0,NewMedia14,639108,20286,13783,804169, 63, 74,0.20969
545.9,NewMedia14,107962,2082,1923,131918, 56, 78,0.49263
546.9,NewMedia14,258060,19589,6612,417493, 47, 75,0.40792
547.9,NewMedia14,4211,1520,709,18768, 37, 74,0.50378
548.9,NewMedia14,7197,2206,1998,38791, 34, 81,0.48673
549.9,NewMedia14,5294,2233,2914,27627, 37, 77,0.41584
550.9,NewMedia14,8381,1264,957,19746, 44, 63,0.35441
552.0,NewMedia14,3050,1610,2828,19827, 57, 60,0.47191
552.9,NewMedia14,6363,2949,3126,39882, 63, 69,0.79166
553.9,NewMedia14,17986,7565,1445,68212, 48, 81,0.49429
554.9,NewMedia14,770715,60654,20554,1011708, 50, 75,0.41829
555.9,NewMedia14,668034,5671,4241,771129, 34, 47,0.46908
556.9,NewMedia14,1137241,4694,31730,1489923, 30, 43,0.49273
557.9,NewMedia15,772391,125515,50946,1240879, 47, 43,0.2922
559.0,NewMedia15,399899,9553,5774,547231, 35, 64,0.609
559.9,NewMedia15,2043374,32128,39881,2322193, 50, 87,0.50658
560.9,NewMedia15,4395,2448,3097,24729, 56, 81,0.5335
561.9,NewMedia15,153548,3576,2805,187767, 53, 78,0.45781
563.0,NewMedia15,12289,1287,3156,47604, 61, 69,0.30012
563.9,NewMedia15,58720,820,2082,87038, 53, 74,0.53456
564.9,NewMedia15,793310,14867,8450,952766, 43, 64,0.50634
565.9,NewMedia15,6133,4109,3827,35641, 48, 64,0.5617
566.9,NewMedia15,463456,27900,37468,627161, 60, 75,0.47009
567.9,NewMedia15,27029,6673,3970,66566, 63, 80,0.58148
568.9,NewMedia15,4769,1654,3105,25425, 74, 91,0.51112
570.0,NewMedia15,31410,1242,2768,47939, 77, 94,0.44295
570.9,NewMedia15,7384,2300,1907,29619, 64, 87,0.58365
571.9,NewMedia15,7600,2361,840,20431, 63, 87,0.48987
572.9,NewMedia15,66084,3126,2180,106580, 51, 80,0.52395
573.9,NewMedia15,1728,2580,2183,43106, 38, 74,0.48771
574.9,NewMedia15,3854,2803,2939,18837, 50, 66,0.49287
575.9,NewMedia15,16361,4798,1769,41859, 48, 74,0.59063
577.0,NewMedia15,3833,1567,4539,18129, 69, 78,0.49739
577.9,NewMedia15,44457,4703,2304,70516, 77, 88,0.49433
578.9,NewMedia15,30354,3983,2763,62769, 64, 100,0.47467
579.9,NewMedia15,10548,2528,2374,31111, 69, 96,0.43931
580.9,NewMedia15,7088,1966,3383,32755, 57, 90,0.51282
581.9,NewMedia15,22534,2929,2071,52427, 54, 84,0.49802
582.9,NewMedia15,14923,1562,3335,43826, 57, 83,0.56153
584.0,NewMedia15,1116,3842,1765,19200, 57, 74,0.52917
584.9,NewMedia15,71818,1663,894,102116, 43, 81,0.40754
585.9,NewMedia15,512560,36716,8916,804688, 35, 75,0.42076
586.9,NewMedia15,228293,12235,3042,274754, 29, 63,0.53318
588.0,NewMedia15,242929,3206,1425,373755, 4, 40,0.44481
588.9,NewMedia15,27764,1957,2339,56706, 16, 27,0.47023
589.9,NewMedia15,34529,4474,3687,68977, 29, 27,0.23549
590.9,NewMedia15,758,1575,1861,15686, 37, 34,0.45051
591.9,NewMedia15,27613,1980,2255,46582, 63, 57,0.49093
592.9,NewMedia15,112625,3328,1338,157260, 53, 60,0.4998
593.9,NewMedia15,7562,1673,1689,26521, 51, 74,0.51747
595.0,NewMedia15,24734,4753,2343,43896, 53, 84,0.4318
595.9,NewMedia15,868,4368,1772,15814, 54, 88,0.50611
596.9,NewMedia15,22093,510,1792,52410, 60, 80,0.47903
597.9,NewMedia15,96138,2732,1559,138452, 51, 75,0.49015
598.9,NewMedia15,74015,583,212,83186, 30, 64,0.46215
599.9,NewMedia15,6353,2352,1313,23690, 24, 67,0.41863
600.9,NewMedia15,5146,2510,2639,23964, 35, 78,0.41945
602.0,NewMedia15,46871,6924,1415,88344, 35, 77,0.4924
602.9,NewMedia15,22003,4592,2203,49109, 50, 77,0.65372
603.9,NewMedia15,6873,1517,1357,24317, 50, 81,0.44744
604.9,NewMedia15,8881,1817,1449,20183, 51, 88,0.47055
606.0,NewMedia15,43685,8940,1388,75336, 54, 81,0.7951
606.9,NewMedia15,68442,1473,3946,84220, 66, 87,0.45742
607.9,NewMedia15,5426,1597,5937,30037, 78, 75,0.82051
608.9,NewMedia15,2090759,28821,28957,2790811, 61, 66,0.46107
609.9,NewMedia15,298613,4394,489,315958, 57, 70,0.0
610.9,NewMedia15,2572020,78006,59674,3782065, 38, 61,0.63725
611.9,NewMedia15,1014909,12696,17117,1230260, 26, 75,0.50422
613.0,NewMedia15,968288,15607,12510,1286045, 26, 77,0.22622
613.9,NewMedia15,5779,2868,4310,34913, 41, 83,0.57754
614.9,NewMedia15,93305,1812,2398,152882, 40, 100,0.51233
615.9,NewMedia15,932749,26255,21992,1187398, 41, 87,0.59415
616.9,NewMedia15,525837,19425,7363,644541, 48, 88,0.0
618.9,NewMedia15,1352160,94542,53175,2014406, 41, 87,0.42244
620.0,NewMedia15,375026,4469,5850,415684, 54, 81,0.48169
620.9,NewMedia15,282805,30986,16220,397812, 64, 83,0.19977
621.9,NewMedia15,870046,8853,1983,943837, 54, 80,0.49603
622.9,NewMedia15,970200,19448,10394,1144660, 51, 77,0.48273
624.0,NewMedia15,648327,24466,16044,902467, 43, 70,0.47143
624.9,NewMedia15,179457,4240,5042,310769, 23, 60,0.54762
625.9,NewMedia23,966844,38595,45451,2147706, 24, 51,0.0
627.0,NewMedia23,234232,2804,3234,289968, 24, 43,0.0
628.9,NewMedia23,878914,6998,5711,930136, 29, 43,0.0
629.9,NewMedia23,1377668,71697,25080,1658166, 41, 47,0.0
631.0,NewMedia23,1102498,45546,8540,1403939, 41, 54,0.15671
631.9,NewMedia23,275380,5284,9067,449512, 40, 37,0.19107
632.9,NewMedia23,877699,13822,7442,1126929, 26, 35,0.42259
633.9,NewMedia23,66313,223,583,78294, 17, 40,0.68487
634.9,NewMedia23,30938,1767,16908,85626, 44, 38,0.15071
