time,MEDIA_ID,delta,beta1,beta2,totalPower,attention,meditation,FPOGX
1450.9,NewMedia5,424612,3461,5985,605317, 34, 54,0.43463
1451.9,NewMedia5,6645,1889,1437,28469, 27, 56,0.0
1452.9,NewMedia5,716484,46827,15779,1027730, 20, 53,0.23483
1454.0,NewMedia5,1033006,14952,5181,1648784, 3, 40,0.33623
1454.9,NewMedia5,30434,1322,4196,91830, 13, 50,0.55973
1455.9,NewMedia5,51500,1056,1654,69134, 17, 41,0.22879
1456.9,NewMedia5,14092,2114,942,33387, 20, 29,0.62234
1457.9,NewMedia5,3599,718,1076,14884, 43, 43,0.40812
1459.0,NewMedia5,16264,7924,1752,57196, 40, 41,0.54622
1459.9,NewMedia5,18454,4610,2413,47807, 40, 53,0.33537
1460.9,NewMedia5,826,1298,870,14481, 41, 67,0.51611
1461.9,NewMedia5,6905,1653,2216,18932, 47, 53,0.26637
1462.9,NewMedia5,16860,2210,1618,28929, 57, 44,0.47341
1463.9,NewMedia5,9610,1500,1439,25570, 60, 48,0.0
1464.9,NewMedia5,4234,5663,3078,29110, 66, 54,0.41769
1466.0,NewMedia5,856132,28953,13059,1004810, 57, 69,0.63972
1466.9,NewMedia5,2513,643,1887,9822, 66, 69,0.41398
1467.9,NewMedia5,25520,3906,1791,60732, 60, 74,0.64351
1468.9,NewMedia5,12078,778,1759,22186, 63, 61,0.63829
1470.0,NewMedia5,66663,3757,3538,107060, 61, 51,0.63342
1470.9,NewMedia5,87969,5010,1209,128792, 38, 56,0.53213
1471.9,NewMedia5,3038,1607,1898,16086, 48, 50,0.28301
1472.9,NewMedia5,26672,2922,1544,50444, 38, 61,0.6756
1473.9,NewMedia5,172806,24738,12118,265972, 47, 57,0.23355
1474.9,NewMedia5,313812,30539,5671,545178, 44, 63,0.55603
1475.9,NewMedia5,63250,35273,12719,191123, 43, 54,0.0
1477.0,NewMedia5,388754,17138,9933,627410, 38, 43,0.2511
1477.9,NewMedia5,75496,4169,1248,118554, 21, 48,0.22929
1478.9,NewMedia5,30984,3900,2624,55355, 35, 48,0.0
1479.9,NewMedia5,35175,2767,3713,55632, 40, 57,0.50826
1480.9,NewMedia5,9068,4781,2736,29554, 51, 67,0.38752
1481.9,NewMedia5,21190,3356,1884,39223, 64, 80,0.25625
1482.9,NewMedia5,145551,19055,15406,251982, 67, 77,0.5022
1484.0,NewMedia5,129050,4278,2204,163593, 57, 80,0.37091
1484.9,NewMedia5,4914,513,1213,12890, 61, 81,0.3355
1485.9,NewMedia5,28229,4929,1338,63127, 50, 77,0.33836
1486.9,NewMedia5,14168,2036,1122,45848, 37, 77,0.56307
1487.9,NewMedia5,2358,1074,1038,13010, 41, 74,0.3324
1488.9,NewMedia5,3860,2305,1334,22749, 30, 53,0.35865
1489.9,NewMedia5,49457,5226,2061,82995, 38, 50,0.0
1490.9,NewMedia5,10613,1403,2227,22315, 54, 44,0.41851
1491.9,NewMedia5,17424,3322,5076,60558, 54, 48,0.33924
1492.9,NewMedia5,3151,3541,5111,22413, 67, 63,0.41137
1493.9,NewMedia5,58459,2503,2337,91340, 67, 74,0.0
1494.9,NewMedia5,234783,9886,17157,443334, 57, 69,0.65521
1495.9,NewMedia5,11543,1038,2050,20121, 70, 63,0.52474
1496.9,NewMedia5,112758,6041,3810,225940, 50, 64,0.26438
1497.9,NewMedia5,53517,6330,3837,108647, 48, 53,0.0
1498.9,NewMedia5,156097,8955,4033,212907, 48, 44,0.39292
1499.9,NewMedia5,1753,3061,2344,14479, 43, 43,0.52953
1500.9,NewMedia5,51620,4153,2665,86590, 51, 43,0.28606
1502.0,NewMedia5,61931,21469,26550,205180, 61, 44,0.36858
1502.9,NewMedia5,69770,5182,2146,141137, 53, 56,0.3293
1503.9,NewMedia5,1086518,18354,8757,1289820, 37, 54,0.46205
1504.9,NewMedia5,173070,3974,4240,206444, 41, 50,0.4837
1505.9,NewMedia5,3124,1257,539,11862, 34, 47,0.25498
1506.9,NewMedia5,13364,2233,1802,40771, 40, 56,0.27817
1507.9,NewMedia5,171202,2129,2401,191271, 51, 51,0.45344
1509.0,NewMedia5,45061,5224,5096,82625, 51, 48,0.35056
1509.9,NewMedia5,1126005,12313,10884,1372437, 47, 47,0.28712
1510.9,NewMedia5,1587726,16576,14028,1701166, 51, 43,0.30613
1511.9,NewMedia5,36227,2018,838,69851, 37, 50,0.38484
1512.9,NewMedia5,1614629,6462,11276,1752021, 29, 50,0.42178
1513.9,NewMedia5,390313,2249,3257,461157, 29, 47,0.48741
1514.9,NewMedia5,260838,11643,4359,331896, 24, 44,0.32112
1515.9,NewMedia5,49143,1146,2241,103140, 27, 56,0.35014
1516.9,NewMedia5,99955,6492,3492,143078, 27, 57,0.29933
1518.0,NewMedia5,17707,3208,1141,43773, 29, 67,0.35419
1518.9,NewMedia5,53101,1217,500,65963, 24, 69,0.28756
1520.0,NewMedia5,142592,2403,1336,165858, 27, 75,0.42234
1520.9,NewMedia5,12207,3793,1748,46027, 24, 67,0.43619
1521.9,NewMedia5,723541,22645,16043,916800, 30, 64,0.36628
1522.9,NewMedia5,19765,733,3187,44293, 41, 41,0.30067
1523.9,NewMedia5,2086024,25916,25556,2427251, 43, 23,0.4712
1524.9,NewMedia5,882141,3113,4160,915544, 50, 35,0.61851
1525.9,NewMedia5,387067,10735,3610,434373, 50, 29,0.45339
1527.0,NewMedia5,814,1584,1047,13983, 47, 54,0.38586
1527.9,NewMedia5,61465,11555,9142,236362, 44, 66,0.38041
1528.9,NewMedia5,18225,1543,2489,61440, 37, 78,0.35658
1529.9,NewMedia5,9738,679,1225,19577, 40, 88,0.44609
1530.9,NewMedia5,207714,5655,9305,279947, 44, 74,0.64764
1531.9,NewMedia5,98478,4739,1091,119479, 48, 67,0.76014
1532.9,NewMedia5,71456,9038,5957,174954, 50, 54,0.66963
1534.0,NewMedia5,106196,12292,3106,194340, 38, 47,0.38603
1534.9,NewMedia5,58948,1244,995,81424, 26, 43,0.55794
1535.9,NewMedia5,5577,1670,1930,16076, 38, 30,0.26637
1536.9,NewMedia21,12513,1718,2168,29575, 47, 38,0.32594
1537.9,NewMedia21,4773,1318,1623,12152, 66, 35,0.2639
1538.9,NewMedia21,89627,1676,1518,114756, 67, 51,0.44281
1539.9,NewMedia21,5477,12890,3253,71379, 54, 64,0.56622
1540.9,NewMedia21,180732,2076,1632,216420, 43, 63,0.70441
1541.9,NewMedia21,90788,1408,915,113159, 26, 67,0.61472
1542.9,NewMedia21,3019,1525,1821,13925, 38, 60,0.0
1543.9,NewMedia21,186756,7532,8462,345978, 37, 57,0.74668
1545.0,NewMedia21,90310,1922,5650,162358, 41, 40,0.44373
1545.9,NewMedia21,3816,2247,906,16703, 48, 47,0.32574
1546.9,NewMedia21,5459,1089,1711,18066, 44, 53,0.41059
1547.9,NewMedia21,92436,2280,1431,113656, 48, 50,0.0
1548.9,NewMedia21,25086,5102,1632,59140, 44, 64,0.50137
1549.9,NewMedia21,37478,3226,1220,68800, 37, 61,0.4052
1550.9,NewMedia21,18903,1542,1060,57745, 21, 53,0.0
1552.0,NewMedia21,1105,3019,1221,18953, 23, 60,0.37636
1552.9,NewMedia21,3359,1012,1293,19049, 27, 64,0.44503
1553.9,NewMedia21,197721,7275,10783,260162, 43, 63,0.47919
1554.9,NewMedia21,17057,2245,1157,40459, 48, 75,0.35153
1555.9,NewMedia21,2273,1864,980,13517, 50, 77,0.64926
1556.9,NewMedia21,551,565,1244,9945, 54, 83,0.50293
1557.9,NewMedia21,52201,5766,2504,82655, 47, 77,0.57584
1559.0,NewMedia21,514736,3909,7691,588947, 53, 83,0.55674
1559.9,NewMedia21,8532,454,1801,22755, 54, 77,0.59619
1560.9,NewMedia21,85592,1385,2234,113780, 50, 67,0.48531
1561.9,NewMedia21,19089,979,1099,48581, 43, 66,0.64677
1563.0,NewMedia21,2140,2257,1575,33622, 35, 51,0.51085
1563.9,NewMedia21,71109,3102,2816,106016, 30, 57,0.49666
1564.9,NewMedia21,7602,2179,1817,23465, 37, 57,0.48283
1566.0,NewMedia21,549322,19820,5582,680884, 38, 75,0.13666
1566.9,NewMedia21,9292,1635,1110,22709, 43, 90,0.1165
1567.9,NewMedia21,8752,2290,1269,31862, 38, 90,0.50939
1568.9,NewMedia21,2954,1485,1326,15411, 38, 87,0.46935
1570.0,NewMedia21,66073,6371,1551,103828, 40, 78,0.42007
1570.9,NewMedia21,106704,23815,17650,245090, 44, 74,0.47082
1571.9,NewMedia21,10766,664,974,34964, 43, 77,0.45009
1572.9,NewMedia21,1015364,9190,10467,1077389, 48, 87,0.16412
1573.9,NewMedia21,232380,13382,9091,375228, 50, 84,0.81818
1574.9,NewMedia21,91216,8436,7986,185211, 47, 74,0.6582
1575.9,NewMedia21,38051,4087,4733,62348, 63, 56,0.39051
1576.9,NewMedia21,14147,1519,2069,33036, 57, 43,0.37436
1577.9,NewMedia21,50362,2274,2713,88733, 57, 48,0.36696
1578.9,NewMedia21,6316,2380,1522,31452, 54, 51,0.4114
1579.9,NewMedia21,117294,21315,9015,345720, 38, 75,0.5044
1580.9,NewMedia21,13845,1729,2004,27780, 40, 81,0.51271
1581.9,NewMedia21,7409,1514,3985,19812, 57, 70,0.34827
1582.9,NewMedia21,1320,1010,1316,15390, 63, 69,0.40558
1583.9,NewMedia21,717721,10809,10292,807645, 74, 51,0.32865
1584.9,NewMedia21,12475,4253,941,41030, 60, 53,0.37881
1585.9,NewMedia21,68634,6053,4598,183065, 37, 60,0.0
1586.9,NewMedia21,15933,1241,1286,44887, 29, 64,0.30828
1588.0,NewMedia16,448936,8295,5863,575091, 21, 66,0.29997
1588.9,NewMedia16,951562,14513,8432,1036512, 30, 67,0.6315
1589.9,NewMedia16,77744,5909,2679,126998, 35, 56,0.5359
1590.9,NewMedia16,35929,1542,2136,60887, 41, 57,0.38975
1591.9,NewMedia16,145659,4089,3469,217602, 41, 51,0.5723
1592.9,NewMedia16,189298,4424,2651,225985, 37, 47,0.5414
1593.9,NewMedia16,5441,338,2286,24361, 43, 56,0.45676
1594.9,NewMedia16,175747,5290,3611,203912, 48, 51,0.37903
1595.9,NewMedia16,95198,2149,2087,147486, 47, 56,0.35692
1596.9,NewMedia16,106734,2261,2539,136155, 48, 60,0.2902
1597.9,NewMedia16,10762,1028,3554,42544, 47, 60,0.73841
1599.0,NewMedia16,1194,1809,1057,15224, 41, 56,0.36934
1599.9,NewMedia16,88060,4755,3653,126119, 51, 57,0.53431
1600.9,NewMedia16,2781,764,1021,12970, 51, 69,0.38808
1601.9,NewMedia8,4336,2528,2977,18151, 61, 51,0.0
1602.9,NewMedia8,48929,6661,2471,121473, 51, 53,0.0
1603.9,NewMedia8,858706,17504,17647,1065008, 50, 44,0.40987
1604.9,NewMedia8,44534,2497,1525,85497, 40, 35,0.32326
1606.0,NewMedia8,29600,1661,1475,56310, 26, 37,0.40925
1606.9,NewMedia8,37931,1554,1328,49674, 43, 50,0.50866
1607.9,NewMedia8,251034,16427,20339,399613, 48, 56,0.65777
1608.9,NewMedia8,43388,2493,2713,63538, 61, 60,0.0
1609.9,NewMedia8,114475,1540,2194,148247, 61, 77,0.31799
1610.9,NewMedia8,388688,3756,1650,453666, 41, 63,0.0
1611.9,NewMedia8,28642,1338,3960,74343, 37, 53,0.69354
1612.9,NewMedia8,496628,65106,13044,744869, 29, 40,0.68208
1614.9,NewMedia8,1167219,84123,36908,1721595, 29, 40,0.73161
1615.9,NewMedia8,651195,2723,2211,673113, 44, 48,0.66822
1616.9,NewMedia8,1278057,14857,12868,1416378, 44, 51,0.64724
1617.9,NewMedia8,121541,2031,784,133697, 47, 60,0.0
1618.9,NewMedia8,1001,4459,3197,32964, 50, 61,0.43744
1619.9,NewMedia8,87643,2956,1758,108206, 50, 54,0.58688
1620.9,NewMedia8,9834,1840,1638,35417, 44, 63,0.66684
1621.9,NewMedia8,72741,3032,783,85709, 44, 53,0.64064
1622.9,NewMedia8,3809,3979,1860,18671, 48, 41,0.63714
1623.9,NewMedia8,79863,12203,7146,183712, 47, 44,0.29632
1624.9,NewMedia8,11468,3092,2405,56445, 44, 40,0.27986
1625.9,NewMedia8,50893,3254,4516,84915, 51, 53,0.60001
1626.9,NewMedia8,74662,2177,1886,97842, 44, 64,0.75171
1627.9,NewMedia8,94872,2121,1286,120963, 41, 74,0.74778
1628.9,NewMedia8,324910,23970,7054,412055, 48, 84,0.54765
1629.9,NewMedia8,47705,7595,1503,126880, 29, 75,0.41672
1631.0,NewMedia8,243483,23930,12367,421871, 27, 69,0.75264
1631.9,NewMedia8,14064,3643,1074,28570, 34, 70,0.56916
1632.9,NewMedia8,93776,6777,3877,140879, 34, 60,0.6646
1633.9,NewMedia8,9735,1028,1896,38690, 43, 57,0.56198
1634.9,NewMedia8,3287,896,1555,16993, 48, 47,0.33519
1635.9,NewMedia8,158370,7465,2556,223918, 40, 29,0.66809
1636.9,NewMedia8,7543,1484,1470,25546, 38, 44,0.69222
1638.0,NewMedia8,98028,4995,2082,126331, 41, 43,0.35135
1638.9,NewMedia8,5030,1435,1727,20402, 41, 57,0.42395
1639.9,NewMedia8,8214,6461,4417,42940, 53, 67,0.53231
1640.9,NewMedia8,6940,976,1262,14580, 64, 51,0.291
1641.9,NewMedia8,1282,1665,689,14614, 61, 54,0.35257
1642.9,NewMedia8,100723,3775,545,119077, 50, 38,0.33961
1643.9,NewMedia8,1894,1944,1119,19427, 43, 43,0.32394
1644.9,NewMedia8,42501,5602,1891,65662, 35, 60,0.68614
1645.9,NewMedia8,23518,1567,1861,46340, 38, 64,0.69589
1646.9,NewMedia8,98610,3297,3335,121755, 51, 66,0.32481
1647.9,NewMedia8,333189,5353,9708,385204, 61, 63,0.69249
1649.0,NewMedia8,118304,4989,4218,161145, 61, 41,0.31611
1649.9,NewMedia8,32189,2253,2291,48456, 67, 44,0.39455
1650.9,NewMedia8,2327,3889,4150,30687, 67, 54,0.33246
1651.9,NewMedia8,2622,2227,935,16059, 60, 60,0.44782
1652.9,NewMedia8,198954,9867,1316,259961, 47, 67,0.30224
1653.9,NewMedia8,4782,1473,924,14039, 44, 64,0.26598
1654.9,NewMedia8,8316,9339,1614,66935, 27, 70,0.23087
1655.9,NewMedia8,10218,1637,1404,30155, 26, 66,0.42533
1656.9,NewMedia8,24449,5722,872,46147, 34, 75,0.0
1657.9,NewMedia8,7381,2452,1435,14989, 41, 75,0.38196
1658.9,NewMedia8,83246,2983,1728,139030, 41, 50,0.69401
1659.9,NewMedia8,1233,1060,1079,12255, 47, 44,0.25361
1660.9,NewMedia8,14662,4161,916,54070, 40, 50,0.43947
1661.9,NewMedia8,3048,1606,1947,20219, 30, 48,0.30462
1662.9,NewMedia8,2219,998,1151,12953, 43, 81,0.69107
1663.9,NewMedia8,8343,609,1249,18765, 43, 81,0.59101
1664.9,NewMedia8,3980,1005,639,8508, 63, 70,0.64745
1665.9,NewMedia8,38862,7055,1324,82566, 51, 74,0.35261
1666.9,NewMedia8,151603,9047,4150,211590, 48, 61,0.56673
1667.9,NewMedia8,163213,7135,2133,262291, 34, 57,0.46865
1668.9,NewMedia8,44652,4165,4222,86001, 27, 61,0.35206
1669.9,NewMedia8,7121,2708,436,16841, 35, 69,0.67843
1670.9,NewMedia8,36290,12892,3747,153007, 27, 78,0.50797
1671.9,NewMedia8,46793,5018,2305,100791, 34, 69,0.43585
1672.9,NewMedia8,13955,1725,2018,31268, 34, 66,0.38367
1674.0,NewMedia8,2155,1565,993,11537, 40, 47,0.36483
1674.9,NewMedia8,70318,6628,1160,233500, 27, 37,0.35975
1675.9,NewMedia8,1768918,21870,11900,2420497, 20, 37,0.36263
1676.9,NewMedia8,153734,3111,2808,197359, 14, 40,0.68782
1678.0,NewMedia8,12368,2544,1785,26278, 16, 47,0.62331
1678.9,NewMedia8,32127,3766,1319,54880, 35, 41,0.35744
1679.9,NewMedia8,8768,1602,1336,23742, 50, 53,0.30529
1680.9,NewMedia8,41759,5025,5780,120204, 51, 66,0.6894
1681.9,NewMedia8,133031,4466,1401,180563, 38, 69,0.35424
1682.9,NewMedia8,270535,28317,7791,475867, 35, 80,0.7066
1683.9,NewMedia8,52484,655,892,57293, 43, 69,0.44904
1684.9,NewMedia8,162712,2633,1291,178205, 47, 37,0.23459
1685.9,NewMedia8,51544,5442,1413,108604, 44, 43,0.26382
1686.9,NewMedia8,10977,3157,1062,44619, 43, 41,0.2535
1687.9,NewMedia8,4984,1733,1348,30728, 29, 56,0.43715
1688.9,NewMedia8,7159,1208,705,17297, 27, 80,0.69529
1689.9,NewMedia8,121184,2589,1730,172800, 29, 70,0.66976
1690.9,NewMedia8,12890,1048,1257,27172, 38, 66,0.68264
1692.0,NewMedia8,150342,5205,3435,223050, 37, 61,0.33629
1692.9,NewMedia8,813,641,1006,7504, 41, 51,0.36126
1693.9,NewMedia8,4082,5990,1784,67186, 40, 69,0.3162
1694.9,NewMedia8,437980,29119,16878,802820, 35, 66,0.64641
1695.9,NewMedia8,7890,1031,1061,16781, 47, 66,0.56176
1696.9,NewMedia8,6529,2230,1247,19201, 43, 77,0.74275
1697.9,NewMedia8,18511,3317,3626,53150, 54, 69,0.33012
1698.9,NewMedia8,64267,1248,959,114576, 47, 69,0.62401
1699.9,NewMedia8,1488724,4362,6745,1727086, 29, 70,0.0
1700.9,NewMedia8,280384,13944,25622,611667, 26, 61,0.33158
1701.9,NewMedia8,125257,23065,11462,278305, 24, 47,0.38335
1702.9,NewMedia8,3841,1523,2639,21696, 44, 51,0.66155
1703.9,NewMedia8,19008,6729,1421,70549, 44, 56,0.38824
1704.9,NewMedia8,2582,1381,1083,15541, 48, 56,0.3552
1705.9,NewMedia8,8462,1795,1590,17531, 56, 61,0.33658
1706.9,NewMedia8,6643,2039,879,18122, 50, 66,0.62006
1707.9,NewMedia8,24621,3303,1704,70567, 51, 64,0.67822
1708.9,NewMedia8,438469,2646,1040,469271, 43, 60,0.6423
1709.9,NewMedia8,5164,4130,2492,34019, 35, 61,0.34876
1710.9,NewMedia8,426816,107656,19799,1029053, 26, 54,0.71513
1711.9,NewMedia8,61736,3173,1657,90006, 30, 53,0.64494
1712.9,NewMedia8,80243,19247,11854,231755, 40, 75,0.68815
1713.9,NewMedia8,267475,3827,1613,312058, 30, 64,0.62834
1714.9,NewMedia8,7502,4764,843,61094, 24, 66,0.71649
1715.9,NewMedia1,3287,1390,1617,11674, 37, 64,0.22111
1717.0,NewMedia1,5596,1037,1359,25201, 35, 63,0.50641
1717.9,NewMedia1,141291,25449,13390,250481, 48, 77,0.52926
1718.9,NewMedia1,6506,2714,1315,32209, 57, 81,0.68045
1719.9,NewMedia1,642562,52488,7115,806391, 44, 83,0.3221
1720.9,NewMedia1,1329496,18641,19341,1821009, 40, 67,0.21612
1721.9,NewMedia1,36685,4514,3917,79840, 37, 61,0.40012
1722.9,NewMedia1,908821,27328,15857,1152087, 38, 54,0.0
1723.9,NewMedia1,145836,29278,27807,407669, 43, 56,0.25334
1724.9,NewMedia1,134256,7728,1213,199466, 38, 56,0.23249
1726.0,NewMedia1,21977,1648,3154,40974, 43, 57,0.39832
1726.9,NewMedia1,252549,1500,1629,271768, 44, 51,0.34845
1727.9,NewMedia1,3277,1450,1425,25057, 40, 54,0.28152
1728.9,NewMedia1,45846,3087,1866,63919, 56, 63,0.35527
1729.9,NewMedia1,2352,3680,809,16354, 48, 51,0.35726
1730.9,NewMedia1,4867,1043,1482,12587, 57, 67,0.27724
1731.9,NewMedia1,175242,5196,3319,211899, 61, 69,0.41263
1732.9,NewMedia1,7470,2251,2528,24053, 64, 66,0.49677
1733.9,NewMedia1,5880,480,1148,13493, 70, 70,0.21623
1735.0,NewMedia1,7997,5397,1598,48551, 56, 63,0.36192
1735.9,NewMedia1,4065,825,1427,15226, 60, 54,0.27453
1736.9,NewMedia1,8572,874,898,17162, 56, 60,0.39757
1737.9,NewMedia1,4136,2681,796,14181, 53, 69,0.23846
1738.9,NewMedia1,19715,3188,1956,35000, 66, 70,0.0
1739.9,NewMedia1,1395,1722,1430,22483, 60, 63,0.28157
1740.9,NewMedia1,3325,1033,869,12510, 57, 69,0.22816
1742.0,NewMedia1,107367,6055,5402,165099, 56, 51,0.44174
1742.9,NewMedia1,152354,7083,5332,327934, 41, 44,0.28637
1743.9,NewMedia1,13687,1090,1977,21495, 56, 56,0.33336
1744.9,NewMedia1,189508,4411,1946,247015, 47, 26,0.22875
1745.9,NewMedia1,11826,781,1517,19740, 54, 34,0.32686
1746.9,NewMedia1,515308,7892,7765,637058, 61, 20,0.29901
1747.9,NewMedia1,96802,3216,2431,157968, 41, 13,0.21453
1748.9,NewMedia1,10785,848,1087,19035, 54, 38,0.0
1749.9,NewMedia1,82370,861,1046,99684, 43, 41,0.22784
1750.9,NewMedia1,96680,2239,1562,117843, 44, 56,0.21797
1751.9,NewMedia1,85682,3944,1278,118156, 44, 61,0.30881
1753.0,NewMedia1,8955,1620,1243,26297, 40, 61,0.231
1753.9,NewMedia1,888,1459,1279,10111, 48, 66,0.0
1754.9,NewMedia1,3302,674,1387,18674, 50, 78,0.23672
1755.9,NewMedia1,89226,5638,2465,136866, 51, 64,0.41631
1756.9,NewMedia1,563434,5916,7813,653118, 53, 60,0.2229
1757.9,NewMedia1,115969,8120,3677,221411, 38, 43,0.21755
1758.9,NewMedia1,14490,3170,1536,41854, 35, 37,0.23379
1759.9,NewMedia1,4345,2304,1091,18182, 40, 60,0.20896
1760.9,NewMedia1,37297,4643,3442,55964, 50, 57,0.0
1761.9,NewMedia1,5487,567,1417,16558, 61, 75,0.28951
1762.9,NewMedia1,49193,5114,7389,162463, 61, 81,0.32556
1763.9,NewMedia1,7812,2582,1908,29458, 63, 67,0.24819
1764.9,NewMedia1,6142,2771,1921,23418, 56, 69,0.34513
1765.9,NewMedia1,86387,3994,3483,143976, 50, 53,0.27276
1767.0,NewMedia1,2832,2421,1767,14797, 60, 53,0.2102
1767.9,NewMedia1,26017,5288,3080,73805, 56, 60,0.27291
1768.9,NewMedia1,4615,938,1569,9156, 69, 53,0.36212
1769.9,NewMedia1,46230,2150,2573,106897, 66, 57,0.27815
1770.9,NewMedia1,22741,3773,2595,68226, 56, 48,0.41447
1771.9,NewMedia1,61371,15250,9164,150177, 61, 50,0.33076
1772.9,NewMedia1,13803,1075,1155,21908, 50, 53,0.41392
1774.0,NewMedia1,5582,786,1368,17319, 57, 53,0.42073
1774.9,NewMedia1,80336,4836,2445,127132, 57, 64,0.43246
1775.9,NewMedia1,22147,2672,1739,47038, 53, 57,0.42663
1776.9,NewMedia1,713,2014,1271,14338, 48, 51,0.70294
1778.0,NewMedia1,81909,5585,1643,120725, 40, 57,0.45818
1778.9,NewMedia1,12942,1195,1326,23782, 48, 57,0.23689
1779.9,NewMedia1,3294,1435,817,16220, 48, 43,0.56443
1780.9,NewMedia1,292309,6042,2537,398819, 35, 63,0.36894
1781.9,NewMedia1,1319,1068,664,11506, 40, 67,0.33858
1782.9,NewMedia1,31884,4531,1476,57036, 34, 60,0.2401
1783.9,NewMedia6,364880,8448,7751,441916, 38, 80,0.20379
1785.0,NewMedia6,3178,2968,919,23416, 44, 67,0.23441
1785.9,NewMedia6,325221,43960,13102,538815, 43, 74,0.35947
1786.9,NewMedia6,14755,1144,1505,24357, 53, 75,0.47443
1787.9,NewMedia6,53137,4513,1148,101754, 38, 57,0.26374
1788.9,NewMedia6,6694,705,1090,22347, 41, 41,0.17807
1789.9,NewMedia6,76642,2986,1760,120361, 37, 23,0.18789
1790.9,NewMedia6,1712018,12457,26361,2251183, 23, 13,0.38006
1791.9,NewMedia6,1334803,5512,3442,1442309, 26, 3,0.421
1792.9,NewMedia6,34615,5377,8143,110012, 29, 30,0.34823
1793.9,NewMedia6,1241339,16657,13131,1431104, 35, 54,0.48095
1794.9,NewMedia6,554354,19743,18110,719147, 43, 53,0.22213
1796.9,NewMedia6,970562,63400,25780,1369553, 50, 83,0.4645
1797.9,NewMedia6,1333998,20255,35862,1499149, 57, 57,0.51533
1798.9,NewMedia6,261981,14250,9088,507610, 51, 34,0.58515
1799.9,NewMedia6,1311462,11633,6769,1462335, 43, 48,0.27546
1800.9,NewMedia6,32003,1154,831,63409, 35, 56,0.43642
1801.9,NewMedia6,642812,6148,4913,825818, 14, 69,0.58598
1803.0,NewMedia6,1580768,107560,26297,1901692, 24, 77,0.63846
1803.9,NewMedia6,1502779,5620,3922,1672098, 20, 63,0.0
1804.9,NewMedia6,1392770,20393,6299,1557241, 23, 50,0.20668
1805.9,NewMedia6,2258663,14428,9996,2486824, 27, 56,0.42084
1806.9,NewMedia6,71484,3709,1819,106092, 21, 60,0.52435
1807.9,NewMedia6,85622,1268,1024,98566, 34, 67,0.7613
1808.9,NewMedia6,43835,2884,803,69496, 30, 67,0.25989
1809.9,NewMedia6,4849,1061,857,13759, 40, 60,0.27752
1810.9,NewMedia6,23523,3789,1738,50160, 43, 69,0.5263
1811.9,NewMedia6,3902,574,917,19505, 40, 70,0.61773
1812.9,NewMedia6,6810,2465,1507,36337, 44, 74,0.30793
1813.9,NewMedia6,14498,4635,2824,43665, 43, 80,0.16596
1814.9,NewMedia6,4257,1879,2729,14343, 60, 63,0.29965
1815.9,NewMedia6,234044,15230,8389,305067, 66, 48,0.42366
1816.9,NewMedia6,3699,663,1512,12880, 78, 50,0.19293
1817.9,NewMedia6,4305,1431,2188,19594, 81, 41,0.56381
1818.9,NewMedia6,5245,373,1300,16973, 70, 38,0.23161
1819.9,NewMedia6,4128,1554,1033,19998, 64, 60,0.29749
1821.0,NewMedia6,41987,4545,854,65665, 51, 60,0.18106
1821.9,NewMedia6,926,1019,1041,11506, 48, 63,0.18089
1822.9,NewMedia6,12189,1299,1790,28384, 47, 74,0.41655
1823.9,NewMedia6,392417,18497,7608,463591, 53, 66,0.19182
1824.9,NewMedia6,10438,1510,1473,23262, 61, 70,0.42224
1825.9,NewMedia6,80456,1736,2013,105760, 57, 78,0.61108
1826.9,NewMedia6,3048,1331,763,16516, 53, 66,0.20057
1827.9,NewMedia6,124615,7486,2315,175150, 44, 67,0.31943
1828.9,NewMedia6,2104963,12955,10419,2611508, 27, 38,0.26844
1829.9,NewMedia6,39795,6812,6201,78763, 38, 34,0.53269
1830.9,NewMedia6,3772,2099,2592,22732, 47, 40,0.63332
1831.9,NewMedia6,55020,2699,3068,83324, 53, 48,0.73305
1832.9,NewMedia6,37343,2309,3165,74612, 66, 67,0.29198
1833.9,NewMedia6,12076,1046,541,24406, 53, 77,0.17942
1834.9,NewMedia6,95013,2192,1497,114815, 44, 80,0.41406
1835.9,NewMedia6,1915,4005,747,19889, 40, 64,0.39228
1836.9,NewMedia6,5308,1422,2045,21455, 44, 66,0.28306
1837.9,NewMedia6,112320,4722,1657,150319, 43, 54,0.60597
1839.0,NewMedia6,2410,1089,2379,11162, 56, 43,0.1936
1839.9,NewMedia6,2052,2719,1526,15762, 64, 56,0.58529
1840.9,NewMedia6,85224,1600,2352,125637, 56, 64,0.0
1841.9,NewMedia6,1406,1664,2645,11877, 75, 53,0.66096
1842.9,NewMedia6,639,771,842,12781, 61, 78,0.61075
1843.9,NewMedia6,5324,3501,2429,29005, 60, 80,0.2926
1844.9,NewMedia6,34578,2406,3542,72520, 64, 60,0.0
1846.0,NewMedia6,7476,2011,1517,18143, 56, 81,0.29394
1846.9,NewMedia6,2432,348,1079,15974, 57, 64,0.62711
1847.9,NewMedia6,1939,1200,663,11757, 54, 48,0.70764
1848.9,NewMedia6,92731,1324,1207,117613, 50, 57,0.30002
1849.9,NewMedia6,51618,2474,1665,77946, 41, 44,0.54395
1850.9,NewMedia6,49938,1714,1545,76360, 40, 51,0.18342
1851.9,NewMedia6,4348,901,2457,18570, 47, 70,0.37117
