time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,RPD,LPD
100.9,USER_15,NewMedia9,113326,6811,5297,20433,7735,1809,1544,64284,221239,0.45359027027027027,0.20575648648648645,18.921113310810814,21.622642162162162
101.9,USER_15,NewMedia9,126976,3308,6829,3833,1987,777,426,25518,169654,0.4162942657342657,0.09547881118881119,18.505618601398602,21.134426433566436
102.9,USER_15,NewMedia9,18687,7321,1488,1996,1980,1782,563,11918,45735,0.3688076712328768,0.19755089041095894,18.82284684931507,21.176360273972602
103.9,USER_15,NewMedia9,40620,6479,7913,11041,1827,1193,920,34816,104809,0.6851063265306123,0.4820417006802721,20.19200258503401,21.794667482993198
104.9,USER_15,NewMedia9,911419,24946,41703,66630,22919,11592,2361,214804,1296374,0.6868083916083917,0.4287012587412588,20.173036783216787,21.551423636363637
105.9,USER_15,NewMedia9,10525,8988,1512,1190,1234,388,359,7623,31819,0.4446414285714286,0.7480644217687076,19.644524353741495,22.44209775510204
106.9,USER_15,NewMedia9,103426,3000,2437,1384,916,623,526,4614,116926,0.519811554054054,0.7702388513513514,19.080223445945943,22.203120337837838
108.0,USER_15,NewMedia9,136337,11175,9007,3281,7200,1447,378,25080,193905,0.5241713333333334,0.8026358666666668,20.231093733333335,23.20356646666667
108.9,USER_15,NewMedia9,23282,6883,4472,3471,1531,552,339,5040,45570,0.5968330612244896,0.6296644897959183,19.34681925170068,22.12124823129252
109.9,USER_15,NewMedia9,37958,2744,5290,2736,993,1045,268,3682,54716,0.5862757823129252,0.5115831972789116,19.007620816326536,21.230130272108845
110.9,USER_15,NewMedia9,918942,25700,12779,17710,34757,2183,2240,294559,1308870,0.4902097972972973,0.1576335135135135,19.070371216216213,21.656448378378382
111.9,USER_15,NewMedia9,286595,7096,4446,8494,4739,1206,1219,20712,334507,0.3892344295302014,0.1291806711409396,19.124137986577185,21.86219295302013
112.9,USER_15,NewMedia9,10468,9371,6584,633,1642,355,403,10663,40119,0.4269695205479452,0.08435753424657533,20.432006506849316,23.38238404109589
113.9,USER_15,NewMedia9,37779,5264,4284,2810,3472,551,249,16481,70890,0.6102151700680273,0.6345483673469389,19.52564367346939,22.23280986394558
115.0,USER_15,NewMedia9,76670,6054,2117,3088,1848,1282,445,7909,99413,0.6867576351351351,0.4284968918918919,19.815788716216215,21.559415202702702
115.9,USER_15,NewMedia9,45834,61709,55666,29405,13597,5664,9959,91559,313393,0.6153253020134228,0.6028078523489933,19.06884791946309,21.351814295302013
116.9,USER_15,NewMedia9,49353,12980,2770,692,1323,1002,524,13892,82536,0.6615222972972974,0.5065199324324324,20.55552898648649,22.418198175675673
117.9,USER_15,NewMedia9,104885,19299,8314,10733,6761,1001,1170,63961,216124,0.5899995302013423,0.5866035570469799,19.981905838926174,21.935757181208054
118.9,USER_15,NewMedia9,19424,14004,7053,1304,3400,1231,1448,10025,57889,0.3916302,0.7936220666666666,20.737662266666668,23.807599666666665
119.9,USER_15,NewMedia9,460435,8398,16381,10024,4021,4347,1315,85944,590865,0.5011431756756758,0.4788734459459459,20.750574594594593,23.118900608108106
120.9,USER_15,NewMedia15,117370,44568,5111,19697,4285,2927,903,114722,309583,0.4604527777777778,0.40218388888888884,19.59825919191919,21.499637878787876
121.9,USER_15,NewMedia15,53027,7007,3215,4589,1612,1843,406,9414,81113,0.5632133793103449,0.5435436551724138,19.015041586206895,21.277236896551724
122.9,USER_15,NewMedia15,238440,24675,23324,17148,11974,6128,3062,85304,410055,0.54311231292517,0.28296782312925167,18.988280748299317,21.252401020408165
123.9,USER_15,NewMedia15,45422,17886,13445,4587,3046,818,728,8021,93953,0.45902127516778524,0.1905938255033557,18.88298731543624,20.571365100671137
124.9,USER_15,NewMedia15,30222,6508,10076,5400,3783,1923,179,11304,69395,0.5431072602739725,0.16444,19.12731020547945,22.090240273972604
125.9,USER_15,NewMedia15,28997,3957,1442,1729,2038,632,297,4574,43666,0.6647268243243243,0.1395468243243243,18.78555837837838,22.253981891891893
126.9,USER_15,NewMedia15,34756,1501,1428,1248,1172,903,714,9048,50770,0.6275256,0.1553942,19.47995166666667,22.397826066666664
127.9,USER_15,NewMedia15,20858,5436,5112,2073,1034,700,217,8966,44396,0.5879081208053691,0.15348859060402684,19.386386711409394,22.368093221476506
128.9,USER_15,NewMedia15,15522,13108,2485,1792,1506,688,546,22049,57696,0.5890143243243243,0.1257708108108108,19.188675472972974,22.579251148648645
129.9,USER_15,NewMedia15,4129,4727,5452,2499,1427,1002,552,12216,32004,0.4788932214765101,0.2707822818791947,19.024479060402683,22.051914832214766
130.9,USER_15,NewMedia15,9827,4008,4736,1038,1375,504,316,5664,27468,0.43773436241610736,0.27601953020134223,18.702176442953018,20.41429530201342
131.9,USER_15,NewMedia15,8515,16885,1705,3394,1659,742,359,14840,48099,0.6108308053691274,0.24438718120805372,19.455241342281877,22.25511402684564
133.0,USER_15,NewMedia15,270261,6660,1924,1666,1295,281,212,16806,299105,0.6528941610738255,0.22362946308724835,20.225230805369126,22.423664228187917
133.9,USER_15,NewMedia15,17647,3470,2680,682,994,1076,502,4345,31396,0.5678950666666667,0.3030698666666667,20.221104133333334,22.314252466666662
134.9,USER_15,NewMedia15,16200,7056,2017,876,1671,731,301,5130,33982,0.4862754729729729,0.371702027027027,19.194268243243243,21.221881283783784
135.9,USER_15,NewMedia15,9619,5231,7236,2677,2793,1074,664,6525,35819,0.5290125,0.3042608108108108,19.496425000000002,21.3513552027027
136.9,USER_15,NewMedia15,87515,7443,12178,5022,2478,459,412,34319,149826,0.4672320805369128,0.34463932885906046,18.414181812080535,20.395005369127517
137.9,USER_15,NewMedia15,122010,9510,1802,1258,6246,521,603,10416,152366,0.47626371621621627,0.3778516216216216,17.972402905405406,20.350482770270272
138.9,USER_15,NewMedia15,699927,8514,6014,9408,8556,3456,769,54535,791179,0.6166905369127517,0.6634087919463089,17.449357718120808,19.904759932885906
139.9,USER_15,NewMedia15,48210,5706,6941,3060,1745,1075,494,35261,102492,0.46915959731543616,0.42585073825503356,17.97096476510067,19.99454812080537
140.9,USER_15,NewMedia15,16175,2643,10334,3798,3814,2161,233,18927,58085,0.46815419999999996,0.22959953333333336,18.41058813333333,21.288252266666664
141.9,USER_15,NewMedia15,11958,5935,2720,1824,988,503,198,7380,31506,0.4248902068965517,0.2320429655172414,19.25805055172414,21.266498
142.9,USER_15,NewMedia15,31270,5936,3602,2278,2873,948,480,25609,72996,0.48025294520547945,0.23999732876712332,18.09111369863014,21.04979712328767
143.9,USER_15,NewMedia15,35895,4285,2238,3373,2222,1095,549,8289,57946,0.5090753020134228,0.25693979865771815,19.542357248322148,21.93909020134228
144.9,USER_15,NewMedia15,8687,8490,4085,5561,2591,797,285,18441,48937,0.5748561744966443,0.19325785234899326,19.82772154362416,22.04089234899329
145.9,USER_15,NewMedia15,12898,14927,6839,2034,1566,711,306,8541,47822,0.46851648648648647,0.2672264864864865,19.676187364864866,22.117634932432434
146.9,USER_15,NewMedia15,90395,11097,2084,1343,772,472,252,8699,115114,0.4991263758389262,0.2739676510067114,18.86396724832215,21.799892147651008
147.9,USER_15,NewMedia15,6015,23523,18863,2737,1767,1082,447,31578,86012,0.5763406000000001,0.2677982666666667,20.0891412,22.09203706666667
148.9,USER_15,NewMedia15,32288,12685,3015,1956,1003,1151,725,16809,69632,0.4644866216216217,0.41652331081081084,19.368028851351355,20.659285135135136
149.9,USER_15,NewMedia15,27873,3861,6395,2242,2082,1091,622,6223,50389,0.4339772483221477,0.28591241610738255,19.456462080536912,21.079818657718118
151.0,USER_15,NewMedia15,83475,2577,5364,2333,1237,545,217,5154,100902,0.4952097333333333,0.154361,20.413827599999998,23.395667933333335
151.9,USER_15,NewMedia15,42177,8503,11353,2438,1435,1133,935,12811,80785,0.5779262416107382,0.12274953020134231,20.21704577181208,23.057125704697988
152.9,USER_15,NewMedia15,11589,7054,11084,352,5087,1684,599,23336,60785,0.6640893288590604,0.0738871812080537,18.664295167785234,21.827963221476512
153.9,USER_15,NewMedia15,20780,3804,7683,1522,1201,1242,834,11928,48994,0.5247025503355705,0.15531395973154363,18.017030604026846,20.549306107382552
154.9,USER_15,NewMedia15,85481,4574,3792,10148,7305,978,571,61222,174071,0.6153040939597315,0.21402543624161072,20.216005167785237,22.593531342281874
155.9,USER_15,NewMedia15,27280,974,1808,2888,1726,686,541,8562,44465,0.48323671140939595,0.38065342281879194,19.679936040268455,21.46894241610738
156.9,USER_15,NewMedia15,63963,10663,2630,1892,1009,1042,1123,29225,111547,0.5437097959183673,0.4340497959183674,19.584530544217685,21.97399823129252
158.0,USER_15,NewMedia15,686091,27026,13032,6087,8230,4580,1329,14230,760605,0.35895530201342285,0.7300121476510069,18.89168973154362,20.74856993288591
158.9,USER_15,NewMedia15,12529,540,2379,5812,3240,1847,518,6257,33122,0.5473698666666666,0.3195634,19.791462133333333,22.26508673333333
159.9,USER_15,NewMedia15,47570,27427,6811,15882,8169,1755,505,57570,165689,0.4071665771812081,0.629131744966443,20.06194812080537,22.863260939597314
160.9,USER_15,NewMedia15,348098,71262,26767,4175,7860,4576,3572,85020,551330,0.4356453020134228,0.7352006040268457,20.466198724832214,23.540917785234896
161.9,USER_15,NewMedia15,25470,4318,1977,2778,1358,797,736,15611,53045,0.5135277702702703,0.3603514189189189,19.874201824324324,22.114485270270272
162.9,USER_15,NewMedia15,82931,7684,9834,4203,2301,2341,326,23424,133044,0.6715336551724137,0.344457724137931,18.811298137931033,21.95676703448276
163.9,USER_15,NewMedia15,54385,5009,5308,10534,1931,1394,721,12619,91901,0.7654163265306123,0.6682609523809524,19.905339523809523,21.786426666666667
164.9,USER_15,NewMedia15,23318,1577,3221,4418,2174,797,647,32716,68868,0.481551554054054,0.34943547297297306,19.936273108108104,21.56136831081081
165.9,USER_15,NewMedia15,32539,1776,8418,5747,2220,1211,330,25226,77467,0.5892695945945946,0.2555483108108108,19.110880135135137,22.5326052027027
166.9,USER_15,NewMedia15,499189,64058,36586,19320,7187,2936,2511,47818,679605,0.48717832214765106,0.28814959731543627,20.25118704697987,22.32991476510067
167.9,USER_15,NewMedia15,4646,9370,11086,788,2012,533,189,11491,40115,0.704151744966443,0.5526482550335571,19.816478389261743,22.814796711409393
168.9,USER_15,NewMedia15,202988,12960,25622,7355,7343,4067,1868,110456,372659,0.4991402666666666,0.46118166666666666,19.34478246666667,21.876609
169.9,USER_15,NewMedia15,87597,11621,7098,4969,7105,978,331,42819,162518,0.5968288513513513,0.22324060810810809,19.627426554054054,22.368930202702703
170.9,USER_15,NewMedia15,26764,8520,17703,6604,2056,739,422,10120,72928,0.5637174496644295,0.2889440268456376,20.700437181208052,22.533192953020134
171.9,USER_15,NewMedia15,19864,10866,3426,869,730,407,155,5724,42041,0.5647204026845637,0.36865744966442954,20.463416308724835,22.39524355704698
172.9,USER_15,NewMedia15,620672,18438,7505,15999,9275,14095,6194,46424,738602,0.5212835570469798,0.45370275167785235,20.003318724832216,23.231181812080536
173.9,USER_15,NewMedia15,46592,5839,1276,1174,853,1223,719,6865,64541,0.40409208053691276,0.74666322147651,21.16332214765101,23.605011275167783
174.9,USER_15,NewMedia15,2531967,104049,32230,18557,13739,8074,6420,139164,2854200,0.6403573154362415,0.5575953691275168,20.29313845637584,22.674677919463086
176.0,USER_15,NewMedia15,713527,39737,17971,12456,18082,10844,3250,108557,924424,0.35695060402684564,0.5171202013422818,20.982044295302014,23.20076422818792
176.9,USER_15,NewMedia15,100672,1707,1889,2180,1180,1146,430,23514,132718,0.31681241610738253,0.999978523489933,20.15417255033557,22.255794295302014
177.9,USER_15,NewMedia20,105430,10362,4227,3991,5284,1574,736,23785,155389,0.3903689759036145,0.45088042168674697,20.0414,21.726732831325304
178.9,USER_15,NewMedia20,218148,25324,9136,7681,7712,1689,763,60225,330678,0.38766255033557045,0.43057268456375836,19.350102483221477,20.731578590604027
179.9,USER_15,NewMedia20,319297,77256,15811,13809,19927,5709,8784,93243,553836,0.5632165753424658,0.3010475342465753,18.98655801369863,21.232268630136986
180.9,USER_15,NewMedia20,289481,1568,27726,6429,4227,2302,814,111191,443738,0.5252221333333333,0.37255579999999994,18.1673696,19.628598
181.9,USER_15,NewMedia20,1182983,8063,21550,32839,7125,10494,6296,66800,1336150,0.5585945270270269,0.4763974324324325,18.946119864864865,20.16156412162162
182.9,USER_15,NewMedia20,116564,26965,6908,2218,3423,1600,568,6835,165081,0.5182459722222222,0.31110472222222224,18.28191069444445,20.30079041666667
183.9,USER_15,NewMedia20,359417,40148,27140,20387,7981,8208,2558,57825,523664,0.5367144295302013,0.22404818791946315,18.356242147651006,20.564461543624162
184.9,USER_15,NewMedia20,14123,9791,12030,1758,1572,541,367,17304,57486,0.3943563758389262,0.6364306040268456,18.002650738255035,19.79530912751678
185.9,USER_15,NewMedia20,618237,19479,17026,19383,12855,7283,1844,266525,962632,0.18304148648648647,0.694456418918919,19.436816891891894,21.339940540540542
186.9,USER_15,NewMedia20,82319,6608,3780,1803,1730,888,986,7996,106110,0.11804798657718121,0.7420341610738255,20.40930731543624,22.616052617449665
