time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,totalPower,attention,meditation,FPOGX
621.9,USER_9,NewMedia4,119270,10199,22360,13741,19471,238926, 67, 57,0.45727
622.9,USER_9,NewMedia4,2107,1788,375,3122,3950,25865, 67, 48,0.28075
623.9,USER_9,NewMedia4,805,2925,676,4644,6855,28340, 78, 41,0.58305
624.9,USER_9,NewMedia4,8517,8662,4441,4817,4961,56285, 70, 37,0.36974
625.9,USER_9,NewMedia4,1159,4750,1004,1755,3278,28274, 70, 38,0.512
626.9,USER_9,NewMedia4,842,1619,3211,3004,8889,42471, 74, 40,0.26165
627.9,USER_9,NewMedia4,831,1958,1392,6850,8037,27101, 77, 38,0.48122
628.9,USER_9,NewMedia4,423595,13118,7426,8113,34501,561613, 84, 29,0.36398
629.9,USER_9,NewMedia4,3728,1403,481,3435,13463,39581, 96, 8,0.26954
630.9,USER_9,NewMedia4,1952,1398,3648,3407,3107,28899, 94, 17,0.37527
631.9,USER_9,NewMedia4,9851,2794,2896,6196,7024,46541, 84, 20,0.69789
632.9,USER_9,NewMedia4,3120,2839,3055,4611,10867,44932, 88, 21,0.38895
633.9,USER_9,NewMedia4,1329273,50388,5650,17960,29602,1488398, 78, 47,0.27676
634.9,USER_9,NewMedia4,76725,3019,5458,6267,5734,129373, 74, 41,0.44327
635.9,USER_9,NewMedia4,17255,7000,4491,5446,5551,70730, 66, 47,0.34517
636.9,USER_9,NewMedia4,510607,23114,32327,13296,48335,765900, 60, 51,0.58522
637.9,USER_9,NewMedia4,9456,4594,2198,2630,6358,36184, 64, 50,0.67225
638.9,USER_9,NewMedia4,2160,917,3112,1359,3530,34702, 67, 51,0.32366
639.9,USER_9,NewMedia4,136254,10093,6434,5509,8617,295498, 60, 41,0.47105
640.9,USER_9,NewMedia4,35035,4949,2198,4236,7909,82227, 57, 35,0.25921
641.9,USER_9,NewMedia4,15159,4830,6273,7260,12448,73613, 54, 26,0.43855
642.9,USER_9,NewMedia4,36844,2023,8990,8123,5388,68022, 57, 35,0.58044
643.9,USER_9,NewMedia4,1048879,43501,22138,9242,35941,1338841, 66, 47,0.73968
644.9,USER_9,NewMedia4,9192,1846,2771,7690,7928,42381, 75, 48,0.25568
645.9,USER_9,NewMedia4,78643,1546,1822,10972,5649,108823, 78, 41,0.4229
646.9,USER_9,NewMedia4,257596,13047,2731,3134,11045,321780, 74, 37,0.58682
647.9,USER_9,NewMedia4,4948,2824,2956,6881,8523,44880, 87, 34,0.6847
648.9,USER_9,NewMedia4,1023750,61384,79177,43254,49253,1334965, 77, 48,0.29438
649.9,USER_9,NewMedia4,688,5931,1715,2896,9200,35393, 78, 60,0.53126
650.9,USER_9,NewMedia4,4160,2054,3835,3916,6347,33589, 84, 57,0.57137
651.9,USER_9,NewMedia4,76341,6612,3154,3648,6814,109054, 80, 64,0.7174
652.9,USER_9,NewMedia4,320349,64335,26231,58853,28763,720044, 70, 53,0.7417
653.9,USER_9,NewMedia4,149167,49300,21747,19467,27368,428709, 57, 51,0.43598
654.9,USER_9,NewMedia4,728084,7403,12457,6492,4542,814738, 38, 50,0.38926
655.9,USER_9,NewMedia4,162576,19742,21106,8364,26062,295500, 40, 54,0.63071
656.9,USER_9,NewMedia4,5806,6550,2894,6120,5028,35632, 48, 61,0.37771
657.9,USER_9,NewMedia4,9848,3652,3379,2219,2264,30173, 51, 67,0.44102
658.9,USER_9,NewMedia4,8645,943,627,2602,9137,37003, 75, 53,0.22725
659.9,USER_9,NewMedia4,545029,35025,2060,24243,26826,677968, 75, 50,0.15464
660.9,USER_9,NewMedia4,48980,2526,4788,6250,4839,105816, 66, 37,0.52781
661.9,USER_9,NewMedia13,17478,2417,4533,12077,14365,76789, 78, 21,0.45572
662.9,USER_9,NewMedia13,6446,5185,2502,1154,4454,33080, 67, 43,0.36596
663.9,USER_9,NewMedia13,24900,4350,5757,3882,10160,78726, 64, 37,0.55189
664.9,USER_9,NewMedia13,33818,46425,23861,14650,20815,185529, 69, 56,0.67618
665.9,USER_9,NewMedia13,71124,4358,1064,992,2316,94957, 56, 63,0.58416
666.9,USER_9,NewMedia13,18609,24288,5325,4210,5949,89637, 48, 64,0.58945
667.9,USER_9,NewMedia13,304198,1706,6364,10462,6193,381099, 40, 57,0.52471
668.9,USER_9,NewMedia13,43118,4303,7576,9958,8236,102157, 40, 43,0.54704
669.9,USER_9,NewMedia13,48035,17459,17587,5440,4832,172290, 34, 47,0.50798
670.9,USER_9,NewMedia13,1387050,7056,6331,11564,45759,1735325, 37, 17,0.53332
671.9,USER_9,NewMedia13,2265143,76009,4120,35528,62305,2827146, 40, 23,0.59443
672.9,USER_9,NewMedia13,211149,7147,3872,7630,17080,289755, 48, 21,0.46083
673.9,USER_9,NewMedia13,377285,13772,1126,7657,8655,550044, 50, 4,0.47714
674.9,USER_9,NewMedia13,876608,5373,6560,17041,56493,1188193, 54, 4,0.5178
675.9,USER_9,NewMedia13,145378,6548,2745,3642,1729,174363, 48, 14,0.52796
676.9,USER_9,NewMedia13,277319,6106,25340,15486,35305,572511, 37, 10,0.52663
677.9,USER_9,NewMedia13,153138,7307,4399,1794,21835,230612, 54, 17,0.0
678.9,USER_9,NewMedia13,54198,1738,915,7206,14360,113777, 60, 20,0.51267
679.9,USER_9,NewMedia13,29618,593,10798,1792,15406,112780, 69, 8,0.52022
680.9,USER_9,NewMedia13,23958,5570,5027,3153,9719,72395, 80, 21,0.57896
681.9,USER_9,NewMedia13,694033,47823,7777,13353,95572,931371, 84, 27,0.53742
682.9,USER_9,NewMedia13,104168,5249,5572,9345,8481,157143, 81, 44,0.55376
683.9,USER_9,NewMedia13,499270,44225,18064,18241,34218,700325, 83, 57,0.59224
684.9,USER_9,NewMedia13,1066747,10013,5978,3167,11205,1161949, 70, 50,0.54512
685.9,USER_9,NewMedia13,603902,31120,6969,20754,79576,935565, 64, 40,0.59002
686.9,USER_9,NewMedia13,174393,6795,1977,2726,6516,219033, 61, 41,0.59977
687.9,USER_9,NewMedia13,319076,11363,11104,5858,30424,691931, 50, 17,0.6011
688.9,USER_9,NewMedia13,22363,11906,3947,1295,5543,64148, 53, 34,0.60419
689.9,USER_9,NewMedia13,35695,6413,17358,8060,12694,165926, 43, 37,0.60122
690.9,USER_9,NewMedia13,157962,5461,4611,7518,9875,203947, 50, 40,0.45996
691.9,USER_9,NewMedia13,704939,11839,5503,10482,25510,838959, 66, 54,0.44543
692.9,USER_9,NewMedia13,65770,2937,3868,2255,5410,110174, 66, 40,0.57967
693.9,USER_9,NewMedia13,138530,2479,1650,1786,3317,154440, 77, 48,0.57907
694.9,USER_9,NewMedia13,433885,2496,3341,6586,11024,530052, 64, 30,0.3651
695.9,USER_9,NewMedia13,453596,2222,4941,17855,13954,576928, 61, 20,0.36484
696.9,USER_9,NewMedia13,423422,8670,15422,5925,12749,515735, 60, 24,0.32499
697.9,USER_9,NewMedia13,69707,2007,2264,4366,20576,148044, 64, 7,0.29189
698.9,USER_9,NewMedia13,33000,2631,2577,2444,18924,76241, 83, 14,0.31979
699.9,USER_9,NewMedia13,5139,5356,7183,2919,9146,60211, 80, 27,0.61852
700.9,USER_9,NewMedia13,45625,4976,3121,3415,8950,113798, 81, 20,0.52449
701.9,USER_9,NewMedia13,73355,3612,3614,1026,2616,106143, 66, 35,0.34405
702.9,USER_9,NewMedia13,2135707,43839,15101,32091,67618,2467464, 56, 38,0.77449
703.9,USER_9,NewMedia23,235879,41396,14300,7816,33419,410533, 60, 44,0.22855
704.9,USER_9,NewMedia23,872239,52351,18152,21265,64571,1480262, 57, 43,0.28415
705.9,USER_9,NewMedia23,3711,416,2443,3492,12177,40878, 77, 34,0.37618
706.9,USER_9,NewMedia23,128696,755,635,176,1090,133940, 77, 40,0.39724
707.9,USER_9,NewMedia23,428249,6254,4381,6963,13303,478126, 80, 34,0.76608
708.9,USER_9,NewMedia23,164833,31430,8096,20820,12612,383519, 74, 37,0.13835
709.9,USER_9,NewMedia23,4578,5208,2596,12066,6491,45669, 67, 48,0.33194
710.9,USER_9,NewMedia23,1111212,261792,86035,71364,55640,2364355, 50, 47,0.58175
711.9,USER_9,NewMedia23,2079660,220034,94100,152002,118850,3166198, 40, 50,0.84636
712.9,USER_9,NewMedia23,619398,4034,33272,22037,32294,1014476, 43, 43,0.18318
713.9,USER_9,NewMedia23,415258,440321,923014,383761,91147,2993520, 23, 56,0.38684
714.9,USER_9,NewMedia23,64750,1878,1324,2760,5984,113844, 34, 40,0.21116
715.9,USER_9,NewMedia23,348684,11082,19900,7066,9429,661574, 20, 24,0.2648
716.9,USER_9,NewMedia23,2982,653,1308,11235,7598,40375, 43, 21,0.523
717.9,USER_9,NewMedia23,150014,24422,766,2237,11739,243268, 54, 11,0.7252
718.9,USER_9,NewMedia23,206393,27355,15505,34540,46585,398937, 66, 27,0.23449
719.9,USER_9,NewMedia23,713067,19349,6384,10973,50011,1187188, 78, 21,0.3069
720.9,USER_9,NewMedia23,1005,3731,1394,3973,4969,33179, 67, 38,0.41195
721.9,USER_9,NewMedia23,1986465,263752,67736,22436,57547,3101958, 60, 40,0.63666
722.9,USER_9,NewMedia23,298035,40616,6512,6012,17013,507544, 43, 37,0.84149
723.9,USER_9,NewMedia23,511499,124496,10263,11567,90655,1106866, 48, 53,0.1406
724.9,USER_9,NewMedia23,75396,716,2121,906,2664,99623, 37, 44,0.27152
725.9,USER_9,NewMedia23,152190,21056,13086,6285,14289,283096, 44, 43,0.54866
726.9,USER_9,NewMedia23,96002,2175,1048,7173,23089,149640, 66, 27,0.88402
727.9,USER_9,NewMedia23,1817,1903,1922,2256,9852,31117, 83, 24,0.16352
728.9,USER_9,NewMedia23,1557,1284,3093,1926,12443,43665, 100, 26,0.56535
729.9,USER_9,NewMedia23,1661146,55960,42852,16384,30520,2284590, 90, 17,0.57549
730.9,USER_9,NewMedia23,43353,3064,5481,2501,12018,92299, 83, 34,0.11472
731.9,USER_9,NewMedia23,173450,7210,2062,9998,10374,246785, 67, 30,0.379
732.9,USER_9,NewMedia23,132631,2006,2388,2328,3543,148244, 60, 41,0.72623
733.9,USER_9,NewMedia23,62426,6225,24547,11523,30196,206644, 80, 50,0.81655
734.9,USER_9,NewMedia23,33980,1388,594,1088,3180,63495, 67, 35,0.30786
735.9,USER_9,NewMedia23,189932,23085,17682,6298,10288,304633, 61, 47,0.67247
736.9,USER_9,NewMedia23,78839,10789,5938,9367,11210,132738, 60, 47,0.74875
737.9,USER_9,NewMedia23,350660,10032,4861,12036,6396,432813, 48, 41,0.10488
738.9,USER_9,NewMedia23,285171,24658,4902,6013,14684,445889, 48, 56,0.30311
739.9,USER_9,NewMedia23,644913,60767,4737,21602,46204,1096023, 48, 44,0.46257
740.9,USER_9,NewMedia23,225816,1210,810,913,7233,243821, 61, 34,0.62543
741.9,USER_9,NewMedia23,3273,2980,10323,5616,8505,70509, 66, 35,0.87587
742.9,USER_9,NewMedia23,125000,4661,3616,3349,10170,178423, 75, 35,0.27807
743.9,USER_9,NewMedia23,25632,2417,1728,1107,2912,42137, 81, 43,0.60141
744.9,USER_9,NewMedia23,90647,340,1029,5311,4084,124130, 64, 29,0.44962
745.9,USER_9,NewMedia23,99375,9023,6734,5832,78552,268727, 81, 21,0.55823
746.9,USER_9,NewMedia23,130706,19997,6417,3535,10435,220761, 74, 24,0.75761
747.9,USER_9,NewMedia23,2450,1805,4214,4857,8229,52454, 77, 17,0.0
748.9,USER_9,NewMedia23,756639,77738,35370,13241,56697,1060232, 80, 44,0.39589
749.9,USER_9,NewMedia23,3336,865,3835,5019,17923,47141, 78, 44,0.41886
750.9,USER_9,NewMedia23,178125,19554,7204,4623,11514,262938, 80, 48,0.56952
751.9,USER_9,NewMedia23,1418,660,641,2051,8428,38908, 81, 34,0.71395
752.9,USER_9,NewMedia23,153913,2435,4906,2763,8404,243551, 74, 13,0.6155
753.9,USER_9,NewMedia23,458,710,1120,3002,6618,25532, 75, 14,0.86504
754.9,USER_9,NewMedia23,4116,3297,2596,2455,16225,42587, 93, 7,0.1831
755.9,USER_9,NewMedia23,128198,2310,3280,6267,7809,205042, 84, 11,0.3863
756.9,USER_9,NewMedia23,128280,1328,6167,4842,12029,178990, 96, 20,0.54937
757.9,USER_9,NewMedia23,402214,12228,6360,11445,31769,571827, 84, 21,0.82206
758.9,USER_9,NewMedia23,106455,3779,1545,2142,20774,156381, 81, 16,0.09569
759.9,USER_9,NewMedia23,69658,5131,7352,3098,18391,144721, 91, 29,0.38077
760.9,USER_9,NewMedia23,44141,6463,6180,2993,15616,103405, 91, 34,0.49245
761.9,USER_9,NewMedia23,985242,7497,55223,43690,44701,1315238, 90, 41,0.78943
762.9,USER_9,NewMedia23,98771,1407,1579,2837,10146,138052, 84, 38,0.83158
763.9,USER_9,NewMedia23,632,3070,1048,2697,15823,39191, 97, 35,0.13502
764.9,USER_9,NewMedia23,434,3126,1458,10003,8867,37403, 100, 29,0.40635
765.9,USER_9,NewMedia23,144790,2865,793,891,3906,164067, 100, 24,0.40878
766.9,USER_9,NewMedia23,148522,10218,2576,3501,11055,233525, 91, 34,0.67299
767.9,USER_9,NewMedia23,57581,19439,4583,3379,3708,127009, 61, 41,0.80689
768.9,USER_9,NewMedia23,554407,269,4002,4891,14608,612913, 54, 35,0.12408
769.9,USER_9,NewMedia23,46761,4321,3034,6076,11098,123185, 51, 27,0.33321
770.9,USER_9,NewMedia23,1514730,25423,6693,16585,37538,1740893, 53, 26,0.62735
771.9,USER_9,NewMedia23,795,1920,2403,1482,23201,47886, 81, 13,0.65287
772.9,USER_9,NewMedia23,202820,21011,3427,5492,9921,284618, 69, 26,0.90396
773.9,USER_9,NewMedia23,138539,11920,25429,51351,38375,372653, 78, 35,0.18524
774.9,USER_9,NewMedia23,2467,910,3480,3252,12914,44275, 91, 35,0.11222
775.9,USER_9,NewMedia23,69624,5133,4118,7113,7776,123208, 75, 41,0.35555
776.9,USER_9,NewMedia23,2799,1559,2261,6916,10823,41803, 94, 34,0.57789
777.9,USER_9,NewMedia23,2060273,20779,21097,31477,21908,2332126, 81, 29,0.78271
778.9,USER_9,NewMedia23,1266,627,5213,1616,18822,34099, 88, 34,0.79054
779.9,USER_9,NewMedia23,154733,5133,14526,3604,77838,340126, 100, 29,0.88447
780.9,USER_9,NewMedia23,384568,4299,2868,4103,7681,450965, 81, 27,0.90047
781.9,USER_9,NewMedia23,9529,992,6892,2662,9947,48361, 94, 34,0.19625
782.9,USER_9,NewMedia23,57174,6167,8291,1850,7893,131792, 70, 35,0.37996
783.9,USER_9,NewMedia23,319918,39845,15971,31857,48387,958194, 48, 29,0.55153
784.9,USER_9,NewMedia23,149815,5220,9913,10766,9838,258609, 44, 30,0.68157
785.9,USER_9,NewMedia23,158355,15898,3905,2917,12284,293694, 30, 24,0.81288
786.9,USER_9,NewMedia23,26716,7410,1414,6147,9677,83908, 38, 23,0.82242
787.9,USER_9,NewMedia23,954414,7768,2675,4209,6530,1017219, 43, 34,0.10115
788.9,USER_9,NewMedia23,183185,5117,8894,4611,18652,274233, 51, 34,0.25138
789.9,USER_9,NewMedia23,135070,4684,2945,4261,4691,181926, 56, 37,0.46345
790.9,USER_9,NewMedia23,1580099,65863,70162,42904,19392,2228237, 38, 40,0.63566
791.9,USER_9,NewMedia23,554652,52075,23666,41074,62500,1048792, 40, 40,0.85604
792.9,USER_9,NewMedia23,560481,9085,42863,15425,33112,830053, 35, 43,0.12084
793.9,USER_9,NewMedia23,378479,9621,9188,3051,8077,517112, 26, 40,0.48089
794.9,USER_9,NewMedia23,1881730,9313,32936,16358,37087,2214686, 41, 35,0.25935
795.9,USER_9,NewMedia23,3711740,3680,19936,16170,50428,4036322, 43, 23,0.31001
796.9,USER_9,NewMedia23,454563,75537,17040,27082,46155,803083, 43, 29,0.64215
797.9,USER_9,NewMedia23,7876,10512,2654,1896,16289,62650, 61, 40,0.76821
798.9,USER_9,NewMedia23,104569,2551,7254,2867,17349,161974, 75, 43,0.09964
799.9,USER_9,NewMedia23,69775,8540,903,540,2929,97401, 69, 64,0.21601
800.9,USER_9,NewMedia23,320464,2833,40299,37346,42219,544149, 77, 61,0.24603
801.9,USER_9,NewMedia23,77051,44719,9145,45638,35785,276587, 70, 63,0.67136
802.9,USER_9,NewMedia23,138631,10859,814,5193,11020,182411, 67, 67,0.29126
803.9,USER_9,NewMedia23,14408,3214,2666,10287,15260,56350, 88, 54,0.6391
804.9,USER_9,NewMedia23,1283515,9992,31025,41027,43725,1502322, 87, 51,0.73656
805.9,USER_9,NewMedia23,380849,31859,19725,35039,60686,860720, 80, 38,0.7119
806.9,USER_9,NewMedia23,626858,27173,15880,10935,35526,781081, 80, 41,0.28842
807.9,USER_9,NewMedia23,533859,28658,22434,10821,34202,791273, 63, 47,0.29543
808.9,USER_9,NewMedia23,10098,5661,829,1522,10340,48332, 66, 47,0.77975
809.9,USER_9,NewMedia23,674183,2123,3241,2065,10860,742114, 69, 43,0.26255
810.9,USER_9,NewMedia23,1105935,47438,14985,52936,50798,1552785, 60, 30,0.67412
811.9,USER_9,NewMedia23,1119960,82477,10598,32882,43021,1462211, 60, 37,0.47438
812.9,USER_9,NewMedia23,156135,1289,372,7120,11658,201247, 60, 16,0.65142
813.9,USER_9,NewMedia23,90061,11530,7401,2653,6524,187209, 50, 27,0.52785
814.9,USER_9,NewMedia23,25364,3465,4650,3639,12117,87209, 56, 27,0.55108
815.9,USER_9,NewMedia23,653418,7218,3104,9134,7784,741113, 53, 14,0.35272
816.9,USER_9,NewMedia23,144449,9220,39425,19114,75083,338754, 56, 37,0.69115
817.9,USER_9,NewMedia23,309485,24097,16285,9778,23355,405468, 70, 50,0.30832
818.9,USER_9,NewMedia23,132866,6074,1712,5896,8588,305242, 56, 35,0.579
819.9,USER_9,NewMedia23,999244,14777,12116,7390,36445,1395784, 56, 29,0.62784
820.9,USER_9,NewMedia23,686567,151814,41005,8812,28557,1387275, 29, 29,0.30662
821.9,USER_9,NewMedia23,578083,7947,11120,55406,46661,838557, 34, 10,0.5693
822.9,USER_9,NewMedia23,623032,9562,9040,14818,6708,737086, 37, 26,0.82232
823.9,USER_9,NewMedia23,215043,23300,14082,11270,8844,366270, 30, 41,0.79146
824.9,USER_9,NewMedia23,3069,937,2601,5383,8819,51679, 50, 26,0.28907
825.9,USER_9,NewMedia23,1150,1119,2901,4944,12066,35455, 57, 30,0.70777
826.9,USER_9,NewMedia23,557536,23206,33786,21198,50562,837687, 67, 35,0.32165
827.9,USER_9,NewMedia23,916931,32788,9424,24441,41538,1275276, 75, 24,0.74597
828.9,USER_9,NewMedia23,353,1167,1410,2226,11395,34532, 90, 29,0.70356
829.9,USER_9,NewMedia23,1241,993,4308,6862,7145,38363, 81, 34,0.30286
830.9,USER_9,NewMedia23,9051,1071,1955,3327,5133,48269, 80, 23,0.1402
831.9,USER_9,NewMedia23,116694,2252,4598,3166,9405,157331, 90, 29,0.30464
832.9,USER_9,NewMedia23,68937,24024,65046,39430,31401,349509, 67, 43,0.13693
833.9,USER_9,NewMedia23,97300,3618,4315,2578,20653,156388, 70, 40,0.29181
834.9,USER_9,NewMedia23,1024,4631,1699,3054,9648,30566, 84, 53,0.39033
835.9,USER_9,NewMedia23,2090,5182,4871,3597,11405,49264, 88, 60,0.62913
836.9,USER_9,NewMedia23,150605,8695,9026,6045,12352,270862, 87, 50,0.82048
837.9,USER_9,NewMedia23,194782,23465,19281,11741,10546,337384, 66, 57,0.71255
838.9,USER_9,NewMedia23,109063,1986,5051,9573,11945,164701, 60, 50,0.28551
839.9,USER_9,NewMedia23,5915,3062,3363,6484,27575,69487, 67, 37,0.10343
840.9,USER_9,NewMedia23,920390,17110,2714,5232,14174,990602, 77, 48,0.37091
841.9,USER_9,NewMedia23,558230,10311,8461,18445,39583,794100, 90, 35,0.53157
842.9,USER_9,NewMedia23,463386,4660,9224,10221,11082,584344, 78, 34,0.71359
843.9,USER_9,NewMedia23,3069,781,5566,2723,6677,31671, 66, 43,0.52605
844.9,USER_9,NewMedia23,58355,3664,5458,5280,10290,101344, 74, 41,0.79031
845.9,USER_9,NewMedia23,587742,1424,24178,38412,26855,768213, 70, 44,0.62098
846.9,USER_9,NewMedia23,129623,3336,11071,2564,11119,294113, 67, 41,0.13946
847.9,USER_9,NewMedia23,13808,9281,4875,5265,4685,55907, 57, 47,0.31855
848.9,USER_9,NewMedia23,1168388,10357,16832,15385,38386,1401982, 48, 35,0.13395
849.9,USER_9,NewMedia23,4098,1808,5484,3181,9169,37072, 56, 43,0.27898
850.9,USER_9,NewMedia23,2947,3008,3032,3760,6478,29170, 74, 57,0.69472
851.9,USER_9,NewMedia23,1136488,11630,17138,21015,49716,1331129, 81, 44,0.31896
852.9,USER_9,NewMedia23,1718,1726,1887,4738,6566,31093, 88, 50,0.7109
853.9,USER_9,NewMedia23,72425,34687,19198,11559,61659,305656, 87, 48,0.76872
854.9,USER_9,NewMedia23,32583,10350,4405,3231,6350,97995, 77, 51,0.27302
855.9,USER_9,NewMedia23,89986,7087,8233,7944,14105,159513, 74, 56,0.67026
856.9,USER_9,NewMedia23,27105,918,8576,2875,5568,108726, 56, 53,0.73149
857.9,USER_9,NewMedia23,1045513,12201,11772,15132,42208,1347918, 47, 38,0.11452
858.9,USER_9,NewMedia23,2852,130,3762,6330,4128,44199, 50, 24,0.73465
859.9,USER_9,NewMedia23,98140,2947,5603,2628,7745,127902, 53, 29,0.25849
860.9,USER_9,NewMedia23,13589,4383,4315,4599,2630,40351, 61, 48,0.69568
861.9,USER_9,NewMedia23,91207,2036,4613,2935,2259,118178, 56, 63,0.16674
862.9,USER_9,NewMedia23,1559795,11207,36470,18848,24075,1857232, 50, 64,0.60583
863.9,USER_9,NewMedia23,186810,1328,8237,24815,40739,325905, 53, 47,0.45935
864.9,USER_9,NewMedia23,117990,9069,3559,4349,10458,173629, 61, 43,0.69112
865.9,USER_9,NewMedia1,26059,14347,6729,7830,27302,168944, 70, 40,0.29991
866.9,USER_9,NewMedia1,645259,10978,30894,36044,34812,825962, 87, 50,0.53456
867.9,USER_9,NewMedia1,379448,12967,1363,2874,10513,458300, 75, 61,0.22255
868.9,USER_9,NewMedia1,182962,9157,1705,9283,10902,254302, 67, 50,0.3129
869.9,USER_9,NewMedia1,1277503,25724,61278,38317,18900,1659098, 53, 51,0.38449
870.9,USER_9,NewMedia1,301164,508,3941,3429,4042,411202, 30, 26,0.70712
871.9,USER_9,NewMedia1,687672,15679,10950,6933,4135,924965, 13, 20,0.25279
872.9,USER_9,NewMedia1,2542843,9372,27854,29806,48400,3508095, 1, 3,0.32885
873.9,USER_9,NewMedia1,340232,7759,7574,8168,11513,573161, 1, 1,0.44892
874.9,USER_9,NewMedia1,66342,6482,4807,26626,5662,180950, 3, 1,0.35955
875.9,USER_9,NewMedia1,46076,2392,1888,1580,2839,66481, 23, 7,0.41907
876.9,USER_9,NewMedia1,290075,15325,31776,18975,75574,532400, 43, 26,0.34392
877.9,USER_9,NewMedia1,327343,6345,12859,10482,18590,465763, 53, 37,0.38823
878.9,USER_9,NewMedia1,948662,57876,71195,69103,57339,1904649, 53, 40,0.38118
879.9,USER_9,NewMedia1,812016,38628,7227,13669,51505,1028412, 61, 43,0.40344
880.9,USER_9,NewMedia1,13180,4785,2078,3757,8039,51735, 60, 44,0.22506
881.9,USER_9,NewMedia1,403997,44644,3021,17792,36735,574211, 66, 56,0.44705
882.9,USER_9,NewMedia1,3985,3173,680,5546,22969,45871, 94, 51,0.31985
883.9,USER_9,NewMedia1,52513,5684,4567,2565,9219,88348, 93, 54,0.4259
884.9,USER_9,NewMedia1,5474,3035,1054,7944,9597,42920, 100, 50,0.31741
885.9,USER_9,NewMedia1,31274,1535,2684,948,1382,54849, 84, 41,0.33854
886.9,USER_9,NewMedia1,2501,3502,4571,4057,8620,41217, 70, 54,0.30915
887.9,USER_9,NewMedia1,93975,9249,8078,25740,47179,309300, 69, 37,0.23868
888.9,USER_9,NewMedia1,118337,55580,17159,18104,50919,615611, 51, 35,0.48807
889.9,USER_9,NewMedia1,601827,24657,16893,8815,23649,818352, 57, 38,0.34199
890.9,USER_9,NewMedia1,9593,3987,5113,3189,7456,43526, 56, 41,0.43487
891.9,USER_9,NewMedia1,8512,1835,7715,2892,4496,39680, 53, 61,0.38621
892.9,USER_9,NewMedia1,2651,2576,486,3353,4808,31493, 63, 61,0.34244
893.9,USER_9,NewMedia1,1627,7109,6616,1186,20279,50760, 80, 67,0.31013
894.9,USER_9,NewMedia1,849230,27766,32070,28472,45651,1208647, 70, 57,0.43203
895.9,USER_9,NewMedia1,6682,2044,1861,4816,10889,37687, 83, 43,0.27537
896.9,USER_9,NewMedia1,12431,5796,5386,4688,8444,57919, 83, 56,0.29633
897.9,USER_9,NewMedia1,2715,1300,1175,4825,7416,31345, 83, 40,0.41499
898.9,USER_9,NewMedia1,157068,33381,25036,15456,84754,438107, 91, 43,0.38188
899.9,USER_9,NewMedia1,564200,24480,13742,24686,30371,801422, 80, 50,0.23249
900.9,USER_9,NewMedia1,10183,6350,799,6328,10937,53553, 84, 43,0.37044
901.9,USER_9,NewMedia1,7161,7495,1321,2093,12803,44637, 84, 56,0.5614
902.9,USER_9,NewMedia1,126365,1109,2456,4145,10477,160072, 90, 50,0.50301
903.9,USER_9,NewMedia1,138951,10024,13759,18902,36063,328326, 93, 44,0.24541
904.9,USER_9,NewMedia1,3479,11138,6252,4055,9879,64992, 81, 48,0.24242
905.9,USER_9,NewMedia1,9617,2318,2623,3443,8026,68689, 67, 30,0.54168
906.9,USER_9,NewMedia1,3276,5124,3844,6848,7154,38955, 63, 43,0.25361
907.9,USER_9,NewMedia1,2217,6219,1735,5404,3135,32024, 56, 51,0.30985
908.9,USER_9,NewMedia1,1972,2052,1767,3875,9155,33053, 66, 43,0.30853
909.9,USER_9,NewMedia1,4635,1647,4721,9277,9393,49559, 74, 50,0.48038
910.9,USER_9,NewMedia1,122628,1954,3931,2563,2702,184064, 54, 35,0.21684
911.9,USER_9,NewMedia1,219444,57757,31639,13012,28988,473750, 51, 35,0.26026
912.9,USER_9,NewMedia1,361395,45243,10590,6910,11177,518150, 34, 48,0.32083
913.9,USER_9,NewMedia1,37339,6821,2744,2279,4750,66953, 27, 57,0.48767
914.9,USER_9,NewMedia1,18561,10424,4903,6719,2221,57069, 34, 80,0.4549
915.9,USER_9,NewMedia1,712,6388,2051,2647,7060,26682, 43, 81,0.54666
916.9,USER_9,NewMedia1,152972,2222,1936,2293,3763,176818, 53, 75,0.32328
917.9,USER_9,NewMedia1,5730,794,3770,1892,3528,31041, 51, 66,0.2365
918.9,USER_9,NewMedia1,3577,2334,1874,1332,4476,23379, 63, 56,0.31176
919.9,USER_9,NewMedia1,6376,3038,3258,3659,5876,35661, 61, 50,0.40804
920.9,USER_9,NewMedia1,85617,6050,2469,26188,21573,198530, 63, 38,0.27044
921.9,USER_9,NewMedia1,3952,4698,2889,3622,4612,36064, 64, 43,0.22565
922.9,USER_9,NewMedia1,6747,8822,1700,997,4913,32999, 63, 51,0.23987
923.9,USER_9,NewMedia1,7015,1858,2470,1460,3568,29012, 60, 51,0.4538
924.9,USER_9,NewMedia1,9226,13318,4208,4413,4148,54276, 50, 70,0.28799
925.9,USER_9,NewMedia1,4064,1857,6201,3955,1626,25623, 44, 81,0.38421
926.9,USER_9,NewMedia1,1224,705,4092,1757,1631,21960, 38, 74,0.51834
927.9,USER_9,NewMedia1,80159,6589,7203,4543,5250,120098, 35, 80,0.6512
928.9,USER_9,NewMedia1,56278,2698,887,2023,586,82231, 23, 64,0.41849
929.9,USER_9,NewMedia24,539565,10669,17028,32969,27753,685532, 30, 51,0.26341
930.9,USER_9,NewMedia24,88419,1266,2212,3476,1025,120507, 24, 41,0.55622
